source_path,bytes,header_status,raw_rows_reused,adjusted_rows_reused,schema_issue,sha256
C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_pool1b_price_cache_repair_20260704\cache_compatible\8046_TW.csv,167989,valid_schema_no_required_keys,0,0,,
C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_pool1b_price_cache_repair_20260704\cache_compatible\8210_TW.csv,168018,valid_schema_no_required_keys,0,0,,
C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_pool1b_price_cache_repair_20260704\cache_compatible\8299_TWO.csv,160592,valid_schema_no_required_keys,0,0,,
C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_pool1b_price_cache_repair_20260704\repaired_cache\3035_TW.csv,168007,valid_schema_no_required_keys,0,0,,
C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_pool1b_price_cache_repair_20260704\repaired_cache\3037_TW.csv,168638,valid_schema_no_required_keys,0,0,,
C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_pool1b_price_cache_repair_20260704\repaired_cache\1560_TW.csv,167734,valid_schema_no_required_keys,0,0,,
C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_pool1b_price_cache_repair_20260704\repaired_cache\2449_TW.csv,171399,valid_schema_no_required_keys,0,0,,
C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_pool1b_price_cache_repair_20260704\cache_compatible\completed_price_rows.csv,3172744,valid_schema_no_required_keys,0,0,,
C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_pool1b_price_cache_repair_20260704\repaired_cache\3324_TW.csv,159785,valid_schema_no_required_keys,0,0,,
C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_pool1b_price_cache_repair_20260704\repaired_cache\3044_TW.csv,167757,valid_schema_no_required_keys,0,0,,
C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_pool1b_price_cache_repair_20260704\repaired_cache\3189_TW.csv,167155,valid_schema_no_required_keys,0,0,,
C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_pool1b_price_cache_repair_20260704\repaired_cache\3443_TW.csv,170446,valid_schema_no_required_keys,0,0,,
C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_pool1b_price_cache_repair_20260704\repaired_cache\3583_TW.csv,167627,valid_schema_no_required_keys,0,0,,
C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_pool1b_price_cache_repair_20260704\repaired_cache\3665_TW.csv,170309,valid_schema_no_required_keys,0,0,,
C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_pool1b_price_cache_repair_20260704\repaired_cache\3533_TW.csv,170038,valid_schema_no_required_keys,0,0,,
C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_pool1b_price_cache_repair_20260704\repaired_cache\6213_TW.csv,166672,valid_schema_no_required_keys,0,0,,
C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_pool1b_price_cache_repair_20260704\repaired_cache\6412_TW.csv,166150,valid_schema_no_required_keys,0,0,,
C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_pool1b_price_cache_repair_20260704\requested_tickers.csv,1374,schema_not_price_rows,0,0,missing ticker/date/value columns,
C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_pool1b_price_cache_repair_20260704\repaired_cache\6285_TW.csv,167797,valid_schema_no_required_keys,0,0,,
C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_pool1b_price_cache_repair_20260704\source_manifest.csv,359,schema_not_price_rows,0,0,missing ticker/date/value columns,
C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_pool1b_price_cache_repair_20260704\run_log.csv,279,schema_not_price_rows,0,0,missing ticker/date/value columns,
C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_pool1b_price_cache_repair_20260704\repaired_cache\6442_TW.csv,168302,valid_schema_no_required_keys,0,0,,
C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_pool1b_price_cache_repair_20260704\source_request_attempts.csv,69531,schema_not_price_rows,0,0,missing ticker/date/value columns,
C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_pool1b_price_cache_repair_20260704\repaired_cache\6488_TWO.csv,161497,valid_schema_no_required_keys,0,0,,
C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_pool1b_price_cache_repair_20260704\repaired_cache\8046_TW.csv,167989,valid_schema_no_required_keys,0,0,,
C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_vnext_daily_incumbent_challenger_00631l_benchmark_price_gap_fill_20260710\daily_incumbent_challenger_00631L_benchmark_price_coverage_audit.csv,202,schema_not_price_rows,0,0,missing ticker/date/value columns,
C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_vnext_daily_incumbent_challenger_00631l_benchmark_price_gap_fill_20260710\daily_incumbent_challenger_00631L_benchmark_price_future_data_audit.csv,305,schema_not_price_rows,0,0,missing ticker/date/value columns,
C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_pool1b_price_cache_repair_20260704\repaired_cache\8210_TW.csv,168018,valid_schema_no_required_keys,0,0,,
C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_pool1b_price_cache_repair_20260704\repaired_cache\8299_TWO.csv,160592,valid_schema_no_required_keys,0,0,,
C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_vnext_daily_incumbent_challenger_selected_stock_daily_ohlc_gap_fill_20260710\daily_incumbent_challenger_selected_stock_daily_ohlc_blocked_ledger.csv,312,schema_not_price_rows,0,0,missing ticker/date/value columns,
C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_vnext_daily_incumbent_challenger_00631l_benchmark_price_gap_fill_20260710\daily_incumbent_challenger_00631L_benchmark_price_source_manifest.csv,2681,schema_not_price_rows,0,0,missing ticker/date/value columns,
C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_vnext_daily_incumbent_challenger_selected_stock_daily_ohlc_gap_fill_20260710\daily_incumbent_challenger_selected_stock_daily_ohlc_filled_rows.csv,100889,schema_not_price_rows,0,0,missing ticker/date/value columns,
C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_vnext_daily_incumbent_challenger_selected_stock_daily_ohlc_gap_fill_20260710\daily_incumbent_challenger_selected_stock_daily_ohlc_coverage_audit.csv,217,schema_not_price_rows,0,0,missing ticker/date/value columns,
C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_vnext_daily_incumbent_challenger_selected_stock_daily_ohlc_gap_fill_20260710\daily_incumbent_challenger_selected_stock_daily_ohlc_source_manifest.csv,13946,schema_not_price_rows,0,0,missing ticker/date/value columns,
C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_vnext_daily_incumbent_challenger_selected_stock_daily_ohlc_gap_fill_20260710\daily_incumbent_challenger_selected_stock_daily_ohlc_future_data_audit.csv,253,schema_not_price_rows,0,0,missing ticker/date/value columns,
C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_pool1b_price_cache_repair_20260704\repaired_cache\pool1b_price_candidate_rows.csv,3172744,valid_schema_no_required_keys,0,0,,
C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_vnext_daily_incumbent_challenger_00631l_benchmark_price_gap_fill_20260710\daily_incumbent_challenger_00631L_benchmark_price_blocked_ledger.csv,1455,valid_schema_no_required_keys,0,0,,
C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_vnext_f2_gate_persistence_00631l_benchmark_date_gap_fill_20260710\f2_gate_persistence_00631L_benchmark_price_coverage_audit.csv,238,schema_not_price_rows,0,0,missing ticker/date/value columns,
C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_vnext_f2_gate_persistence_00631l_benchmark_date_gap_fill_20260710\f2_gate_persistence_00631L_benchmark_price_future_data_audit.csv,256,schema_not_price_rows,0,0,missing ticker/date/value columns,
C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_vnext_f2_gate_persistence_00631l_benchmark_date_gap_fill_20260710\f2_gate_persistence_00631L_benchmark_price_source_manifest.csv,836,schema_not_price_rows,0,0,missing ticker/date/value columns,
C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_vnext_daily_incumbent_challenger_00631l_benchmark_price_gap_fill_20260710\daily_incumbent_challenger_00631L_benchmark_price_unadjusted_close_rows.csv,9221,valid_schema_no_required_keys,0,0,,
C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_vnext_daily_incumbent_challenger_00631l_benchmark_price_gap_fill_20260710\daily_incumbent_challenger_00631L_benchmark_price_filled_rows.csv,20461,valid_schema_no_required_keys,0,0,,
C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_vnext_f2_gate_persistence_hysteresis_selected_stock_daily_ohlc_gap_fill_20260710\f2_gate_persistence_selected_stock_daily_ohlc_coverage_audit.csv,275,schema_not_price_rows,0,0,missing ticker/date/value columns,
C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_vnext_adhoc_20260708_eod_vnext_signal_snapshot_source_fill_20260708\vnext_adhoc_20260708_official_eod_ohlcv_rows.csv,3968148,valid_schema_no_required_keys,0,0,,
C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_vnext_f2_gate_persistence_hysteresis_selected_stock_daily_ohlc_gap_fill_20260710\f2_gate_persistence_selected_stock_daily_ohlc_future_data_audit.csv,249,schema_not_price_rows,0,0,missing ticker/date/value columns,
C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_vnext_f2_gate_persistence_hysteresis_selected_stock_daily_ohlc_gap_fill_20260710\f2_gate_persistence_selected_stock_daily_ohlc_source_manifest.csv,15070,schema_not_price_rows,0,0,missing ticker/date/value columns,
C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_vnext_f2_gate_persistence_00631l_benchmark_date_gap_fill_20260710\f2_gate_persistence_00631L_benchmark_price_unadjusted_ohlc_rows.csv,1009,valid_schema_no_required_keys,0,0,,
C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_vnext_f2_gate_persistence_00631l_benchmark_date_gap_fill_20260710\f2_gate_persistence_00631L_benchmark_price_filled_rows.csv,2273,valid_schema_no_required_keys,0,0,,
C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_vnext_f2_gate_persistence_00631l_benchmark_date_gap_fill_20260710\f2_gate_persistence_00631L_benchmark_price_blocked_ledger.csv,546,valid_schema_no_required_keys,0,0,,
C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_vnext_legacy_rs20_selected_stock_price_path_source_package_20260708\future_data_audit.csv,446,schema_not_price_rows,0,0,missing ticker/date/value columns,
C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_vnext_daily_incumbent_challenger_selected_stock_daily_ohlc_gap_fill_20260710\daily_incumbent_challenger_selected_stock_daily_unadjusted_ohlc_rows.csv,53302,required_keys_reused,163,0,,1d1f3ee9e23c594add518fb19dc85d18a285c7839ff8539517072f10b7e8194b
C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_vnext_legacy_rs20_selected_stock_price_path_source_package_20260708\selected_ticker_missing_price_ledger.csv,35518,schema_not_price_rows,0,0,missing ticker/date/value columns,
C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_vnext_legacy_rs20_selected_stock_price_path_source_package_20260708\selected_ticker_price_coverage.csv,73950,schema_not_price_rows,0,0,missing ticker/date/value columns,
C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_vnext_legacy_rs20_selected_stock_price_path_source_package_20260708\source_route_readiness.csv,688,schema_not_price_rows,0,0,missing ticker/date/value columns,
C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_vnext_legacy_rs20_selected_stock_price_path_source_package_20260708\source_shard_hash_manifest.csv,10994,schema_not_price_rows,0,0,missing ticker/date/value columns,
C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_vnext_legacy_rs20_selected_stock_price_path_source_package_20260708\trade_path_blocked_or_proxy_price_ledger.csv,432145,schema_not_price_rows,0,0,missing ticker/date/value columns,
C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_vnext_legacy_rs20_selected_stock_price_path_source_package_20260708\trade_path_required_price_availability_audit.csv,432145,schema_not_price_rows,0,0,missing ticker/date/value columns,
C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_vnext_f2_gate_persistence_hysteresis_selected_stock_daily_ohlc_gap_fill_20260710\f2_gate_persistence_selected_stock_daily_ohlc_blocked_ledger.csv,537,valid_schema_no_required_keys,0,0,,
C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_vnext_legacy_rs20_selected_stock_price_path_source_package_20260708\trade_path_required_price_availability_summary.csv,353,schema_not_price_rows,0,0,missing ticker/date/value columns,
