ticker,price_date,required_as,impacted_signal_dates,impacted_transition_types,source_requirement,adjusted_close_ready,next_owner,name,market,open,high,low,close,volume,turnover_value,source_route,source_url,source_quality,raw_sha256,retrieved_at_utc,official_unadjusted_ohlc_ready,adjustment_policy,blocked_reason,future_data_violation_count,formal_model_changed,trade_decision_changed,active_in_trade_decision,report_changed,portfolio_replay_executed,ready_for_strategy_replay,ready_for_formal,not_live_rule,forward_returns_live_rule_usage
2330,2023-03-21,entry_close,2023-03-20,hold_same,selected_ticker_only official unadjusted daily OHLC; no 00631L+excess reconstruction,False,Radar/Data bounded weekly R6 reconstructed single-position selected-stock daily OHLC gap fill,,TWSE,515.0,517.0,512.0,517.0,18519120,9534730452,twse_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20230301&stockNo=2330&response=json,official_unadjusted_ohlcv_selected_ticker_month,0be8303076fab68e7cc6df62a29a4f9d819fb96360a2604842e93aebfa857fab,2026-07-10T06:27:51+00:00,True,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,,0,False,False,False,False,False,False,False,True,False
2453,2023-03-30,entry_close|following_daily_close,2023-03-28|2023-03-29,hold_same,selected_ticker_only official unadjusted daily OHLC; no 00631L+excess reconstruction,False,Radar/Data bounded weekly R6 reconstructed single-position selected-stock daily OHLC gap fill,,TWSE,67.9,68.4,66.7,68.1,7677004,518279097,twse_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20230301&stockNo=2453&response=json,official_unadjusted_ohlcv_selected_ticker_month,318a58750ee98766b4b4a4ac7063e3420b5d51dc86b30a84a255002c9ca77876,2026-07-10T06:27:51+00:00,True,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,,0,False,False,False,False,False,False,False,True,False
2453,2023-03-31,following_daily_close,2023-03-29,hold_same,selected_ticker_only official unadjusted daily OHLC; no 00631L+excess reconstruction,False,Radar/Data bounded weekly R6 reconstructed single-position selected-stock daily OHLC gap fill,,TWSE,68.2,68.7,66.5,68.3,9351400,633243425,twse_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20230301&stockNo=2453&response=json,official_unadjusted_ohlcv_selected_ticker_month,318a58750ee98766b4b4a4ac7063e3420b5d51dc86b30a84a255002c9ca77876,2026-07-10T06:27:51+00:00,True,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,,0,False,False,False,False,False,False,False,True,False
2615,2025-05-20,entry_close,2025-05-19,hold_same,selected_ticker_only official unadjusted daily OHLC; no 00631L+excess reconstruction,False,Radar/Data bounded weekly R6 reconstructed single-position selected-stock daily OHLC gap fill,,TWSE,110.0,113.0,108.5,112.0,65699262,7305157828,local_reused_official_selected_ohlc_package,outputs\radar_vnext_daily_incumbent_challenger_selected_stock_daily_ohlc_gap_fill_20260710\daily_incumbent_challenger_selected_stock_daily_unadjusted_ohlc_rows.csv,official_unadjusted_ohlcv_reused_local_source_package,,,True,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,,0,False,False,False,False,False,False,False,True,False
2615,2025-05-21,entry_close|following_daily_close,2025-05-19|2025-05-20,hold_same,selected_ticker_only official unadjusted daily OHLC; no 00631L+excess reconstruction,False,Radar/Data bounded weekly R6 reconstructed single-position selected-stock daily OHLC gap fill,萬海,TWSE,113.0,116.0,111.5,115.0,77226103,8817218217,local_reused_official_selected_ohlc_package,outputs\radar_vnext_legacy_rs20_selected_stock_price_path_source_package_20260708\selected_stock_price_rows_local_only.csv,official_unadjusted_ohlcv_reused_local_source_package,,,True,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,,0,False,False,False,False,False,False,False,True,False
2615,2025-05-22,following_daily_close,2025-05-20,hold_same,selected_ticker_only official unadjusted daily OHLC; no 00631L+excess reconstruction,False,Radar/Data bounded weekly R6 reconstructed single-position selected-stock daily OHLC gap fill,,TWSE,114.0,126.5,112.0,126.5,109049142,13170766241,local_reused_official_selected_ohlc_package,outputs\radar_vnext_daily_incumbent_challenger_selected_stock_daily_ohlc_gap_fill_20260710\daily_incumbent_challenger_selected_stock_daily_unadjusted_ohlc_rows.csv,official_unadjusted_ohlcv_reused_local_source_package,,,True,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,,0,False,False,False,False,False,False,False,True,False
3105,2025-12-29,entry_close,2025-12-26,base_to_stock,selected_ticker_only official unadjusted daily OHLC; no 00631L+excess reconstruction,False,Radar/Data bounded weekly R6 reconstructed single-position selected-stock daily OHLC gap fill,,TPEx,190.0,190.0,180.5,183.0,13522,2494632,tpex_trading_stock_selected_ticker_month,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=3105&date=2025/12/01&response=json,official_unadjusted_ohlcv_selected_ticker_month,0961c72c34e8786fa496d130d5593488b387e19cb627c00f0ea6ad78f02f676f,2026-07-10T06:27:51+00:00,True,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,,0,False,False,False,False,False,False,False,True,False
3105,2025-12-30,entry_close|following_daily_close,2025-12-26|2025-12-29,base_to_stock|hold_same,selected_ticker_only official unadjusted daily OHLC; no 00631L+excess reconstruction,False,Radar/Data bounded weekly R6 reconstructed single-position selected-stock daily OHLC gap fill,,TPEx,183.0,186.5,181.5,185.0,9971,1837689,tpex_trading_stock_selected_ticker_month,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=3105&date=2025/12/01&response=json,official_unadjusted_ohlcv_selected_ticker_month,0961c72c34e8786fa496d130d5593488b387e19cb627c00f0ea6ad78f02f676f,2026-07-10T06:27:51+00:00,True,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,,0,False,False,False,False,False,False,False,True,False
3105,2025-12-31,entry_close|following_daily_close,2025-12-29|2025-12-30,hold_same,selected_ticker_only official unadjusted daily OHLC; no 00631L+excess reconstruction,False,Radar/Data bounded weekly R6 reconstructed single-position selected-stock daily OHLC gap fill,,TPEx,186.0,187.5,182.0,183.0,9928,1832392,tpex_trading_stock_selected_ticker_month,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=3105&date=2025/12/01&response=json,official_unadjusted_ohlcv_selected_ticker_month,0961c72c34e8786fa496d130d5593488b387e19cb627c00f0ea6ad78f02f676f,2026-07-10T06:27:51+00:00,True,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,,0,False,False,False,False,False,False,False,True,False
3105,2026-01-02,entry_close|following_daily_close,2025-12-30|2025-12-31,hold_same,selected_ticker_only official unadjusted daily OHLC; no 00631L+excess reconstruction,False,Radar/Data bounded weekly R6 reconstructed single-position selected-stock daily OHLC gap fill,,TPEx,186.0,188.5,177.0,179.0,17969,3270919,tpex_trading_stock_selected_ticker_month,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=3105&date=2026/01/01&response=json,official_unadjusted_ohlcv_selected_ticker_month,2bd1c596ba3fdb4259b8c3b3039f6f0b1fa1556b755418b35c7ce0dcb253be95,2026-07-10T06:27:51+00:00,True,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,,0,False,False,False,False,False,False,False,True,False
3105,2026-01-05,following_daily_close,2025-12-31,hold_same,selected_ticker_only official unadjusted daily OHLC; no 00631L+excess reconstruction,False,Radar/Data bounded weekly R6 reconstructed single-position selected-stock daily OHLC gap fill,,TPEx,183.0,188.0,182.5,183.0,19232,3552345,tpex_trading_stock_selected_ticker_month,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=3105&date=2026/01/01&response=json,official_unadjusted_ohlcv_selected_ticker_month,2bd1c596ba3fdb4259b8c3b3039f6f0b1fa1556b755418b35c7ce0dcb253be95,2026-07-10T06:27:51+00:00,True,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,,0,False,False,False,False,False,False,False,True,False
3163,2026-04-14,entry_close,2026-04-13,hold_same,selected_ticker_only official unadjusted daily OHLC; no 00631L+excess reconstruction,False,Radar/Data bounded weekly R6 reconstructed single-position selected-stock daily OHLC gap fill,波若威,TPEx,1215.0,1215.0,1110.0,1200.0,775902,896622545,local_reused_official_selected_ohlc_package,outputs\radar_vnext_legacy_rs20_selected_stock_price_path_source_package_20260708\selected_stock_price_rows_local_only.csv,official_unadjusted_ohlcv_reused_local_source_package,,,True,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,,0,False,False,False,False,False,False,False,True,False
3163,2026-04-15,entry_close|following_daily_close,2026-04-13|2026-04-14,hold_same,selected_ticker_only official unadjusted daily OHLC; no 00631L+excess reconstruction,False,Radar/Data bounded weekly R6 reconstructed single-position selected-stock daily OHLC gap fill,波若威,TPEx,1180.0,1270.0,1180.0,1210.0,601006,737411605,local_reused_official_selected_ohlc_package,outputs\radar_vnext_legacy_rs20_selected_stock_price_path_source_package_20260708\selected_stock_price_rows_local_only.csv,official_unadjusted_ohlcv_reused_local_source_package,,,True,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,,0,False,False,False,False,False,False,False,True,False
3163,2026-04-16,entry_close|following_daily_close,2026-04-14|2026-04-15,hold_same,selected_ticker_only official unadjusted daily OHLC; no 00631L+excess reconstruction,False,Radar/Data bounded weekly R6 reconstructed single-position selected-stock daily OHLC gap fill,波若威,TPEx,1220.0,1220.0,1135.0,1135.0,770049,894557940,local_reused_official_selected_ohlc_package,outputs\radar_vnext_legacy_rs20_selected_stock_price_path_source_package_20260708\selected_stock_price_rows_local_only.csv,official_unadjusted_ohlcv_reused_local_source_package,,,True,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,,0,False,False,False,False,False,False,False,True,False
3163,2026-04-17,entry_close|following_daily_close,2026-04-15|2026-04-16,hold_same,selected_ticker_only official unadjusted daily OHLC; no 00631L+excess reconstruction,False,Radar/Data bounded weekly R6 reconstructed single-position selected-stock daily OHLC gap fill,波若威,TPEx,1165.0,1240.0,1165.0,1225.0,519721,634264065,local_reused_official_selected_ohlc_package,outputs\radar_vnext_legacy_rs20_selected_stock_price_path_source_package_20260708\selected_stock_price_rows_local_only.csv,official_unadjusted_ohlcv_reused_local_source_package,,,True,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,,0,False,False,False,False,False,False,False,True,False
3163,2026-04-20,following_daily_close,2026-04-16,hold_same,selected_ticker_only official unadjusted daily OHLC; no 00631L+excess reconstruction,False,Radar/Data bounded weekly R6 reconstructed single-position selected-stock daily OHLC gap fill,波若威,TPEx,1245.0,1315.0,1245.0,1295.0,839217,1080166945,local_reused_official_selected_ohlc_package,outputs\radar_vnext_legacy_rs20_selected_stock_price_path_source_package_20260708\selected_stock_price_rows_local_only.csv,official_unadjusted_ohlcv_reused_local_source_package,,,True,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,,0,False,False,False,False,False,False,False,True,False
8021,2025-08-11,entry_close,2025-08-08,base_to_stock,selected_ticker_only official unadjusted daily OHLC; no 00631L+excess reconstruction,False,Radar/Data bounded weekly R6 reconstructed single-position selected-stock daily OHLC gap fill,,TWSE,81.0,82.0,78.5,81.5,10933317,881333626,twse_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20250801&stockNo=8021&response=json,official_unadjusted_ohlcv_selected_ticker_month,e7d031cd4fb23559ea997905c0830a38e1cdabcb9459e637ff3a7056a0e0abcf,2026-07-10T06:27:51+00:00,True,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,,0,False,False,False,False,False,False,False,True,False
8021,2025-08-12,entry_close|following_daily_close,2025-08-08|2025-08-11,base_to_stock|hold_same,selected_ticker_only official unadjusted daily OHLC; no 00631L+excess reconstruction,False,Radar/Data bounded weekly R6 reconstructed single-position selected-stock daily OHLC gap fill,,TWSE,82.3,84.9,82.0,84.0,7936714,661794376,twse_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20250801&stockNo=8021&response=json,official_unadjusted_ohlcv_selected_ticker_month,e7d031cd4fb23559ea997905c0830a38e1cdabcb9459e637ff3a7056a0e0abcf,2026-07-10T06:27:51+00:00,True,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,,0,False,False,False,False,False,False,False,True,False
8021,2025-08-13,entry_close|following_daily_close,2025-08-11|2025-08-12,hold_same,selected_ticker_only official unadjusted daily OHLC; no 00631L+excess reconstruction,False,Radar/Data bounded weekly R6 reconstructed single-position selected-stock daily OHLC gap fill,,TWSE,86.5,92.0,85.0,88.0,10560367,930050115,twse_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20250801&stockNo=8021&response=json,official_unadjusted_ohlcv_selected_ticker_month,e7d031cd4fb23559ea997905c0830a38e1cdabcb9459e637ff3a7056a0e0abcf,2026-07-10T06:27:51+00:00,True,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,,0,False,False,False,False,False,False,False,True,False
8021,2025-08-14,entry_close|following_daily_close,2025-08-12|2025-08-13,hold_same,selected_ticker_only official unadjusted daily OHLC; no 00631L+excess reconstruction,False,Radar/Data bounded weekly R6 reconstructed single-position selected-stock daily OHLC gap fill,,TWSE,91.0,93.1,90.4,92.0,6010205,550926497,twse_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20250801&stockNo=8021&response=json,official_unadjusted_ohlcv_selected_ticker_month,e7d031cd4fb23559ea997905c0830a38e1cdabcb9459e637ff3a7056a0e0abcf,2026-07-10T06:27:51+00:00,True,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,,0,False,False,False,False,False,False,False,True,False
8021,2025-08-15,entry_close|following_daily_close,2025-08-13|2025-08-14,hold_same,selected_ticker_only official unadjusted daily OHLC; no 00631L+excess reconstruction,False,Radar/Data bounded weekly R6 reconstructed single-position selected-stock daily OHLC gap fill,,TWSE,92.7,92.9,88.6,92.0,6233192,567563881,twse_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20250801&stockNo=8021&response=json,official_unadjusted_ohlcv_selected_ticker_month,e7d031cd4fb23559ea997905c0830a38e1cdabcb9459e637ff3a7056a0e0abcf,2026-07-10T06:27:51+00:00,True,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,,0,False,False,False,False,False,False,False,True,False
8021,2025-08-18,following_daily_close,2025-08-14,hold_same,selected_ticker_only official unadjusted daily OHLC; no 00631L+excess reconstruction,False,Radar/Data bounded weekly R6 reconstructed single-position selected-stock daily OHLC gap fill,,TWSE,92.1,101.0,90.6,101.0,10125809,969511191,twse_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20250801&stockNo=8021&response=json,official_unadjusted_ohlcv_selected_ticker_month,e7d031cd4fb23559ea997905c0830a38e1cdabcb9459e637ff3a7056a0e0abcf,2026-07-10T06:27:51+00:00,True,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,,0,False,False,False,False,False,False,False,True,False
