evidence_id,symbol,ticker,exchange,name,theme,subtheme,membership_role,effective_start,effective_end,source_date,source_type,source_title,source_url,source_publisher,source_license_status,evidence_quote_or_summary,confidence,confidence_reason,collector,review_status,reviewer,reviewed_at,usable_for_formal_replay,notes
TMEM-V2-BATCH01-2383-PCB-ANNUAL-2021,2383,2383.TW,TWSE,台光電,PCB/載板,CCL,formal_universe_member,2022-05-26,,2022-05-26,company_annual_report,台光電 2021 股東會年報 identifies PCB/載板-related business,https://doc.twse.com.tw/server-java/t57sb01?step=9&kind=F&co_id=2383&filename=2021_2383_20220526F04.pdf,公開資訊觀測站 / TWSE MOPS,public_source_reference_only,"563 42.70% 合併稅後淨利 5,500,157 3,694,270 48.88% 註：110年度合併稅後淨利含非控制權益淨利 6,939 仟元 本公司銅箔基板 CCL各廠產能如下﹕ a.台灣觀音廠/新竹廠：月產能 6 5 萬張/月。 b.大陸昆山廠：月產能 135萬張/月。(預計 111年第三季後增至 165萬張/月) c.大陸中山廠：月產能 9 5 萬張/月。 d.大陸黃石廠：月產能 6 0 萬張/月。(預計 111年第二季後增至 90 萬張/月)",high,"Official MOPS annual report is dated and contains PCB/載板-related business keywords; accepted as date-aware membership evidence, not a current static map.",AI_stock_rotation_radar,accepted,AI_stock_rotation_radar,2026-06-24,true,Batch01 attack-pool evidence: supports Pool3 Radar as attack candidate universe source; still partial until full coverage threshold is reached.
TMEM-V2-BATCH01-3037-PCB-ANNUAL-2021,3037,3037.TW,TWSE,欣興,PCB/載板,ABF 載板/PCB,formal_universe_member,2022-06-15,,2022-06-15,company_annual_report,欣興 2021 股東會年報 identifies PCB/載板-related business,https://doc.twse.com.tw/server-java/t57sb01?step=9&kind=F&co_id=3037&filename=2021_3037_20220615F04.pdf,公開資訊觀測站 / TWSE MOPS,public_source_reference_only,.......... - 211 - 壹、 致股東報告書 各位股東女士、先生們： 2021年因疫情逐漸可控，加以 5G、AIoT、高速運算…等發展，本公司載板產品組合優化 以及良率持續精進，營運績效進步顯著；且與客戶在載板高階技術領域的共同合作擴產，發展 長期關係，更為公司提升了未來性與穩定性；類載板、HDI與 PCB 受季節性需求變動影響下， 下半年營收有所改善。故 2021年營收、營業利益明顯增加，個體全年營收為新台幣 693.38 億 元，較 2020 年 540,high,"Official MOPS annual report is dated and contains PCB/載板-related business keywords; accepted as date-aware membership evidence, not a current static map.",AI_stock_rotation_radar,accepted,AI_stock_rotation_radar,2026-06-24,true,Batch01 attack-pool evidence: supports Pool3 Radar as attack candidate universe source; still partial until full coverage threshold is reached.
TMEM-V2-BATCH01-3189-PCB-ANNUAL-2021,3189,3189.TW,TWSE,景碩,PCB/載板,IC 載板,formal_universe_member,2022-05-27,,2022-05-27,company_annual_report,景碩 2021 股東會年報 identifies PCB/載板-related business,https://doc.twse.com.tw/server-java/t57sb01?step=9&kind=F&co_id=3189&filename=2021_3189_20220527F04.pdf,公開資訊觀測站 / TWSE MOPS,public_source_reference_only,變化，從Prismark近期的報告數 字顯示，109年全球GDP大幅下滑，半導體產業逆勢成長，半導體產業在109年年 成長7%， 110年更有25%的年成長，在IC載板產業上也有相同的成長趨勢，這可 以從公司110年度營收成長達31.88%看出相同的趨勢，並優於產業平均。 半導體產業的成長 ， 來自於幾個面向 ； 第一個是疫情帶來的居家經濟(在家工作、 在家上學、遠距會議、在家購物…等等)，不僅推動網路、手持式裝置、筆電及消費 性產品的需求，且電子產品客戶在半導體,high,"Official MOPS annual report is dated and contains PCB/載板-related business keywords; accepted as date-aware membership evidence, not a current static map.",AI_stock_rotation_radar,accepted,AI_stock_rotation_radar,2026-06-24,true,Batch01 attack-pool evidence: supports Pool3 Radar as attack candidate universe source; still partial until full coverage threshold is reached.
TMEM-V2-BATCH01-4958-PCB-ANNUAL-2021,4958,4958.TW,TWSE,臻鼎-KY,PCB/載板,PCB,formal_universe_member,2022-05-31,,2022-05-31,company_annual_report,臻鼎-KY 2021 股東會年報 identifies PCB/載板-related business,https://doc.twse.com.tw/server-java/t57sb01?step=9&kind=F&co_id=4958&filename=2021_4958_20220531F04.pdf,公開資訊觀測站 / TWSE MOPS,public_source_reference_only,在這樣嚴峻的環境下，集團營 收仍再次創造歷史新高。這是所有同仁的努力不懈和股東、供應商、客戶及政府持 續支持的成果。 去年我們有四個園區同時動工建廠，包含深圳 ABF 廠、秦皇島的 BT 廠、高雄 的軟板廠和淮安第三園區的 MSAP 以及高階 HDI 廠。印度廠經過了兩年耕耘，也已 在去年的 12 月 24 日正式量產。過程雖然幾經波折，但為了長期永續的發展，印度 據點的佈局也極具必要性。雖然印度目前的客觀條件上對投資發展還存在諸多限制， 但未來將是很好的市場，因此公司秉持穩,high,"Official MOPS annual report is dated and contains PCB/載板-related business keywords; accepted as date-aware membership evidence, not a current static map.",AI_stock_rotation_radar,accepted,AI_stock_rotation_radar,2026-06-24,true,Batch01 attack-pool evidence: supports Pool3 Radar as attack candidate universe source; still partial until full coverage threshold is reached.
TMEM-V2-BATCH02-1815-PCB-ANNUAL-2021,1815,1815.TWO,TPEx,富喬,PCB/載板,玻纖布/材料,formal_universe_member,2022-06-24,,2022-06-24,company_annual_report,富喬 2021 股東會年報 identifies PCB/載板-related business,https://doc.twse.com.tw/server-java/t57sb01?step=9&kind=F&co_id=1815&filename=2021_1815_20220624F04.pdf,公開資訊觀測站 / TWSE MOPS,public_source_reference_only,子科技都有了突破性的 發展。 而電子產業出口佔我國出口一半以上，進一步帶動出口快速成長。 本公司 2021 年之營運，由於 NB 及其他消費性產品需求暢旺，車用材 料及 HDI 產 品也開始成長，加上銅箔基板的擴廠效應，使得整體需求增加營運好轉而產能持續向 上 。 玻纖紗布市場自 2020 年 Q4 需求急速攀升， 2021 年全球市場延續趨勢，市況一 路暢旺到 2021 年 Q3，中國市場價 格 快速上 漲 ， 另外 歐美的市場需求走出谷底穩定上 揚 ， Q4 因應中國市場價格不穩將部份產能轉往歐美 ， 公司也因歐美市場需求熱絡調 整價 格， 對於營收及獲利有很大的幫助。 現就本公司 2021 年度的經營成果及 2022 年度的營業計劃向各位股東報告。 2021 年度營業成果及獲利狀況 富喬公司 2021 年,high,"Official MOPS annual report is dated and contains PCB/載板-related business keywords; accepted as date-aware membership evidence, not a current static map.",AI_stock_rotation_radar,accepted,AI_stock_rotation_radar,2026-06-24,true,Batch02 attack-pool evidence: supports Pool3 Radar as attack candidate universe source; still partial until full coverage threshold is reached.
TMEM-V2-BATCH02-2316-PCB-ANNUAL-2021,2316,2316.TW,TWSE,楠梓電,PCB/載板,PCB,formal_universe_member,2022-06-15,,2022-06-15,company_annual_report,楠梓電 2021 股東會年報 identifies PCB/載板-related business,https://doc.twse.com.tw/server-java/t57sb01?step=9&kind=F&co_id=2316&filename=2021_2316_20220615F04.pdf,公開資訊觀測站 / TWSE MOPS,public_source_reference_only,：： ：： 110 年隨著疫情的趨緩年隨著疫情的趨緩年隨著疫情的趨緩年隨著疫情的趨緩，， ，，各類終端產品的需求旺各類終端產品的需求旺各類終端產品的需求旺各類終端產品的需求旺，， ，，也也 也也推動印刷電路板的需求推動印刷電路板的需求推動印刷電路板的需求推動印刷電路板的需求增加增加增加增加，， ，， 雖有發生缺工雖有發生缺工雖有發生缺工雖有發生缺工、、 、、設備設備設備設備、、 、、零件短缺零件短缺零件短缺零件短缺，， ，，原物料上漲原物料上漲原物料上漲原物料上漲、、 、、缺水缺水缺水缺水、、 、、限電等問題的干擾限電等問題的干擾限電等問題的干擾限電等問題的干擾，， ，，但整體來但整體來但整體來但整體來 說說 說說，， ，，台灣印刷電路板產業普遍都迎來不錯的產業榮景台灣印刷電路板產業普遍都迎來不錯的產業榮景台,high,"Official MOPS annual report is dated and contains PCB/載板-related business keywords; accepted as date-aware membership evidence, not a current static map.",AI_stock_rotation_radar,accepted,AI_stock_rotation_radar,2026-06-24,true,Batch02 attack-pool evidence: supports Pool3 Radar as attack candidate universe source; still partial until full coverage threshold is reached.
TMEM-V2-BATCH02-2367-PCB-ANNUAL-2021,2367,2367.TW,TWSE,燿華,PCB/載板,PCB,formal_universe_member,2022-06-21,,2022-06-21,company_annual_report,燿華 2021 股東會年報 identifies PCB/載板-related business,https://doc.twse.com.tw/server-java/t57sb01?step=9&kind=F&co_id=2367&filename=2021_2367_20220621F04.pdf,公開資訊觀測站 / TWSE MOPS,public_source_reference_only,目標。 (5).切入低軌衛星供應鏈，掌握星鏈相關產業發展趨勢。 2.產品技術研發：持續針對新產品應用的技術、材料開發以及產線流程優化作業投入 人力研究，在 mmWave 要求的高頻、高速材料、特殊銅箔、製程中相應的各種最佳化 2 參數、製程藥水的開發、特殊油墨的開發應用等多所著墨，以期能快速導入量產， 以滿足客戶產品特性需求以及尋求最低製造成本。 3.產能擴充：以新年度的營運計畫為基礎，配合市場發展趨勢以及客戶需求，將計畫 做適度擴充以解新的瓶頸站，以確保維持最大產出及獲利。 4.持續導入自動化生產製造與導入製程精實計畫，以取得最佳化的生產效率及成本。 5.逐步推動智能生產製造，朝智慧工廠逐步邁進，以期提升整體競爭力。 未來發展策略 總體經濟因素: 依據 IMF 的 2021 年世界經濟預測,high,"Official MOPS annual report is dated and contains PCB/載板-related business keywords; accepted as date-aware membership evidence, not a current static map.",AI_stock_rotation_radar,accepted,AI_stock_rotation_radar,2026-06-24,true,Batch02 attack-pool evidence: supports Pool3 Radar as attack candidate universe source; still partial until full coverage threshold is reached.
TMEM-V2-BATCH02-3044-PCB-ANNUAL-2021,3044,3044.TW,TWSE,健鼎,PCB/載板,PCB,formal_universe_member,2022-06-21,,2022-06-21,company_annual_report,健鼎 2021 股東會年報 identifies PCB/載板-related business,https://doc.twse.com.tw/server-java/t57sb01?step=9&kind=F&co_id=3044&filename=2021_3044_20220621F04.pdf,公開資訊觀測站 / TWSE MOPS,public_source_reference_only,",422 6.72% 合併稅前淨利 7,497,830 7,756,790 -3.34% 合併稅後淨利 5,858,341 6,125,394 -4.36% (二)預算執行情形 本公司銷售產品以印刷電路板為主，主要生產據點分別為桃園平鎮廠、江蘇無錫廠及 湖北仙桃廠，一一○年度預計銷售數量為120,000仟平方英呎。一一○年度合併實際 銷售數量合計為96,664仟平方英呎。 (三)合併財務收支及獲利能力分析 分析項目 110 年 109 年 財務結構 負債占資產比率(%) 54.80 52.07 長期資金占不動產廠房及設備比率(%) 168.52 205.61 償債能力 流動比率(%) 127.19 146.58 速動比率(%) 91.89 121.75 利息保障倍數 75.21 74.36 獲",high,"Official MOPS annual report is dated and contains PCB/載板-related business keywords; accepted as date-aware membership evidence, not a current static map.",AI_stock_rotation_radar,accepted,AI_stock_rotation_radar,2026-06-24,true,Batch02 attack-pool evidence: supports Pool3 Radar as attack candidate universe source; still partial until full coverage threshold is reached.
TMEM-V2-BATCH02-5439-PCB-ANNUAL-2021,5439,5439.TWO,TPEx,高技,PCB/載板,PCB,formal_universe_member,2022-06-30,,2022-06-30,company_annual_report,高技 2021 股東會年報 identifies PCB/載板-related business,https://doc.twse.com.tw/server-java/t57sb01?step=9&kind=F&co_id=5439&filename=2021_5439_20220630F04.pdf,公開資訊觀測站 / TWSE MOPS,public_source_reference_only,"事成 健康快樂 董事長：張景山 1 貳、公司簡介 一、 設立日期：中華民國七十七年一月二十九日設立。 二、 公司沿革： 民國 77 年 1 月 －公司成立，實收資本額 540 萬元。主要業務為印刷電路板製 造、買賣，並籌劃設立多層板壓合工廠事宜。 民 國8 9年 5 月 －證期會核准股票上櫃，資本總額達 50,200 萬元。 民 國8 9年 6 月 －股票正式掛牌公開買賣。 民國 91 年 3 月 －透過轉投資公司 First Hi-tec Enterprise Cayman Co., Ltd. 成立 First Hi-tec Enterprise Samoa Co., Ltd. 用以間接對大陸投資 ， 初 期投資金額美金壹佰貳拾萬元。 民國 94 年 12 月 － 經董事會決議調整",high,"Official MOPS annual report is dated and contains PCB/載板-related business keywords; accepted as date-aware membership evidence, not a current static map.",AI_stock_rotation_radar,accepted,AI_stock_rotation_radar,2026-06-24,true,Batch02 attack-pool evidence: supports Pool3 Radar as attack candidate universe source; still partial until full coverage threshold is reached.
TMEM-V2-BATCH02-6213-PCB-ANNUAL-2021,6213,6213.TW,TWSE,聯茂,PCB/載板,CCL,formal_universe_member,2022-06-14,,2022-06-14,company_annual_report,聯茂 2021 股東會年報 identifies PCB/載板-related business,https://doc.twse.com.tw/server-java/t57sb01?step=9&kind=F&co_id=6213&filename=2021_6213_20220614F04.pdf,公開資訊觀測站 / TWSE MOPS,public_source_reference_only,01.95 99.61 純益率(%) 10.49 9.67 稅後每股盈餘(元) 8.19 9.00 (四) 研究發展狀況 聯茂一直以來用心耕耘網通基礎建設應用之高頻高速、低傳輸耗損產品，為全 球特殊基板材料領航者之一，未來也將持續優化並提升既有 low Dk/Df 電子材料用 於資料中心、5G通訊、物聯網及新能源車用電子等多元領域。 隨著各類通訊產品朝高速化、高性能化、輕量化技術發展，進而衍生出不同薄 型及增層材料需求；聯茂於 110年成功開發出低介電、低膨脹系數與高尺安之薄型 膠片(PP)與背膠銅箔(Resin Coated Copper)等特殊基板材料，其品質和信賴性皆適 用於先進高階封裝製程。 1 聯茂持續精進自身核心技術與研發能力，開發各類高階基板材料應用於人工智慧(AI) 深度學習,high,"Official MOPS annual report is dated and contains PCB/載板-related business keywords; accepted as date-aware membership evidence, not a current static map.",AI_stock_rotation_radar,accepted,AI_stock_rotation_radar,2026-06-24,true,Batch02 attack-pool evidence: supports Pool3 Radar as attack candidate universe source; still partial until full coverage threshold is reached.
TMEM-V2-BATCH02-6274-PCB-ANNUAL-2021,6274,6274.TWO,TPEx,台燿,PCB/載板,CCL,formal_universe_member,2022-06-15,,2022-06-15,company_annual_report,台燿 2021 股東會年報 identifies PCB/載板-related business,https://doc.twse.com.tw/server-java/t57sb01?step=9&kind=F&co_id=6274&filename=2021_6274_20220615F04.pdf,公開資訊觀測站 / TWSE MOPS,public_source_reference_only,84.7 純益率（﹪） 8.9 9.8 每股盈餘（元） 7.01 6.67 註：計算每股盈餘時，凡有盈餘轉增資，均依配股比例加以追溯調整。 (四)研究發展狀況 1. 超低損耗基板材料開發與超高頻電性測試評估作業。 2. 110GHz雷達波段電性測試系統實測與應用。 3. 5G基礎設備 Sub6GHz 天線應用材料開發。 4. 資料中心 800G超高速 Switch 應用材料技術開發。 5. INTEL EGS應用材料開發與推廣。 1 二、一一一年度營業計畫概要 (一)經營方針 本公司營運的使命在提供全球電子產業所需的一流品質、高附加價值的先進材料及 專業服務。 我們秉持誠信的原則，實事求是和不斷創新的負責態度，為客戶提供整體及迅速有 效的解決方案，並以成為客戶夥伴，共同提升競爭力,high,"Official MOPS annual report is dated and contains PCB/載板-related business keywords; accepted as date-aware membership evidence, not a current static map.",AI_stock_rotation_radar,accepted,AI_stock_rotation_radar,2026-06-24,true,Batch02 attack-pool evidence: supports Pool3 Radar as attack candidate universe source; still partial until full coverage threshold is reached.
TMEM-V2-BATCH02-8046-PCB-ANNUAL-2021,8046,8046.TW,TWSE,南電,PCB/載板,ABF 載板,formal_universe_member,2022-05-27,,2022-05-27,company_annual_report,南電 2021 股東會年報 identifies PCB/載板-related business,https://doc.twse.com.tw/server-java/t57sb01?step=9&kind=F&co_id=8046&filename=2021_8046_20220527F04.pdf,公開資訊觀測站 / TWSE MOPS,public_source_reference_only,股票代號：8046 南亞電路板股份有限公司 110 年 度 年 報 南亞電路板股份有限公司 編製 中華民國 111 年 5 月 6 日 刊印 查詢本年報之網址：公開資訊觀測站 mops.twse.com.tw 南亞電路板公司網站：www.nanyapcb.com.tw 一、發言人、代理發言人姓名、職稱、聯絡電話及電子郵件信箱： 發 言 人：呂連瑞 職 稱：副總經理 聯 絡 電 話： （03）322-3751,high,"Official MOPS annual report is dated and contains PCB/載板-related business keywords; accepted as date-aware membership evidence, not a current static map.",AI_stock_rotation_radar,accepted,AI_stock_rotation_radar,2026-06-24,true,Batch02 attack-pool evidence: supports Pool3 Radar as attack candidate universe source; still partial until full coverage threshold is reached.
TMEM-V2-BATCH02-8358-PCB-ANNUAL-2021,8358,8358.TWO,TPEx,金居,PCB/載板,銅箔/材料,formal_universe_member,2022-06-21,,2022-06-21,company_annual_report,金居 2021 股東會年報 identifies PCB/載板-related business,https://doc.twse.com.tw/server-java/t57sb01?step=9&kind=F&co_id=8358&filename=2021_8358_20220621F04.pdf,公開資訊觀測站 / TWSE MOPS,public_source_reference_only,量數據處理要求，展望帶動基地台天 線設計、網通設備、資料中心與伺服器，再到終端 5G 智慧型手機產業需求成長；且因電流集膚效 應的作用，高頻或高速訊號的傳輸將愈集中於導線表面，公司自行開發出先進式反轉銅箔， 不僅具 備成本效益，於銅箔的銅瘤設計及配方選擇的具難度，提升銅箔性能，降低介電損耗以降低訊號之 傳遞損失，則可與銅箔基板廠相輔相成，為客戶達到高速的效果，實現高可靠度、低延遲之大規模 資料傳輸。 因應 5G 高頻高速商機需求增加，未來成長性可期，且由於高頻高速對於低介電與低傳輸損失 介電材料選用要求極高，以本公司擁有的技術，公司已陸續且持續開發完成低訊號傳輸損失、超低 粗糙度及抗撕裂強度高的高頻、高速傳輸銅箔產品，未來應可在 5G 技術因應高可靠度、低延遲性 之大規模資料傳輸訴求，確保訊息的穩定性與完整性,high,"Official MOPS annual report is dated and contains PCB/載板-related business keywords; accepted as date-aware membership evidence, not a current static map.",AI_stock_rotation_radar,accepted,AI_stock_rotation_radar,2026-06-24,true,Batch02 attack-pool evidence: supports Pool3 Radar as attack candidate universe source; still partial until full coverage threshold is reached.
TMEM-V2-BATCH03-3081-CPO-ANNUAL-2021,3081,3081.TWO,TPEx,聯亞,CPO/矽光子,光通訊磊晶,formal_universe_member,2022-05-25,,2022-05-25,company_annual_report,聯亞 2021 股東會年報 identifies CPO/矽光子-related business,https://doc.twse.com.tw/server-java/t57sb01?step=9&kind=F&co_id=3081&filename=2021_3081_20220525F04.pdf,公開資訊觀測站 / TWSE MOPS,public_source_reference_only,截至年報刊印日止 ， 如發生本法第三十六條第三項第二款所定對股東 權益或證券價格有重大影響之事項 ................................................................................ 102 附錄一、最近年度財務報告暨會計師查核報告書 1 壹、致股東報告書 各位敬愛的股東： 110年光通訊行業受疫情、零組件缺料及全球運輸網路遲滯等多重因素影響，導致客戶 拉貨動能不如預期 ， 對本公司Telecom相關應用的產品需求於下半年驟減 ， 使得110年營 收和獲利較前一年度下滑。 營運雖然有短暫逆風，但本公司在企業永續發展 (ESG)方面的規劃與執行仍持續追求進 步。110年本公司連續第三次獲得上櫃公司治理評鑑排名前5%的成績 ， 也被納入櫃買 「公 司治理指數」相關成分股，這是我們貫徹公司治理的實績。同時也獲得南部科學園區 110年度「職場工作平權特優獎」 、 「 110年臺南市五心職場認證單位」及「 110年運動 企業認證單位」等獎項，這些進展也是我們為吸引及留任優秀人才所努力的成果。 營業結果與前一年度比較說明如下： 本公司110年度營業收入為新台幣18.73億元 ， 較前一年度23.09億元減少19%；營業淨利 為新台幣4.12億元，較前一年度減少42%；稅後淨利為新台幣3.4億元，較前一年度5.91 億元減少43%；稅後每股盈餘為新台幣3.71元，較前一年度6.50元減少43%。本公司110 年度毛利率為41%，前一年為51%；營業淨利率為22%，前一年度為31%。稅後純益率 為18.02%，較前一年,high,"Official MOPS annual report is dated and contains CPO/矽光子-related business keywords; accepted as date-aware membership evidence, not a current static map.",AI_stock_rotation_radar,accepted,AI_stock_rotation_radar,2026-06-24,true,Batch03 attack-pool evidence: supports Pool3 Radar as attack candidate universe source; still partial until full coverage threshold is reached.
