ticker,price_date,required_as,impacted_f_signal_dates,r6_weekly_signal_start,r6_weekly_signal_end,weekly_r6_branches,required_fields,source_requirement,adjusted_close_ready,path_status,next_owner,existing_close,existing_daily_mark_available,name,market,open,high,low,close,volume,turnover_value,source_route,source_url,source_quality,raw_sha256,retrieved_at_utc,official_unadjusted_ohlc_ready,adjustment_policy,blocked_reason,future_data_violation_count,formal_model_changed,trade_decision_changed,active_in_trade_decision,report_changed,portfolio_replay_executed,ready_for_strategy_replay,ready_for_formal,not_live_rule,forward_returns_live_rule_usage
1301,2017-05-15,daily_mark_entry_close,2017-05-12,2017-05-15,2017-05-22,route_support,official_unadjusted_close_at_price_date_for_daily_mark_path,selected_ticker_only official daily unadjusted OHLC; reuse prior Radar rows before bounded official month routes,False,blocked_pending_core_daily_r6_mark_absorption,Radar/Data bounded P1 weekly R6 selected-stock daily OHLC attribution gap fill,,False,,TWSE,89.0,89.3,88.8,89.0,6155448,547528272,local_reused_official_selected_ohlc_package,outputs\radar_vnext_daily_incumbent_challenger_selected_stock_daily_ohlc_gap_fill_20260710\daily_incumbent_challenger_selected_stock_daily_unadjusted_ohlc_rows.csv,official_unadjusted_ohlcv_reused_local_source_package,2f97b5d260d169930f0228386695f91a58e8ece187081e322fc2f5dc4fb74e71,2026-07-10T05:14:35+00:00,True,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,,0,False,False,False,False,False,False,False,True,False
2316,2015-05-11,daily_mark_following_close,2015-05-07,2015-05-04,2015-05-11,route_support,official_unadjusted_close_at_price_date_for_daily_mark_path,selected_ticker_only official daily unadjusted OHLC; reuse prior Radar rows before bounded official month routes,False,blocked_pending_core_daily_r6_mark_absorption,Radar/Data bounded P1 weekly R6 selected-stock daily OHLC attribution gap fill,,False,,TWSE,22.9,22.9,21.4,21.75,8319231,182695983,local_reused_official_selected_ohlc_package,outputs\radar_vnext_daily_incumbent_challenger_selected_stock_daily_ohlc_gap_fill_20260710\daily_incumbent_challenger_selected_stock_daily_unadjusted_ohlc_rows.csv,official_unadjusted_ohlcv_reused_local_source_package,a4a02a7edc8f54770b4bc2b58657a8373b53879a6ce67faf89a592eb23f2fa02,2026-07-10T05:14:35+00:00,True,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,,0,False,False,False,False,False,False,False,True,False
2330,2019-12-09,daily_mark_entry_close,2019-12-06,2019-12-09,2019-12-16,route_support,official_unadjusted_close_at_price_date_for_daily_mark_path,selected_ticker_only official daily unadjusted OHLC; reuse prior Radar rows before bounded official month routes,False,blocked_pending_core_daily_r6_mark_absorption,Radar/Data bounded P1 weekly R6 selected-stock daily OHLC attribution gap fill,,False,,TWSE,314.0,316.5,314.0,316.0,23556081,7433484496,local_reused_official_selected_ohlc_package,outputs\radar_vnext_daily_incumbent_challenger_selected_stock_daily_ohlc_gap_fill_20260710\daily_incumbent_challenger_selected_stock_daily_unadjusted_ohlc_rows.csv,official_unadjusted_ohlcv_reused_local_source_package,e7a79d42e203e9df227111ea482adde08dfe63ae26ee7df555e6ded8ae923cf1,2026-07-10T05:14:35+00:00,True,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,,0,False,False,False,False,False,False,False,True,False
2330,2019-12-10,daily_mark_entry_close|daily_mark_following_close,2019-12-06|2019-12-09,2019-12-09,2019-12-16,route_support,official_unadjusted_close_at_price_date_for_daily_mark_path,selected_ticker_only official daily unadjusted OHLC; reuse prior Radar rows before bounded official month routes,False,blocked_pending_core_daily_r6_mark_absorption,Radar/Data bounded P1 weekly R6 selected-stock daily OHLC attribution gap fill,,False,,TWSE,315.0,315.5,312.5,313.5,20847594,6540475540,local_reused_official_selected_ohlc_package,outputs\radar_vnext_daily_incumbent_challenger_selected_stock_daily_ohlc_gap_fill_20260710\daily_incumbent_challenger_selected_stock_daily_unadjusted_ohlc_rows.csv,official_unadjusted_ohlcv_reused_local_source_package,e7a79d42e203e9df227111ea482adde08dfe63ae26ee7df555e6ded8ae923cf1,2026-07-10T05:14:35+00:00,True,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,,0,False,False,False,False,False,False,False,True,False
2330,2019-12-11,daily_mark_entry_close|daily_mark_following_close,2019-12-09|2019-12-10,2019-12-09,2019-12-16,route_support,official_unadjusted_close_at_price_date_for_daily_mark_path,selected_ticker_only official daily unadjusted OHLC; reuse prior Radar rows before bounded official month routes,False,blocked_pending_core_daily_r6_mark_absorption,Radar/Data bounded P1 weekly R6 selected-stock daily OHLC attribution gap fill,,False,,TWSE,314.0,319.0,313.0,319.0,34329148,10866410212,local_reused_official_selected_ohlc_package,outputs\radar_vnext_daily_incumbent_challenger_selected_stock_daily_ohlc_gap_fill_20260710\daily_incumbent_challenger_selected_stock_daily_unadjusted_ohlc_rows.csv,official_unadjusted_ohlcv_reused_local_source_package,e7a79d42e203e9df227111ea482adde08dfe63ae26ee7df555e6ded8ae923cf1,2026-07-10T05:14:35+00:00,True,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,,0,False,False,False,False,False,False,False,True,False
2330,2019-12-12,daily_mark_entry_close|daily_mark_following_close,2019-12-10|2019-12-11,2019-12-09,2019-12-16,route_support,official_unadjusted_close_at_price_date_for_daily_mark_path,selected_ticker_only official daily unadjusted OHLC; reuse prior Radar rows before bounded official month routes,False,blocked_pending_core_daily_r6_mark_absorption,Radar/Data bounded P1 weekly R6 selected-stock daily OHLC attribution gap fill,,False,,TWSE,325.0,334.5,324.0,331.5,52801851,17446169339,local_reused_official_selected_ohlc_package,outputs\radar_vnext_daily_incumbent_challenger_selected_stock_daily_ohlc_gap_fill_20260710\daily_incumbent_challenger_selected_stock_daily_unadjusted_ohlc_rows.csv,official_unadjusted_ohlcv_reused_local_source_package,e7a79d42e203e9df227111ea482adde08dfe63ae26ee7df555e6ded8ae923cf1,2026-07-10T05:14:35+00:00,True,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,,0,False,False,False,False,False,False,False,True,False
2330,2019-12-13,daily_mark_entry_close|daily_mark_following_close,2019-12-11|2019-12-12,2019-12-09,2019-12-16,route_support,official_unadjusted_close_at_price_date_for_daily_mark_path,selected_ticker_only official daily unadjusted OHLC; reuse prior Radar rows before bounded official month routes,False,blocked_pending_core_daily_r6_mark_absorption,Radar/Data bounded P1 weekly R6 selected-stock daily OHLC attribution gap fill,,False,,TWSE,340.0,343.0,338.0,339.0,60843939,20697194061,local_reused_official_selected_ohlc_package,outputs\radar_vnext_daily_incumbent_challenger_selected_stock_daily_ohlc_gap_fill_20260710\daily_incumbent_challenger_selected_stock_daily_unadjusted_ohlc_rows.csv,official_unadjusted_ohlcv_reused_local_source_package,e7a79d42e203e9df227111ea482adde08dfe63ae26ee7df555e6ded8ae923cf1,2026-07-10T05:14:35+00:00,True,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,,0,False,False,False,False,False,False,False,True,False
2330,2019-12-16,daily_mark_following_close,2019-12-12,2019-12-09,2019-12-16,route_support,official_unadjusted_close_at_price_date_for_daily_mark_path,selected_ticker_only official daily unadjusted OHLC; reuse prior Radar rows before bounded official month routes,False,blocked_pending_core_daily_r6_mark_absorption,Radar/Data bounded P1 weekly R6 selected-stock daily OHLC attribution gap fill,,False,,TWSE,336.5,338.5,336.0,336.0,48340188,16272523200,local_reused_official_selected_ohlc_package,outputs\radar_vnext_daily_incumbent_challenger_selected_stock_daily_ohlc_gap_fill_20260710\daily_incumbent_challenger_selected_stock_daily_unadjusted_ohlc_rows.csv,official_unadjusted_ohlcv_reused_local_source_package,e7a79d42e203e9df227111ea482adde08dfe63ae26ee7df555e6ded8ae923cf1,2026-07-10T05:14:35+00:00,True,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,,0,False,False,False,False,False,False,False,True,False
2351,2021-07-12,daily_mark_entry_close,2021-07-09,2021-07-12,2021-07-19,route_support,official_unadjusted_close_at_price_date_for_daily_mark_path,selected_ticker_only official daily unadjusted OHLC; reuse prior Radar rows before bounded official month routes,False,blocked_pending_core_daily_r6_mark_absorption,Radar/Data bounded P1 weekly R6 selected-stock daily OHLC attribution gap fill,,False,,TWSE,151.0,159.0,151.0,152.0,9642615,1492435408,local_reused_official_selected_ohlc_package,outputs\radar_vnext_daily_incumbent_challenger_selected_stock_daily_ohlc_gap_fill_20260710\daily_incumbent_challenger_selected_stock_daily_unadjusted_ohlc_rows.csv,official_unadjusted_ohlcv_reused_local_source_package,cc01b86e6369830ecdba57705197498cffc0628764b43820f3a2e2fa641877a3,2026-07-10T05:14:35+00:00,True,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,,0,False,False,False,False,False,False,False,True,False
2351,2021-07-13,daily_mark_entry_close|daily_mark_following_close,2021-07-09|2021-07-12,2021-07-12,2021-07-19,route_support,official_unadjusted_close_at_price_date_for_daily_mark_path,selected_ticker_only official daily unadjusted OHLC; reuse prior Radar rows before bounded official month routes,False,blocked_pending_core_daily_r6_mark_absorption,Radar/Data bounded P1 weekly R6 selected-stock daily OHLC attribution gap fill,,False,,TWSE,154.5,157.5,140.5,142.5,6991864,1029487149,local_reused_official_selected_ohlc_package,outputs\radar_vnext_daily_incumbent_challenger_selected_stock_daily_ohlc_gap_fill_20260710\daily_incumbent_challenger_selected_stock_daily_unadjusted_ohlc_rows.csv,official_unadjusted_ohlcv_reused_local_source_package,cc01b86e6369830ecdba57705197498cffc0628764b43820f3a2e2fa641877a3,2026-07-10T05:14:35+00:00,True,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,,0,False,False,False,False,False,False,False,True,False
2351,2021-07-14,daily_mark_entry_close|daily_mark_following_close,2021-07-12|2021-07-13,2021-07-12,2021-07-19,route_support,official_unadjusted_close_at_price_date_for_daily_mark_path,selected_ticker_only official daily unadjusted OHLC; reuse prior Radar rows before bounded official month routes,False,blocked_pending_core_daily_r6_mark_absorption,Radar/Data bounded P1 weekly R6 selected-stock daily OHLC attribution gap fill,,False,,TWSE,144.5,149.0,137.0,143.0,6336126,900253754,local_reused_official_selected_ohlc_package,outputs\radar_vnext_daily_incumbent_challenger_selected_stock_daily_ohlc_gap_fill_20260710\daily_incumbent_challenger_selected_stock_daily_unadjusted_ohlc_rows.csv,official_unadjusted_ohlcv_reused_local_source_package,cc01b86e6369830ecdba57705197498cffc0628764b43820f3a2e2fa641877a3,2026-07-10T05:14:35+00:00,True,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,,0,False,False,False,False,False,False,False,True,False
2351,2021-07-15,daily_mark_entry_close|daily_mark_following_close,2021-07-13|2021-07-14,2021-07-12,2021-07-19,route_support,official_unadjusted_close_at_price_date_for_daily_mark_path,selected_ticker_only official daily unadjusted OHLC; reuse prior Radar rows before bounded official month routes,False,blocked_pending_core_daily_r6_mark_absorption,Radar/Data bounded P1 weekly R6 selected-stock daily OHLC attribution gap fill,,False,,TWSE,143.0,144.0,136.0,139.5,4871172,676870677,local_reused_official_selected_ohlc_package,outputs\radar_vnext_daily_incumbent_challenger_selected_stock_daily_ohlc_gap_fill_20260710\daily_incumbent_challenger_selected_stock_daily_unadjusted_ohlc_rows.csv,official_unadjusted_ohlcv_reused_local_source_package,cc01b86e6369830ecdba57705197498cffc0628764b43820f3a2e2fa641877a3,2026-07-10T05:14:35+00:00,True,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,,0,False,False,False,False,False,False,False,True,False
2351,2021-07-16,daily_mark_entry_close|daily_mark_following_close,2021-07-14|2021-07-15,2021-07-12,2021-07-19,route_support,official_unadjusted_close_at_price_date_for_daily_mark_path,selected_ticker_only official daily unadjusted OHLC; reuse prior Radar rows before bounded official month routes,False,blocked_pending_core_daily_r6_mark_absorption,Radar/Data bounded P1 weekly R6 selected-stock daily OHLC attribution gap fill,,False,,TWSE,138.5,147.0,136.5,146.5,5092025,732520541,local_reused_official_selected_ohlc_package,outputs\radar_vnext_daily_incumbent_challenger_selected_stock_daily_ohlc_gap_fill_20260710\daily_incumbent_challenger_selected_stock_daily_unadjusted_ohlc_rows.csv,official_unadjusted_ohlcv_reused_local_source_package,cc01b86e6369830ecdba57705197498cffc0628764b43820f3a2e2fa641877a3,2026-07-10T05:14:35+00:00,True,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,,0,False,False,False,False,False,False,False,True,False
2351,2021-07-19,daily_mark_following_close,2021-07-15,2021-07-12,2021-07-19,route_support,official_unadjusted_close_at_price_date_for_daily_mark_path,selected_ticker_only official daily unadjusted OHLC; reuse prior Radar rows before bounded official month routes,False,blocked_pending_core_daily_r6_mark_absorption,Radar/Data bounded P1 weekly R6 selected-stock daily OHLC attribution gap fill,,False,,TWSE,146.0,151.0,140.5,141.5,3846001,556042000,local_reused_official_selected_ohlc_package,outputs\radar_vnext_daily_incumbent_challenger_selected_stock_daily_ohlc_gap_fill_20260710\daily_incumbent_challenger_selected_stock_daily_unadjusted_ohlc_rows.csv,official_unadjusted_ohlcv_reused_local_source_package,cc01b86e6369830ecdba57705197498cffc0628764b43820f3a2e2fa641877a3,2026-07-10T05:14:35+00:00,True,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,,0,False,False,False,False,False,False,False,True,False
2603,2015-02-02,daily_mark_entry_close,2015-01-30,2015-02-02,2015-02-09,route_support,official_unadjusted_close_at_price_date_for_daily_mark_path,selected_ticker_only official daily unadjusted OHLC; reuse prior Radar rows before bounded official month routes,False,blocked_pending_core_daily_r6_mark_absorption,Radar/Data bounded P1 weekly R6 selected-stock daily OHLC attribution gap fill,,False,,TWSE,22.05,22.2,21.45,21.6,20681575,447757850,local_reused_official_selected_ohlc_package,outputs\radar_vnext_daily_incumbent_challenger_selected_stock_daily_ohlc_gap_fill_20260710\daily_incumbent_challenger_selected_stock_daily_unadjusted_ohlc_rows.csv,official_unadjusted_ohlcv_reused_local_source_package,17c91aeb9dcc766e36d305969a2bfe63e1cf49059ae210f7693d5b67a65f9388,2026-07-10T05:14:35+00:00,True,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,,0,False,False,False,False,False,False,False,True,False
2603,2015-02-03,daily_mark_entry_close|daily_mark_following_close,2015-01-30|2015-02-02,2015-02-02,2015-02-09,route_support,official_unadjusted_close_at_price_date_for_daily_mark_path,selected_ticker_only official daily unadjusted OHLC; reuse prior Radar rows before bounded official month routes,False,blocked_pending_core_daily_r6_mark_absorption,Radar/Data bounded P1 weekly R6 selected-stock daily OHLC attribution gap fill,,False,,TWSE,21.3,21.75,21.2,21.6,14957103,321571744,local_reused_official_selected_ohlc_package,outputs\radar_vnext_daily_incumbent_challenger_selected_stock_daily_ohlc_gap_fill_20260710\daily_incumbent_challenger_selected_stock_daily_unadjusted_ohlc_rows.csv,official_unadjusted_ohlcv_reused_local_source_package,17c91aeb9dcc766e36d305969a2bfe63e1cf49059ae210f7693d5b67a65f9388,2026-07-10T05:14:35+00:00,True,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,,0,False,False,False,False,False,False,False,True,False
2603,2015-02-04,daily_mark_entry_close|daily_mark_following_close,2015-02-02|2015-02-03,2015-02-02,2015-02-09,route_support,official_unadjusted_close_at_price_date_for_daily_mark_path,selected_ticker_only official daily unadjusted OHLC; reuse prior Radar rows before bounded official month routes,False,blocked_pending_core_daily_r6_mark_absorption,Radar/Data bounded P1 weekly R6 selected-stock daily OHLC attribution gap fill,,False,,TWSE,21.6,21.9,21.15,21.75,24740723,531183872,local_reused_official_selected_ohlc_package,outputs\radar_vnext_daily_incumbent_challenger_selected_stock_daily_ohlc_gap_fill_20260710\daily_incumbent_challenger_selected_stock_daily_unadjusted_ohlc_rows.csv,official_unadjusted_ohlcv_reused_local_source_package,17c91aeb9dcc766e36d305969a2bfe63e1cf49059ae210f7693d5b67a65f9388,2026-07-10T05:14:35+00:00,True,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,,0,False,False,False,False,False,False,False,True,False
2603,2015-02-05,daily_mark_entry_close|daily_mark_following_close,2015-02-03|2015-02-04,2015-02-02,2015-02-09,route_support,official_unadjusted_close_at_price_date_for_daily_mark_path,selected_ticker_only official daily unadjusted OHLC; reuse prior Radar rows before bounded official month routes,False,blocked_pending_core_daily_r6_mark_absorption,Radar/Data bounded P1 weekly R6 selected-stock daily OHLC attribution gap fill,,False,,TWSE,21.85,22.6,21.5,22.55,25555381,568045795,local_reused_official_selected_ohlc_package,outputs\radar_vnext_daily_incumbent_challenger_selected_stock_daily_ohlc_gap_fill_20260710\daily_incumbent_challenger_selected_stock_daily_unadjusted_ohlc_rows.csv,official_unadjusted_ohlcv_reused_local_source_package,17c91aeb9dcc766e36d305969a2bfe63e1cf49059ae210f7693d5b67a65f9388,2026-07-10T05:14:35+00:00,True,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,,0,False,False,False,False,False,False,False,True,False
