ticker,industry_code,industry_source,industry_name
1512,12,official_twse_current_company_profile,汽車工業
1513,05,official_twse_current_company_profile,產業代碼05
1514,05,official_twse_current_company_profile,產業代碼05
1515,05,official_twse_current_company_profile,產業代碼05
1516,20,official_twse_current_company_profile,其他
1517,05,official_twse_current_company_profile,產業代碼05
1519,05,official_twse_current_company_profile,產業代碼05
1521,12,official_twse_current_company_profile,汽車工業
1522,12,official_twse_current_company_profile,汽車工業
1524,12,official_twse_current_company_profile,汽車工業
1525,12,official_twse_current_company_profile,汽車工業
1526,05,official_twse_current_company_profile,產業代碼05
1527,05,official_twse_current_company_profile,產業代碼05
1528,05,official_twse_current_company_profile,產業代碼05
1529,05,official_twse_current_company_profile,產業代碼05
1530,05,official_twse_current_company_profile,產業代碼05
1531,05,official_twse_current_company_profile,產業代碼05
1532,05,official_twse_current_company_profile,產業代碼05
1533,12,official_twse_current_company_profile,汽車工業
1535,05,official_twse_current_company_profile,產業代碼05
1536,12,official_twse_current_company_profile,汽車工業
1537,05,official_twse_current_company_profile,產業代碼05
1538,05,official_twse_current_company_profile,產業代碼05
1539,05,official_twse_current_company_profile,產業代碼05
1540,05,official_twse_current_company_profile,產業代碼05
1541,05,official_twse_current_company_profile,產業代碼05
1558,05,official_twse_current_company_profile,產業代碼05
1560,05,official_twse_current_company_profile,產業代碼05
1563,12,official_twse_current_company_profile,汽車工業
1568,12,official_twse_current_company_profile,汽車工業
1582,28,official_twse_current_company_profile,電子零組件業
1583,05,official_twse_current_company_profile,產業代碼05
1587,12,official_twse_current_company_profile,汽車工業
1589,05,official_twse_current_company_profile,產業代碼05
1590,05,official_twse_current_company_profile,產業代碼05
1597,05,official_twse_current_company_profile,產業代碼05
1598,37,official_twse_current_company_profile,產業代碼37
1603,06,official_twse_current_company_profile,產業代碼06
1604,06,official_twse_current_company_profile,產業代碼06
1605,06,official_twse_current_company_profile,產業代碼06
1608,06,official_twse_current_company_profile,產業代碼06
1609,06,official_twse_current_company_profile,產業代碼06
1611,06,official_twse_current_company_profile,產業代碼06
1612,06,official_twse_current_company_profile,產業代碼06
1614,06,official_twse_current_company_profile,產業代碼06
1615,06,official_twse_current_company_profile,產業代碼06
1616,06,official_twse_current_company_profile,產業代碼06
1617,06,official_twse_current_company_profile,產業代碼06
1618,06,official_twse_current_company_profile,產業代碼06
1623,06,official_twse_current_company_profile,產業代碼06
1626,06,official_twse_current_company_profile,產業代碼06
1702,02,official_twse_current_company_profile,產業代碼02
1707,22,official_twse_current_company_profile,生技醫療業
1708,21,official_twse_current_company_profile,化學工業
1709,21,official_twse_current_company_profile,化學工業
1710,21,official_twse_current_company_profile,化學工業
1711,21,official_twse_current_company_profile,化學工業
1712,21,official_twse_current_company_profile,化學工業
1713,21,official_twse_current_company_profile,化學工業
1714,21,official_twse_current_company_profile,化學工業
1717,21,official_twse_current_company_profile,化學工業
1718,21,official_twse_current_company_profile,化學工業
1720,22,official_twse_current_company_profile,生技醫療業
1721,21,official_twse_current_company_profile,化學工業
1722,21,official_twse_current_company_profile,化學工業
1723,21,official_twse_current_company_profile,化學工業
1725,21,official_twse_current_company_profile,化學工業
1726,21,official_twse_current_company_profile,化學工業
1727,21,official_twse_current_company_profile,化學工業
1730,21,official_twse_current_company_profile,化學工業
1731,22,official_twse_current_company_profile,生技醫療業
1732,21,official_twse_current_company_profile,化學工業
1733,22,official_twse_current_company_profile,生技醫療業
1734,22,official_twse_current_company_profile,生技醫療業
1735,21,official_twse_current_company_profile,化學工業
1736,37,official_twse_current_company_profile,產業代碼37
1737,02,official_twse_current_company_profile,產業代碼02
1752,22,official_twse_current_company_profile,生技醫療業
1760,22,official_twse_current_company_profile,生技醫療業
1762,22,official_twse_current_company_profile,生技醫療業
1773,21,official_twse_current_company_profile,化學工業
1776,21,official_twse_current_company_profile,化學工業
1783,22,official_twse_current_company_profile,生技醫療業
1786,22,official_twse_current_company_profile,生技醫療業
1789,22,official_twse_current_company_profile,生技醫療業
1795,22,official_twse_current_company_profile,生技醫療業
1802,08,official_twse_current_company_profile,產業代碼08
1805,14,official_twse_current_company_profile,建材營造
1806,08,official_twse_current_company_profile,產業代碼08
1808,14,official_twse_current_company_profile,建材營造
1809,08,official_twse_current_company_profile,產業代碼08
1810,08,official_twse_current_company_profile,產業代碼08
1817,08,official_twse_current_company_profile,產業代碼08
1903,09,official_twse_current_company_profile,產業代碼09
1904,09,official_twse_current_company_profile,產業代碼09
1905,09,official_twse_current_company_profile,產業代碼09
1906,09,official_twse_current_company_profile,產業代碼09
1907,09,official_twse_current_company_profile,產業代碼09
1909,09,official_twse_current_company_profile,產業代碼09
2002,10,official_twse_current_company_profile,鋼鐵工業
2006,10,official_twse_current_company_profile,鋼鐵工業
2007,10,official_twse_current_company_profile,鋼鐵工業
2008,10,official_twse_current_company_profile,鋼鐵工業
2009,10,official_twse_current_company_profile,鋼鐵工業
2010,10,official_twse_current_company_profile,鋼鐵工業
2012,10,official_twse_current_company_profile,鋼鐵工業
2013,10,official_twse_current_company_profile,鋼鐵工業
2014,10,official_twse_current_company_profile,鋼鐵工業
2015,10,official_twse_current_company_profile,鋼鐵工業
2017,10,official_twse_current_company_profile,鋼鐵工業
2020,10,official_twse_current_company_profile,鋼鐵工業
2022,10,official_twse_current_company_profile,鋼鐵工業
2023,10,official_twse_current_company_profile,鋼鐵工業
2024,10,official_twse_current_company_profile,鋼鐵工業
2025,10,official_twse_current_company_profile,鋼鐵工業
2027,10,official_twse_current_company_profile,鋼鐵工業
2028,10,official_twse_current_company_profile,鋼鐵工業
2029,10,official_twse_current_company_profile,鋼鐵工業
2030,10,official_twse_current_company_profile,鋼鐵工業
2031,10,official_twse_current_company_profile,鋼鐵工業
2032,10,official_twse_current_company_profile,鋼鐵工業
2033,10,official_twse_current_company_profile,鋼鐵工業
2034,10,official_twse_current_company_profile,鋼鐵工業
2038,10,official_twse_current_company_profile,鋼鐵工業
2049,05,official_twse_current_company_profile,產業代碼05
2059,28,official_twse_current_company_profile,電子零組件業
2062,38,official_twse_current_company_profile,產業代碼38
2069,10,official_twse_current_company_profile,鋼鐵工業
2072,35,official_twse_current_company_profile,產業代碼35
2101,11,official_twse_current_company_profile,橡膠工業
2102,11,official_twse_current_company_profile,橡膠工業
2103,11,official_twse_current_company_profile,橡膠工業
2104,11,official_twse_current_company_profile,橡膠工業
2105,11,official_twse_current_company_profile,橡膠工業
2106,11,official_twse_current_company_profile,橡膠工業
2107,11,official_twse_current_company_profile,橡膠工業
2108,11,official_twse_current_company_profile,橡膠工業
2109,11,official_twse_current_company_profile,橡膠工業
2114,11,official_twse_current_company_profile,橡膠工業
2115,12,official_twse_current_company_profile,汽車工業
2201,12,official_twse_current_company_profile,汽車工業
2204,12,official_twse_current_company_profile,汽車工業
2206,12,official_twse_current_company_profile,汽車工業
2207,12,official_twse_current_company_profile,汽車工業
2208,15,official_twse_current_company_profile,航運業
2211,10,official_twse_current_company_profile,鋼鐵工業
2227,12,official_twse_current_company_profile,汽車工業
2228,12,official_twse_current_company_profile,汽車工業
2231,12,official_twse_current_company_profile,汽車工業
2233,12,official_twse_current_company_profile,汽車工業
2236,12,official_twse_current_company_profile,汽車工業
2239,12,official_twse_current_company_profile,汽車工業
2241,12,official_twse_current_company_profile,汽車工業
2243,12,official_twse_current_company_profile,汽車工業
2247,12,official_twse_current_company_profile,汽車工業
2248,12,official_twse_current_company_profile,汽車工業
2250,12,official_twse_current_company_profile,汽車工業
2254,12,official_twse_current_company_profile,汽車工業
2258,12,official_twse_current_company_profile,汽車工業
2301,25,official_twse_current_company_profile,電腦及週邊設備業
2302,24,official_twse_current_company_profile,半導體業
2303,24,official_twse_current_company_profile,半導體業
2305,25,official_twse_current_company_profile,電腦及週邊設備業
2308,28,official_twse_current_company_profile,電子零組件業
2312,31,official_twse_current_company_profile,其他電子業
2313,28,official_twse_current_company_profile,電子零組件業
2314,27,official_twse_current_company_profile,通信網路業
2316,28,official_twse_current_company_profile,電子零組件業
2317,31,official_twse_current_company_profile,其他電子業
2321,27,official_twse_current_company_profile,通信網路業
2323,26,official_twse_current_company_profile,光電業
2324,25,official_twse_current_company_profile,電腦及週邊設備業
2327,28,official_twse_current_company_profile,電子零組件業
2328,28,official_twse_current_company_profile,電子零組件業
2329,24,official_twse_current_company_profile,半導體業
2330,24,official_twse_current_company_profile,半導體業
2331,25,official_twse_current_company_profile,電腦及週邊設備業
2332,27,official_twse_current_company_profile,通信網路業
2337,24,official_twse_current_company_profile,半導體業
2338,24,official_twse_current_company_profile,半導體業
2340,24,official_twse_current_company_profile,半導體業
2342,24,official_twse_current_company_profile,半導體業
2344,24,official_twse_current_company_profile,半導體業
2345,27,official_twse_current_company_profile,通信網路業
2347,29,official_twse_current_company_profile,電子通路業
2348,20,official_twse_current_company_profile,其他
2349,26,official_twse_current_company_profile,光電業
2351,24,official_twse_current_company_profile,半導體業
2352,25,official_twse_current_company_profile,電腦及週邊設備業
2353,25,official_twse_current_company_profile,電腦及週邊設備業
2354,31,official_twse_current_company_profile,其他電子業
2355,28,official_twse_current_company_profile,電子零組件業
2356,25,official_twse_current_company_profile,電腦及週邊設備業
2357,25,official_twse_current_company_profile,電腦及週邊設備業
2359,31,official_twse_current_company_profile,其他電子業
2360,31,official_twse_current_company_profile,其他電子業
2362,25,official_twse_current_company_profile,電腦及週邊設備業
2363,24,official_twse_current_company_profile,半導體業
2364,25,official_twse_current_company_profile,電腦及週邊設備業
2365,25,official_twse_current_company_profile,電腦及週邊設備業
2367,28,official_twse_current_company_profile,電子零組件業
2368,28,official_twse_current_company_profile,電子零組件業
2369,24,official_twse_current_company_profile,半導體業
2371,05,official_twse_current_company_profile,產業代碼05
2373,31,official_twse_current_company_profile,其他電子業
2374,26,official_twse_current_company_profile,光電業
2375,28,official_twse_current_company_profile,電子零組件業
2376,25,official_twse_current_company_profile,電腦及週邊設備業
2377,25,official_twse_current_company_profile,電腦及週邊設備業
2379,24,official_twse_current_company_profile,半導體業
2380,25,official_twse_current_company_profile,電腦及週邊設備業
2382,25,official_twse_current_company_profile,電腦及週邊設備業
2383,28,official_twse_current_company_profile,電子零組件業
2385,28,official_twse_current_company_profile,電子零組件業
2387,25,official_twse_current_company_profile,電腦及週邊設備業
2388,24,official_twse_current_company_profile,半導體業
2390,31,official_twse_current_company_profile,其他電子業
2392,28,official_twse_current_company_profile,電子零組件業
2393,26,official_twse_current_company_profile,光電業
2395,25,official_twse_current_company_profile,電腦及週邊設備業
2397,25,official_twse_current_company_profile,電腦及週邊設備業
2399,25,official_twse_current_company_profile,電腦及週邊設備業
2401,24,official_twse_current_company_profile,半導體業
2402,28,official_twse_current_company_profile,電子零組件業
2404,31,official_twse_current_company_profile,其他電子業
2405,25,official_twse_current_company_profile,電腦及週邊設備業
2406,26,official_twse_current_company_profile,光電業
2408,24,official_twse_current_company_profile,半導體業
2409,26,official_twse_current_company_profile,光電業
2412,27,official_twse_current_company_profile,通信網路業
2413,28,official_twse_current_company_profile,電子零組件業
2414,29,official_twse_current_company_profile,電子通路業
2415,28,official_twse_current_company_profile,電子零組件業
2417,25,official_twse_current_company_profile,電腦及週邊設備業
2419,27,official_twse_current_company_profile,通信網路業
2420,28,official_twse_current_company_profile,電子零組件業
2421,28,official_twse_current_company_profile,電子零組件業
2423,31,official_twse_current_company_profile,其他電子業
2424,27,official_twse_current_company_profile,通信網路業
2425,25,official_twse_current_company_profile,電腦及週邊設備業
2426,26,official_twse_current_company_profile,光電業
2427,30,official_twse_current_company_profile,資訊服務業
2428,28,official_twse_current_company_profile,電子零組件業
2429,26,official_twse_current_company_profile,光電業
2430,29,official_twse_current_company_profile,電子通路業
2431,28,official_twse_current_company_profile,電子零組件業
2432,25,official_twse_current_company_profile,電腦及週邊設備業
2433,31,official_twse_current_company_profile,其他電子業
2434,24,official_twse_current_company_profile,半導體業
2436,24,official_twse_current_company_profile,半導體業
2438,26,official_twse_current_company_profile,光電業
2439,27,official_twse_current_company_profile,通信網路業
2440,28,official_twse_current_company_profile,電子零組件業
2441,24,official_twse_current_company_profile,半導體業
2442,14,official_twse_current_company_profile,建材營造
2444,27,official_twse_current_company_profile,通信網路業
2449,24,official_twse_current_company_profile,半導體業
2450,27,official_twse_current_company_profile,通信網路業
2451,24,official_twse_current_company_profile,半導體業
2453,30,official_twse_current_company_profile,資訊服務業
2454,24,official_twse_current_company_profile,半導體業
2455,27,official_twse_current_company_profile,通信網路業
2457,28,official_twse_current_company_profile,電子零組件業
2458,24,official_twse_current_company_profile,半導體業
2459,31,official_twse_current_company_profile,其他電子業
2460,28,official_twse_current_company_profile,電子零組件業
2461,31,official_twse_current_company_profile,其他電子業
2462,28,official_twse_current_company_profile,電子零組件業
2464,31,official_twse_current_company_profile,其他電子業
2465,25,official_twse_current_company_profile,電腦及週邊設備業
2466,26,official_twse_current_company_profile,光電業
2467,28,official_twse_current_company_profile,電子零組件業
2468,30,official_twse_current_company_profile,資訊服務業
2471,30,official_twse_current_company_profile,資訊服務業
2472,28,official_twse_current_company_profile,電子零組件業
2474,31,official_twse_current_company_profile,其他電子業
2476,28,official_twse_current_company_profile,電子零組件業
2477,31,official_twse_current_company_profile,其他電子業
2478,28,official_twse_current_company_profile,電子零組件業
2480,30,official_twse_current_company_profile,資訊服務業
2481,24,official_twse_current_company_profile,半導體業
2482,31,official_twse_current_company_profile,其他電子業
2483,28,official_twse_current_company_profile,電子零組件業
2484,28,official_twse_current_company_profile,電子零組件業
2485,27,official_twse_current_company_profile,通信網路業
2486,26,official_twse_current_company_profile,光電業
2488,31,official_twse_current_company_profile,其他電子業
2489,26,official_twse_current_company_profile,光電業
2491,26,official_twse_current_company_profile,光電業
2492,28,official_twse_current_company_profile,電子零組件業
2493,28,official_twse_current_company_profile,電子零組件業
2495,25,official_twse_current_company_profile,電腦及週邊設備業
2496,20,official_twse_current_company_profile,其他
2497,12,official_twse_current_company_profile,汽車工業
2498,27,official_twse_current_company_profile,通信網路業
2501,14,official_twse_current_company_profile,建材營造
2504,14,official_twse_current_company_profile,建材營造
2505,14,official_twse_current_company_profile,建材營造
2506,14,official_twse_current_company_profile,建材營造
2509,14,official_twse_current_company_profile,建材營造
2511,14,official_twse_current_company_profile,建材營造
2514,20,official_twse_current_company_profile,其他
2515,14,official_twse_current_company_profile,建材營造
2516,14,official_twse_current_company_profile,建材營造
2520,14,official_twse_current_company_profile,建材營造
2524,14,official_twse_current_company_profile,建材營造
2527,14,official_twse_current_company_profile,建材營造
2528,14,official_twse_current_company_profile,建材營造
2530,14,official_twse_current_company_profile,建材營造
2534,14,official_twse_current_company_profile,建材營造
2535,14,official_twse_current_company_profile,建材營造
2536,14,official_twse_current_company_profile,建材營造
2537,14,official_twse_current_company_profile,建材營造
2538,14,official_twse_current_company_profile,建材營造
2539,14,official_twse_current_company_profile,建材營造
2540,14,official_twse_current_company_profile,建材營造
2542,14,official_twse_current_company_profile,建材營造
2543,14,official_twse_current_company_profile,建材營造
2545,14,official_twse_current_company_profile,建材營造
2546,14,official_twse_current_company_profile,建材營造
2547,14,official_twse_current_company_profile,建材營造
2548,14,official_twse_current_company_profile,建材營造
2597,14,official_twse_current_company_profile,建材營造
2601,15,official_twse_current_company_profile,航運業
2603,15,official_twse_current_company_profile,航運業
2605,15,official_twse_current_company_profile,航運業
2606,15,official_twse_current_company_profile,航運業
2607,15,official_twse_current_company_profile,航運業
2608,15,official_twse_current_company_profile,航運業
2609,15,official_twse_current_company_profile,航運業
2610,15,official_twse_current_company_profile,航運業
2611,15,official_twse_current_company_profile,航運業
2612,15,official_twse_current_company_profile,航運業
2613,15,official_twse_current_company_profile,航運業
2614,20,official_twse_current_company_profile,其他
2615,15,official_twse_current_company_profile,航運業
2616,23,official_twse_current_company_profile,油電燃氣業
2617,15,official_twse_current_company_profile,航運業
2618,15,official_twse_current_company_profile,航運業
2630,15,official_twse_current_company_profile,航運業
2633,15,official_twse_current_company_profile,航運業
2634,15,official_twse_current_company_profile,航運業
2636,15,official_twse_current_company_profile,航運業
2637,15,official_twse_current_company_profile,航運業
2642,15,official_twse_current_company_profile,航運業
2645,15,official_twse_current_company_profile,航運業
2646,15,official_twse_current_company_profile,航運業
2701,16,official_twse_current_company_profile,觀光餐旅
2702,16,official_twse_current_company_profile,觀光餐旅
2704,16,official_twse_current_company_profile,觀光餐旅
2705,16,official_twse_current_company_profile,觀光餐旅
2706,16,official_twse_current_company_profile,觀光餐旅
2707,16,official_twse_current_company_profile,觀光餐旅
2712,16,official_twse_current_company_profile,觀光餐旅
2722,16,official_twse_current_company_profile,觀光餐旅
2723,16,official_twse_current_company_profile,觀光餐旅
2727,16,official_twse_current_company_profile,觀光餐旅
2731,16,official_twse_current_company_profile,觀光餐旅
2739,16,official_twse_current_company_profile,觀光餐旅
2748,16,official_twse_current_company_profile,觀光餐旅
2753,16,official_twse_current_company_profile,觀光餐旅
2762,37,official_twse_current_company_profile,產業代碼37
2801,17,official_twse_current_company_profile,金融保險
2812,17,official_twse_current_company_profile,金融保險
2816,17,official_twse_current_company_profile,金融保險
2820,17,official_twse_current_company_profile,金融保險
2832,17,official_twse_current_company_profile,金融保險
2834,17,official_twse_current_company_profile,金融保險
2836,17,official_twse_current_company_profile,金融保險
2838,17,official_twse_current_company_profile,金融保險
2845,17,official_twse_current_company_profile,金融保險
2849,17,official_twse_current_company_profile,金融保險
2850,17,official_twse_current_company_profile,金融保險
2851,17,official_twse_current_company_profile,金融保險
2852,17,official_twse_current_company_profile,金融保險
2855,17,official_twse_current_company_profile,金融保險
2867,17,official_twse_current_company_profile,金融保險
2880,17,official_twse_current_company_profile,金融保險
2881,17,official_twse_current_company_profile,金融保險
2882,17,official_twse_current_company_profile,金融保險
2883,17,official_twse_current_company_profile,金融保險
2884,17,official_twse_current_company_profile,金融保險
2885,17,official_twse_current_company_profile,金融保險
2886,17,official_twse_current_company_profile,金融保險
2887,17,official_twse_current_company_profile,金融保險
2889,17,official_twse_current_company_profile,金融保險
2890,17,official_twse_current_company_profile,金融保險
2891,17,official_twse_current_company_profile,金融保險
2892,17,official_twse_current_company_profile,金融保險
2897,17,official_twse_current_company_profile,金融保險
2901,18,official_twse_current_company_profile,貿易百貨
2903,18,official_twse_current_company_profile,貿易百貨
2904,20,official_twse_current_company_profile,其他
2905,18,official_twse_current_company_profile,貿易百貨
2906,18,official_twse_current_company_profile,貿易百貨
2908,18,official_twse_current_company_profile,貿易百貨
2910,18,official_twse_current_company_profile,貿易百貨
2911,18,official_twse_current_company_profile,貿易百貨
2912,18,official_twse_current_company_profile,貿易百貨
2913,18,official_twse_current_company_profile,貿易百貨
2915,18,official_twse_current_company_profile,貿易百貨
2923,14,official_twse_current_company_profile,建材營造
2929,18,official_twse_current_company_profile,貿易百貨
2939,18,official_twse_current_company_profile,貿易百貨
2945,18,official_twse_current_company_profile,貿易百貨
3002,25,official_twse_current_company_profile,電腦及週邊設備業
3003,28,official_twse_current_company_profile,電子零組件業
3004,10,official_twse_current_company_profile,鋼鐵工業
3005,25,official_twse_current_company_profile,電腦及週邊設備業
3006,24,official_twse_current_company_profile,半導體業
3008,26,official_twse_current_company_profile,光電業
3010,29,official_twse_current_company_profile,電子通路業
3011,28,official_twse_current_company_profile,電子零組件業
3013,25,official_twse_current_company_profile,電腦及週邊設備業
3014,24,official_twse_current_company_profile,半導體業
3015,28,official_twse_current_company_profile,電子零組件業
3016,24,official_twse_current_company_profile,半導體業
3017,25,official_twse_current_company_profile,電腦及週邊設備業
3018,31,official_twse_current_company_profile,其他電子業
3019,26,official_twse_current_company_profile,光電業
3021,28,official_twse_current_company_profile,電子零組件業
3022,25,official_twse_current_company_profile,電腦及週邊設備業
3023,28,official_twse_current_company_profile,電子零組件業
3024,26,official_twse_current_company_profile,光電業
3025,27,official_twse_current_company_profile,通信網路業
3026,28,official_twse_current_company_profile,電子零組件業
3027,27,official_twse_current_company_profile,通信網路業
3028,29,official_twse_current_company_profile,電子通路業
3029,30,official_twse_current_company_profile,資訊服務業
3030,31,official_twse_current_company_profile,其他電子業
3031,26,official_twse_current_company_profile,光電業
3032,28,official_twse_current_company_profile,電子零組件業
3033,29,official_twse_current_company_profile,電子通路業
3034,24,official_twse_current_company_profile,半導體業
3035,24,official_twse_current_company_profile,半導體業
3036,29,official_twse_current_company_profile,電子通路業
3037,28,official_twse_current_company_profile,電子零組件業
3038,26,official_twse_current_company_profile,光電業
3040,20,official_twse_current_company_profile,其他
3041,24,official_twse_current_company_profile,半導體業
3042,28,official_twse_current_company_profile,電子零組件業
3043,31,official_twse_current_company_profile,其他電子業
3044,28,official_twse_current_company_profile,電子零組件業
3045,27,official_twse_current_company_profile,通信網路業
3046,25,official_twse_current_company_profile,電腦及週邊設備業
3047,27,official_twse_current_company_profile,通信網路業
3048,29,official_twse_current_company_profile,電子通路業
3049,26,official_twse_current_company_profile,光電業
3050,26,official_twse_current_company_profile,光電業
3051,26,official_twse_current_company_profile,光電業
3052,14,official_twse_current_company_profile,建材營造
3054,02,official_twse_current_company_profile,產業代碼02
3055,29,official_twse_current_company_profile,電子通路業
3056,14,official_twse_current_company_profile,建材營造
3057,25,official_twse_current_company_profile,電腦及週邊設備業
3058,28,official_twse_current_company_profile,電子零組件業
3059,26,official_twse_current_company_profile,光電業
3060,25,official_twse_current_company_profile,電腦及週邊設備業
3062,27,official_twse_current_company_profile,通信網路業
3090,28,official_twse_current_company_profile,電子零組件業
3092,28,official_twse_current_company_profile,電子零組件業
3094,24,official_twse_current_company_profile,半導體業
3130,36,official_twse_current_company_profile,產業代碼36
3135,24,official_twse_current_company_profile,半導體業
3138,27,official_twse_current_company_profile,通信網路業
3149,26,official_twse_current_company_profile,光電業
3150,24,official_twse_current_company_profile,半導體業
3164,22,official_twse_current_company_profile,生技醫療業
3167,05,official_twse_current_company_profile,產業代碼05
3168,26,official_twse_current_company_profile,光電業
3189,24,official_twse_current_company_profile,半導體業
3209,29,official_twse_current_company_profile,電子通路業
3229,28,official_twse_current_company_profile,電子零組件業
3231,25,official_twse_current_company_profile,電腦及週邊設備業
3257,24,official_twse_current_company_profile,半導體業
3266,14,official_twse_current_company_profile,建材營造
3296,28,official_twse_current_company_profile,電子零組件業
3305,31,official_twse_current_company_profile,其他電子業
3308,28,official_twse_current_company_profile,電子零組件業
3311,27,official_twse_current_company_profile,通信網路業
3312,29,official_twse_current_company_profile,電子通路業
3321,28,official_twse_current_company_profile,電子零組件業
3338,28,official_twse_current_company_profile,電子零組件業
3346,12,official_twse_current_company_profile,汽車工業
3356,26,official_twse_current_company_profile,光電業
3376,28,official_twse_current_company_profile,電子零組件業
3380,27,official_twse_current_company_profile,通信網路業
3406,26,official_twse_current_company_profile,光電業
3413,24,official_twse_current_company_profile,半導體業
3416,25,official_twse_current_company_profile,電腦及週邊設備業
3419,27,official_twse_current_company_profile,通信網路業
