ticker,name,market,year_month,route,source_url,raw_cache_path,raw_sha256,route_status,route_error,accepted_month_rows,target_dates_in_month,target_dates_found,response_bytes,retrieved_at_utc,future_data_violation_count,formal_model_changed,trade_decision_changed,active_in_trade_decision,report_changed,portfolio_replay_executed,ready_for_strategy_replay,ready_for_formal,not_live_rule,forward_returns_live_rule_usage
3293,鈊象,TPEx,202110,tpex_trading_stock_selected_ticker_month,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=3293&date=2021/10/01&response=json,raw_sources\tpex_trading_stock_3293_202110.json,924beaf4aa03384ed0a77b2a264163b60a28094420687792a6ee301678880f43,fetched,,20,2,2,2206,2026-07-09T01:43:18+00:00,0,False,False,False,False,False,False,False,True,False
3293,鈊象,TPEx,202111,tpex_trading_stock_selected_ticker_month,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=3293&date=2021/11/01&response=json,raw_sources\tpex_trading_stock_3293_202111.json,49f7b5d2974052a652df7bbefa2eae0c0157d8098e8a239b9f8480306e6ed10e,fetched,,22,1,1,2365,2026-07-09T01:43:18+00:00,0,False,False,False,False,False,False,False,True,False
3293,鈊象,TPEx,202210,tpex_trading_stock_selected_ticker_month,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=3293&date=2022/10/01&response=json,raw_sources\tpex_trading_stock_3293_202210.json,5dbf17047b27f935ac3e232ab3d2822c19ab8c8d1e92f1334d9012d5b633b736,fetched,,20,4,4,2211,2026-07-09T01:43:18+00:00,0,False,False,False,False,False,False,False,True,False
3323,加百裕,TPEx,202107,tpex_trading_stock_selected_ticker_month,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=3323&date=2021/07/01&response=json,raw_sources\tpex_trading_stock_3323_202107.json,856d0e03f709dde094b54af0d626b3605351bf55b014306cb0bffabf32229f32,fetched,,22,2,2,2341,2026-07-09T01:43:18+00:00,0,False,False,False,False,False,False,False,True,False
3362,先進光,TPEx,201710,tpex_trading_stock_selected_ticker_month,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=3362&date=2017/10/01&response=json,raw_sources\tpex_trading_stock_3362_201710.json,2f79f803217e80fa294d7c9f412dfb52a3a2d5acccac41aefffecfb969cece5e,fetched,,19,1,1,2102,2026-07-09T01:43:18+00:00,0,False,False,False,False,False,False,False,True,False
3362,先進光,TPEx,201711,tpex_trading_stock_selected_ticker_month,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=3362&date=2017/11/01&response=json,raw_sources\tpex_trading_stock_3362_201711.json,a3b4847f79ab323e5cfa1ac175b05097eb3aeec2d3216077d7810b8dd72219e0,fetched,,22,1,1,2336,2026-07-09T01:43:18+00:00,0,False,False,False,False,False,False,False,True,False
3362,先進光,TPEx,201804,tpex_trading_stock_selected_ticker_month,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=3362&date=2018/04/01&response=json,raw_sources\tpex_trading_stock_3362_201804.json,bf834f46c8d5102ab581acf2062f9dd58878368a8920097953d3b3f74b934e70,fetched,,18,2,2,2011,2026-07-09T01:43:18+00:00,0,False,False,False,False,False,False,False,True,False
3363,上詮,TPEx,201906,tpex_trading_stock_selected_ticker_month,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=3363&date=2019/06/01&response=json,raw_sources\tpex_trading_stock_3363_201906.json,a2ae99f3175b468788e2a288640c569731f464a8f3c8013c5f444b17b4f2e446,fetched,,19,2,2,2075,2026-07-09T01:43:18+00:00,0,False,False,False,False,False,False,False,True,False
3529,力旺,TPEx,202004,tpex_trading_stock_selected_ticker_month,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=3529&date=2020/04/01&response=json,raw_sources\tpex_trading_stock_3529_202004.json,cfe467d9afa05131160886f533b0e4dc1581d9ee6a33c1571c82bac66ce8251a,fetched,,20,2,2,2187,2026-07-09T01:43:18+00:00,0,False,False,False,False,False,False,False,True,False
3552,同致,TPEx,202106,tpex_trading_stock_selected_ticker_month,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=3552&date=2021/06/01&response=json,raw_sources\tpex_trading_stock_3552_202106.json,975e9bedbe77d33e10284dff34f26d606116687c8872e0ec125e92a5d8d4fa10,fetched,,21,2,2,2381,2026-07-09T01:43:18+00:00,0,False,False,False,False,False,False,False,True,False
3558,神準,TPEx,201601,tpex_trading_stock_selected_ticker_month,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=3558&date=2016/01/01&response=json,raw_sources\tpex_trading_stock_3558_201601.json,d8228d7aae21aab6858ff53eeff99c8f0daead7c6f622b62d28136e891d53231,fetched,,21,1,1,2249,2026-07-09T01:43:18+00:00,0,False,False,False,False,False,False,False,True,False
3558,神準,TPEx,201602,tpex_trading_stock_selected_ticker_month,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=3558&date=2016/02/01&response=json,raw_sources\tpex_trading_stock_3558_201602.json,ecc556f40d2350b72bcbdf6370cd289a1e9c7d94306d7e033f10540e8d8ae11c,fetched,,13,1,1,1625,2026-07-09T01:43:18+00:00,0,False,False,False,False,False,False,False,True,False
4105,東洋,TPEx,201604,tpex_trading_stock_selected_ticker_month,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=4105&date=2016/04/01&response=json,raw_sources\tpex_trading_stock_4105_201604.json,c9c029e8d1be58ab3f21698e8c80a9654d9f5a003b28c6113e82b8e4068b12a0,fetched,,19,1,1,2152,2026-07-09T01:43:18+00:00,0,False,False,False,False,False,False,False,True,False
4105,東洋,TPEx,201605,tpex_trading_stock_selected_ticker_month,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=4105&date=2016/05/01&response=json,raw_sources\tpex_trading_stock_4105_201605.json,b299ce0ff81c4a2a0f2511bb0ca394c46a96571e19f9a90bb621c641f9ac91cd,fetched,,21,1,1,2317,2026-07-09T01:43:18+00:00,0,False,False,False,False,False,False,False,True,False
4105,東洋,TPEx,201701,tpex_trading_stock_selected_ticker_month,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=4105&date=2017/01/01&response=json,raw_sources\tpex_trading_stock_4105_201701.json,ff69db8e3c8e2ad83efa17f9b233a5adf70a2dc9603ddeaf925eee73e2212ae2,fetched,,16,2,2,1852,2026-07-09T01:43:18+00:00,0,False,False,False,False,False,False,False,True,False
4162,智擎,TPEx,201804,tpex_trading_stock_selected_ticker_month,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=4162&date=2018/04/01&response=json,raw_sources\tpex_trading_stock_4162_201804.json,50e3ef1a5f59ead6deee4d45b1854705391b7d83f5b22bbe152c0b0d2f5ad525,fetched,,18,2,2,2034,2026-07-09T01:43:18+00:00,0,False,False,False,False,False,False,False,True,False
4163,鐿鈦,TPEx,201907,tpex_trading_stock_selected_ticker_month,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=4163&date=2019/07/01&response=json,raw_sources\tpex_trading_stock_4163_201907.json,7879e4eb815d850513daa2be92e89be721cde05dfc5a294ea832ac7470f4d089,fetched,,23,1,1,2434,2026-07-09T01:43:18+00:00,0,False,False,False,False,False,False,False,True,False
4163,鐿鈦,TPEx,201908,tpex_trading_stock_selected_ticker_month,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=4163&date=2019/08/01&response=json,raw_sources\tpex_trading_stock_4163_201908.json,76bedd57fb01f3555ea1e2a69e3a0b1ddc446171da92b61c1d6fd1474b73005d,fetched,,21,1,1,2264,2026-07-09T01:43:18+00:00,0,False,False,False,False,False,False,False,True,False
4721,美琪瑪,TPEx,201801,tpex_trading_stock_selected_ticker_month,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=4721&date=2018/01/01&response=json,raw_sources\tpex_trading_stock_4721_201801.json,9193f0b65051332922c36db33417428daa187427962da361a04778fcbb5eceec,fetched,,22,2,2,2436,2026-07-09T01:43:18+00:00,0,False,False,False,False,False,False,False,True,False
4736,泰博,TPEx,201609,tpex_trading_stock_selected_ticker_month,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=4736&date=2016/09/01&response=json,raw_sources\tpex_trading_stock_4736_201609.json,ed074dfd118b266edc79e9a6f28f287f487200614e88bd6494e912c25dd6ae8f,fetched,,19,1,1,2101,2026-07-09T01:43:18+00:00,0,False,False,False,False,False,False,False,True,False
4736,泰博,TPEx,201610,tpex_trading_stock_selected_ticker_month,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=4736&date=2016/10/01&response=json,raw_sources\tpex_trading_stock_4736_201610.json,d2bf9a878089e4c738e73e065a0e6c55568220542db870d0f2c8dd38c9aa786d,fetched,,20,1,1,2169,2026-07-09T01:43:18+00:00,0,False,False,False,False,False,False,False,True,False
4736,泰博,TPEx,202010,tpex_trading_stock_selected_ticker_month,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=4736&date=2020/10/01&response=json,raw_sources\tpex_trading_stock_4736_202010.json,8e9cc93ab304e19ebb6d633d5a0aa258e29c2ec5d0ebba2dc6a8498bb1131466,fetched,,19,2,2,2155,2026-07-09T01:43:18+00:00,0,False,False,False,False,False,False,False,True,False
4966,譜瑞-KY,TPEx,201608,tpex_trading_stock_selected_ticker_month,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=4966&date=2016/08/01&response=json,raw_sources\tpex_trading_stock_4966_201608.json,e9dba4d428bfc8d1dca395e2fd5374524daebe4705fbf6e397cd0fd004645e23,fetched,,23,1,1,2419,2026-07-09T01:43:18+00:00,0,False,False,False,False,False,False,False,True,False
4966,譜瑞-KY,TPEx,201609,tpex_trading_stock_selected_ticker_month,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=4966&date=2016/09/01&response=json,raw_sources\tpex_trading_stock_4966_201609.json,3121049f57512c742306f53c3b6e991eda1cf45fde3c2b91a9d3fcae855d25bc,fetched,,19,1,1,2120,2026-07-09T01:43:18+00:00,0,False,False,False,False,False,False,False,True,False
4966,譜瑞-KY,TPEx,202205,tpex_trading_stock_selected_ticker_month,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=4966&date=2022/05/01&response=json,raw_sources\tpex_trading_stock_4966_202205.json,fb84289b8c826a41623fb748a94d4dbe18372b8e70fadc59ef1a8990f12cbb41,fetched,,21,2,2,2457,2026-07-09T01:43:18+00:00,0,False,False,False,False,False,False,False,True,False
5274,信驊,TPEx,201811,tpex_trading_stock_selected_ticker_month,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=5274&date=2018/11/01&response=json,raw_sources\tpex_trading_stock_5274_201811.json,57982b15ee09c7bab2c8e7ca4e69a220b7d5ccb340d2f7bee656238c0c804863,fetched,,22,2,2,2317,2026-07-09T01:43:18+00:00,0,False,False,False,False,False,False,False,True,False
5274,信驊,TPEx,202206,tpex_trading_stock_selected_ticker_month,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=5274&date=2022/06/01&response=json,raw_sources\tpex_trading_stock_5274_202206.json,7ea20416abda9f6d42981f2c07e9fb5d7938d6d095b4d8d51270e4b6842964ac,fetched,,21,1,1,2475,2026-07-09T01:43:18+00:00,0,False,False,False,False,False,False,False,True,False
5274,信驊,TPEx,202207,tpex_trading_stock_selected_ticker_month,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=5274&date=2022/07/01&response=json,raw_sources\tpex_trading_stock_5274_202207.json,f206923d15bbf75055322aaeb469f656abff1bc733e8f421f5376f8b3255efd5,fetched,,21,1,1,2513,2026-07-09T01:43:18+00:00,0,False,False,False,False,False,False,False,True,False
5289,宜鼎,TPEx,201711,tpex_trading_stock_selected_ticker_month,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=5289&date=2017/11/01&response=json,raw_sources\tpex_trading_stock_5289_201711.json,ab0a804566f45dc42bb9dc22ea0ff25cf77ca917530fa434b7819f5219cadeb5,fetched,,22,2,2,2422,2026-07-09T01:43:18+00:00,0,False,False,False,False,False,False,False,True,False
5299,杰力,TPEx,202107,tpex_trading_stock_selected_ticker_month,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=5299&date=2021/07/01&response=json,raw_sources\tpex_trading_stock_5299_202107.json,1099bb9430d713a764172643037141504540b7c75b081983f65025db44dc12ba,fetched,,22,1,1,2448,2026-07-09T01:43:18+00:00,0,False,False,False,False,False,False,False,True,False
5299,杰力,TPEx,202108,tpex_trading_stock_selected_ticker_month,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=5299&date=2021/08/01&response=json,raw_sources\tpex_trading_stock_5299_202108.json,ee2c1ae996ae3184d0aaa12093d361944036a4f28495d793fceb8f6dda0e9fd8,fetched,,22,1,1,2435,2026-07-09T01:43:18+00:00,0,False,False,False,False,False,False,False,True,False
5309,系統電,TPEx,202202,tpex_trading_stock_selected_ticker_month,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=5309&date=2022/02/01&response=json,raw_sources\tpex_trading_stock_5309_202202.json,49bc037402c515d2b8bedba26bc20d8cb8dc72dd02eeb3a87d03104aa39b79a7,fetched,,15,1,1,1788,2026-07-09T01:43:18+00:00,0,False,False,False,False,False,False,False,True,False
5309,系統電,TPEx,202203,tpex_trading_stock_selected_ticker_month,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=5309&date=2022/03/01&response=json,raw_sources\tpex_trading_stock_5309_202203.json,b5ced03b958e14a0c2ad479fece9e20e14b2a273299536b49693d92ac20ef111,fetched,,23,1,1,2404,2026-07-09T01:43:18+00:00,0,False,False,False,False,False,False,False,True,False
5347,世界,TPEx,201509,tpex_trading_stock_selected_ticker_month,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=5347&date=2015/09/01&response=json,raw_sources\tpex_trading_stock_5347_201509.json,80724112c4c5ebb3085de6588d55e50ba23249ac9ae1777b5cc9f0cf8f729925,fetched,,20,2,2,2178,2026-07-09T01:43:18+00:00,0,False,False,False,False,False,False,False,True,False
5425,台半,TPEx,201901,tpex_trading_stock_selected_ticker_month,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=5425&date=2019/01/01&response=json,raw_sources\tpex_trading_stock_5425_201901.json,73a3a28b77470aa10acb85d59a90ef5e3dd52a37ac5fa37b806ced46f8f18943,fetched,,21,2,2,2239,2026-07-09T01:43:18+00:00,0,False,False,False,False,False,False,False,True,False
5425,台半,TPEx,201904,tpex_trading_stock_selected_ticker_month,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=5425&date=2019/04/01&response=json,raw_sources\tpex_trading_stock_5425_201904.json,9d611155a396065196b1e490a3cdea73cbf978bad7cadb8c34043d6eb0f07a84,fetched,,20,2,2,2162,2026-07-09T01:43:18+00:00,0,False,False,False,False,False,False,False,True,False
5483,中美晶,TPEx,201605,tpex_trading_stock_selected_ticker_month,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=5483&date=2016/05/01&response=json,raw_sources\tpex_trading_stock_5483_201605.json,0584239307ddd959327e7bdab2bb2d1b6b1e910a3b4d8b50adc6bb328db5bbf4,fetched,,21,2,2,2251,2026-07-09T01:43:18+00:00,0,False,False,False,False,False,False,False,True,False
5483,中美晶,TPEx,201810,tpex_trading_stock_selected_ticker_month,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=5483&date=2018/10/01&response=json,raw_sources\tpex_trading_stock_5483_201810.json,d1f178dc7f99c73f2ce189981157c12bbab2f72e63dc8898465804410be0b899,fetched,,22,2,2,2375,2026-07-09T01:43:18+00:00,0,False,False,False,False,False,False,False,True,False
5490,同亨,TPEx,201509,tpex_trading_stock_selected_ticker_month,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=5490&date=2015/09/01&response=json,raw_sources\tpex_trading_stock_5490_201509.json,69529841908e808de080ab8dece0d463ad97c04755ea27c48666be7b90ac4437,fetched,,20,1,0,2185,2026-07-09T01:43:18+00:00,0,False,False,False,False,False,False,False,True,False
5490,同亨,TPEx,201510,tpex_trading_stock_selected_ticker_month,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=5490&date=2015/10/01&response=json,raw_sources\tpex_trading_stock_5490_201510.json,8e358a1d52291db7736e7150211fbd470aa7be2db05b58c9ce8ff12b4c1ee32d,fetched,,21,1,1,2269,2026-07-09T01:43:18+00:00,0,False,False,False,False,False,False,False,True,False
6111,大宇資,TPEx,201710,tpex_trading_stock_selected_ticker_month,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=6111&date=2017/10/01&response=json,raw_sources\tpex_trading_stock_6111_201710.json,db3a0a0386e39e5164a39546dfdb5a9d53145af649336c237544f0f9f2620b65,fetched,,19,4,4,2075,2026-07-09T01:43:18+00:00,0,False,False,False,False,False,False,False,True,False
6121,新普,TPEx,201507,tpex_trading_stock_selected_ticker_month,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=6121&date=2015/07/01&response=json,raw_sources\tpex_trading_stock_6121_201507.json,1fcf89429c22d09e3da5bacae7a3929376ca99ebd0e6ccbb0b5dd424ddc48487,fetched,,22,2,1,2346,2026-07-09T01:43:18+00:00,0,False,False,False,False,False,False,False,True,False
6121,新普,TPEx,201801,tpex_trading_stock_selected_ticker_month,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=6121&date=2018/01/01&response=json,raw_sources\tpex_trading_stock_6121_201801.json,c9747d9e789f615e48b7470c90bd0538a3079fe160ba06deaeb572b9373d1895,fetched,,22,2,2,2375,2026-07-09T01:43:18+00:00,0,False,False,False,False,False,False,False,True,False
6147,頎邦,TPEx,201508,tpex_trading_stock_selected_ticker_month,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=6147&date=2015/08/01&response=json,raw_sources\tpex_trading_stock_6147_201508.json,e2bfe30ddba11ba0bcea7c512f9e73221c5a86ec05e918a285b1b1c1de6b9fcf,fetched,,21,3,3,2275,2026-07-09T01:43:18+00:00,0,False,False,False,False,False,False,False,True,False
6180,橘子,TPEx,201802,tpex_trading_stock_selected_ticker_month,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=6180&date=2018/02/01&response=json,raw_sources\tpex_trading_stock_6180_201802.json,711985dd6b67820d546f544e8beedb19c96e5bb2474f74223c2477978687e002,fetched,,13,2,2,1635,2026-07-09T01:43:18+00:00,0,False,False,False,False,False,False,False,True,False
6180,橘子,TPEx,201806,tpex_trading_stock_selected_ticker_month,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=6180&date=2018/06/01&response=json,raw_sources\tpex_trading_stock_6180_201806.json,6966ccc10035dcead7154613de15d21a699f1569ae6141e7e80cd98d3f9787a8,fetched,,20,3,3,2186,2026-07-09T01:43:18+00:00,0,False,False,False,False,False,False,False,True,False
6182,合晶,TPEx,201902,tpex_trading_stock_selected_ticker_month,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=6182&date=2019/02/01&response=json,raw_sources\tpex_trading_stock_6182_201902.json,126b77daeef1c620c2793b0afc3d663dde7632f1b3b6f39b4e7df37fc1411ad2,fetched,,13,1,1,1658,2026-07-09T01:43:18+00:00,0,False,False,False,False,False,False,False,True,False
