ticker,name,market,event_type,event_date,source_date,source_url,source_id,source_type,formal_ready,blocked_reason,raw_event_date,notes,raw_source_id
2646,星宇航空,TWSE,listing,2024-10-25,2026-07-03,https://openapi.twse.com.tw/v1/company/newlisting,twse_company_newlisting,official_recent_listing_events,partial_event_row_not_full_master,,1131025,"TWSE recent listing endpoint; dated rows accepted, coverage remains incomplete.",
6890,來億-KY,TWSE,listing,2024-06-12,2026-07-03,https://openapi.twse.com.tw/v1/company/newlisting,twse_company_newlisting,official_recent_listing_events,partial_event_row_not_full_master,,1130612,"TWSE recent listing endpoint; dated rows accepted, coverage remains incomplete.",
4949,有成精密,TWSE,listing,2024-05-09,2026-07-03,https://openapi.twse.com.tw/v1/company/newlisting,twse_company_newlisting,official_recent_listing_events,partial_event_row_not_full_master,,1130509,"TWSE recent listing endpoint; dated rows accepted, coverage remains incomplete.",
6446,藥華藥,TWSE,listing,2024-01-25,2026-07-03,https://openapi.twse.com.tw/v1/company/newlisting,twse_company_newlisting,official_recent_listing_events,partial_event_row_not_full_master,,1130125,"TWSE recent listing endpoint; dated rows accepted, coverage remains incomplete.",
4736,泰博,TWSE,listing,2023-12-22,2026-07-03,https://openapi.twse.com.tw/v1/company/newlisting,twse_company_newlisting,official_recent_listing_events,partial_event_row_not_full_master,,1121222,"TWSE recent listing endpoint; dated rows accepted, coverage remains incomplete.",
6472,保瑞,TWSE,listing,2023-12-19,2026-07-03,https://openapi.twse.com.tw/v1/company/newlisting,twse_company_newlisting,official_recent_listing_events,partial_event_row_not_full_master,,1121219,"TWSE recent listing endpoint; dated rows accepted, coverage remains incomplete.",
6937,天虹,TWSE,listing,2023-12-12,2026-07-03,https://openapi.twse.com.tw/v1/company/newlisting,twse_company_newlisting,official_recent_listing_events,partial_event_row_not_full_master,,1121212,"TWSE recent listing endpoint; dated rows accepted, coverage remains incomplete.",
6742,澤米,TWSE,listing,2023-12-05,2026-07-03,https://openapi.twse.com.tw/v1/company/newlisting,twse_company_newlisting,official_recent_listing_events,partial_event_row_not_full_master,,1121205,"TWSE recent listing endpoint; dated rows accepted, coverage remains incomplete.",
6805,富世達,TWSE,listing,2023-11-09,2026-07-03,https://openapi.twse.com.tw/v1/company/newlisting,twse_company_newlisting,official_recent_listing_events,partial_event_row_not_full_master,,1121109,"TWSE recent listing endpoint; dated rows accepted, coverage remains incomplete.",
6658,聯策,TWSE,listing,2023-11-02,2026-07-03,https://openapi.twse.com.tw/v1/company/newlisting,twse_company_newlisting,official_recent_listing_events,partial_event_row_not_full_master,,1121102,"TWSE recent listing endpoint; dated rows accepted, coverage remains incomplete.",
6526,達發,TWSE,listing,2023-10-19,2026-07-03,https://openapi.twse.com.tw/v1/company/newlisting,twse_company_newlisting,official_recent_listing_events,partial_event_row_not_full_master,,1121019,"TWSE recent listing endpoint; dated rows accepted, coverage remains incomplete.",
6757,台灣虎航-創,TWSE,listing,2023-08-15,2026-07-03,https://openapi.twse.com.tw/v1/company/newlisting,twse_company_newlisting,official_recent_listing_events,partial_event_row_not_full_master,,1120815,"TWSE recent listing endpoint; dated rows accepted, coverage remains incomplete.",
6863,永道-KY,TWSE,listing,2023-03-21,2026-07-03,https://openapi.twse.com.tw/v1/company/newlisting,twse_company_newlisting,official_recent_listing_events,partial_event_row_not_full_master,,1120321,"TWSE recent listing endpoint; dated rows accepted, coverage remains incomplete.",
2645,長榮航太,TWSE,listing,2023-03-14,2026-07-03,https://openapi.twse.com.tw/v1/company/newlisting,twse_company_newlisting,official_recent_listing_events,partial_event_row_not_full_master,,1120314,"TWSE recent listing endpoint; dated rows accepted, coverage remains incomplete.",
6753,龍德造船,TWSE,listing,2023-03-10,2026-07-03,https://openapi.twse.com.tw/v1/company/newlisting,twse_company_newlisting,official_recent_listing_events,partial_event_row_not_full_master,,1120310,"TWSE recent listing endpoint; dated rows accepted, coverage remains incomplete.",
6873,泓德能源-創,TWSE,listing,2023-03-06,2026-07-03,https://openapi.twse.com.tw/v1/company/newlisting,twse_company_newlisting,official_recent_listing_events,partial_event_row_not_full_master,,1120306,"TWSE recent listing endpoint; dated rows accepted, coverage remains incomplete.",
3447,展達,TWSE,listing,2022-12-15,2026-07-03,https://openapi.twse.com.tw/v1/company/newlisting,twse_company_newlisting,official_recent_listing_events,partial_event_row_not_full_master,,1111215,"TWSE recent listing endpoint; dated rows accepted, coverage remains incomplete.",
6782,視陽,TWSE,listing,2022-11-28,2026-07-03,https://openapi.twse.com.tw/v1/company/newlisting,twse_company_newlisting,official_recent_listing_events,partial_event_row_not_full_master,,1111128,"TWSE recent listing endpoint; dated rows accepted, coverage remains incomplete.",
3652,精聯,TWSE,listing,2022-09-21,2026-07-03,https://openapi.twse.com.tw/v1/company/newlisting,twse_company_newlisting,official_recent_listing_events,partial_event_row_not_full_master,,1110921,"TWSE recent listing endpoint; dated rows accepted, coverage remains incomplete.",
6689,伊雲谷,TWSE,listing,2022-09-13,2026-07-03,https://openapi.twse.com.tw/v1/company/newlisting,twse_company_newlisting,official_recent_listing_events,partial_event_row_not_full_master,,1110913,"TWSE recent listing endpoint; dated rows accepted, coverage remains incomplete.",
6830,汎銓,TWSE,listing,2022-08-31,2026-07-03,https://openapi.twse.com.tw/v1/company/newlisting,twse_company_newlisting,official_recent_listing_events,partial_event_row_not_full_master,,1110831,"TWSE recent listing endpoint; dated rows accepted, coverage remains incomplete.",
3715,定穎投控,TWSE,listing,2022-08-25,2026-07-03,https://openapi.twse.com.tw/v1/company/newlisting,twse_company_newlisting,official_recent_listing_events,partial_event_row_not_full_master,,1110825,"TWSE recent listing endpoint; dated rows accepted, coverage remains incomplete.",
6789,采鈺,TWSE,listing,2022-06-30,2026-07-03,https://openapi.twse.com.tw/v1/company/newlisting,twse_company_newlisting,official_recent_listing_events,partial_event_row_not_full_master,,1110630,"TWSE recent listing endpoint; dated rows accepted, coverage remains incomplete.",
6796,晉弘,TWSE,listing,2022-06-01,2026-07-03,https://openapi.twse.com.tw/v1/company/newlisting,twse_company_newlisting,official_recent_listing_events,partial_event_row_not_full_master,,1110601,"TWSE recent listing endpoint; dated rows accepted, coverage remains incomplete.",
6585,鼎基,TWSE,listing,2022-05-20,2026-07-03,https://openapi.twse.com.tw/v1/company/newlisting,twse_company_newlisting,official_recent_listing_events,partial_event_row_not_full_master,,1110520,"TWSE recent listing endpoint; dated rows accepted, coverage remains incomplete.",
6799,來頡,TWSE,listing,2022-05-12,2026-07-03,https://openapi.twse.com.tw/v1/company/newlisting,twse_company_newlisting,official_recent_listing_events,partial_event_row_not_full_master,,1110512,"TWSE recent listing endpoint; dated rows accepted, coverage remains incomplete.",
4583,台灣精銳,TWSE,listing,2022-05-09,2026-07-03,https://openapi.twse.com.tw/v1/company/newlisting,twse_company_newlisting,official_recent_listing_events,partial_event_row_not_full_master,,1110509,"TWSE recent listing endpoint; dated rows accepted, coverage remains incomplete.",
5306,桂盟,TWSE,listing,2022-03-08,2026-07-03,https://openapi.twse.com.tw/v1/company/newlisting,twse_company_newlisting,official_recent_listing_events,partial_event_row_not_full_master,,1110308,"TWSE recent listing endpoint; dated rows accepted, coverage remains incomplete.",
1752,南光,TWSE,listing,2022-01-19,2026-07-03,https://openapi.twse.com.tw/v1/company/newlisting,twse_company_newlisting,official_recent_listing_events,partial_event_row_not_full_master,,1110119,"TWSE recent listing endpoint; dated rows accepted, coverage remains incomplete.",
5244,弘凱,TWSE,listing,2022-01-19,2026-07-03,https://openapi.twse.com.tw/v1/company/newlisting,twse_company_newlisting,official_recent_listing_events,partial_event_row_not_full_master,,1110119,"TWSE recent listing endpoint; dated rows accepted, coverage remains incomplete.",
6719,力智,TWSE,listing,2022-01-13,2026-07-03,https://openapi.twse.com.tw/v1/company/newlisting,twse_company_newlisting,official_recent_listing_events,partial_event_row_not_full_master,,1110113,"TWSE recent listing endpoint; dated rows accepted, coverage remains incomplete.",
3592,瑞鼎,TWSE,listing,2022-01-07,2026-07-03,https://openapi.twse.com.tw/v1/company/newlisting,twse_company_newlisting,official_recent_listing_events,partial_event_row_not_full_master,,1110107,"TWSE recent listing endpoint; dated rows accepted, coverage remains incomplete.",
6691,洋基工程,TWSE,listing,2022-01-03,2026-07-03,https://openapi.twse.com.tw/v1/company/newlisting,twse_company_newlisting,official_recent_listing_events,partial_event_row_not_full_master,,1110103,"TWSE recent listing endpoint; dated rows accepted, coverage remains incomplete.",
4770,上品,TWSE,listing,2021-12-22,2026-07-03,https://openapi.twse.com.tw/v1/company/newlisting,twse_company_newlisting,official_recent_listing_events,partial_event_row_not_full_master,,1101222,"TWSE recent listing endpoint; dated rows accepted, coverage remains incomplete.",
6770,力積電,TWSE,listing,2021-12-06,2026-07-03,https://openapi.twse.com.tw/v1/company/newlisting,twse_company_newlisting,official_recent_listing_events,partial_event_row_not_full_master,,1101206,"TWSE recent listing endpoint; dated rows accepted, coverage remains incomplete.",
6806,森崴能源,TWSE,listing,2021-11-15,2026-07-03,https://openapi.twse.com.tw/v1/company/newlisting,twse_company_newlisting,official_recent_listing_events,partial_event_row_not_full_master,,1101115,"TWSE recent listing endpoint; dated rows accepted, coverage remains incomplete.",
5222,全訊,TWSE,listing,2021-10-25,2026-07-03,https://openapi.twse.com.tw/v1/company/newlisting,twse_company_newlisting,official_recent_listing_events,partial_event_row_not_full_master,,1101025,"TWSE recent listing endpoint; dated rows accepted, coverage remains incomplete.",
2753,八方雲集,TWSE,listing,2021-09-09,2026-07-03,https://openapi.twse.com.tw/v1/company/newlisting,twse_company_newlisting,official_recent_listing_events,partial_event_row_not_full_master,,1100909,"TWSE recent listing endpoint; dated rows accepted, coverage remains incomplete.",
3092,鴻碩,TWSE,listing,2021-05-13,2026-07-03,https://openapi.twse.com.tw/v1/company/newlisting,twse_company_newlisting,official_recent_listing_events,partial_event_row_not_full_master,,1100513,"TWSE recent listing endpoint; dated rows accepted, coverage remains incomplete.",
6768,志強-KY,TWSE,listing,2021-04-22,2026-07-03,https://openapi.twse.com.tw/v1/company/newlisting,twse_company_newlisting,official_recent_listing_events,partial_event_row_not_full_master,,1100422,"TWSE recent listing endpoint; dated rows accepted, coverage remains incomplete.",
2211,長榮鋼,TWSE,listing,2021-04-12,2026-07-03,https://openapi.twse.com.tw/v1/company/newlisting,twse_company_newlisting,official_recent_listing_events,partial_event_row_not_full_master,,1100412,"TWSE recent listing endpoint; dated rows accepted, coverage remains incomplete.",
6426,統新,TWSE,listing,2021-03-24,2026-07-03,https://openapi.twse.com.tw/v1/company/newlisting,twse_company_newlisting,official_recent_listing_events,partial_event_row_not_full_master,,1100324,"TWSE recent listing endpoint; dated rows accepted, coverage remains incomplete.",
6781,AES-KY,TWSE,listing,2021-03-22,2026-07-03,https://openapi.twse.com.tw/v1/company/newlisting,twse_company_newlisting,official_recent_listing_events,partial_event_row_not_full_master,,1100322,"TWSE recent listing endpoint; dated rows accepted, coverage remains incomplete.",
6515,穎崴,TWSE,listing,2021-01-20,2026-07-03,https://openapi.twse.com.tw/v1/company/newlisting,twse_company_newlisting,official_recent_listing_events,partial_event_row_not_full_master,,1100120,"TWSE recent listing endpoint; dated rows accepted, coverage remains incomplete.",
6438,迅得,TWSE,listing,2021-01-19,2026-07-03,https://openapi.twse.com.tw/v1/company/newlisting,twse_company_newlisting,official_recent_listing_events,partial_event_row_not_full_master,,1100119,"TWSE recent listing endpoint; dated rows accepted, coverage remains incomplete.",
3714,富采,TWSE,listing,2021-01-06,2026-07-03,https://openapi.twse.com.tw/v1/company/newlisting,twse_company_newlisting,official_recent_listing_events,partial_event_row_not_full_master,,1100106,"TWSE recent listing endpoint; dated rows accepted, coverage remains incomplete.",
6756,威鋒電子,TWSE,listing,2020-12-24,2026-07-03,https://openapi.twse.com.tw/v1/company/newlisting,twse_company_newlisting,official_recent_listing_events,partial_event_row_not_full_master,,1091224,"TWSE recent listing endpoint; dated rows accepted, coverage remains incomplete.",
1597,直得,TWSE,listing,2020-12-23,2026-07-03,https://openapi.twse.com.tw/v1/company/newlisting,twse_company_newlisting,official_recent_listing_events,partial_event_row_not_full_master,,1091223,"TWSE recent listing endpoint; dated rows accepted, coverage remains incomplete.",
3138,耀登,TWSE,listing,2020-12-11,2026-07-03,https://openapi.twse.com.tw/v1/company/newlisting,twse_company_newlisting,official_recent_listing_events,partial_event_row_not_full_master,,1091211,"TWSE recent listing endpoint; dated rows accepted, coverage remains incomplete.",
1342,八貫,TWSE,listing,2020-11-24,2026-07-03,https://openapi.twse.com.tw/v1/company/newlisting,twse_company_newlisting,official_recent_listing_events,partial_event_row_not_full_master,,1091124,"TWSE recent listing endpoint; dated rows accepted, coverage remains incomplete.",
2247,汎德永業,TWSE,listing,2020-10-12,2026-07-03,https://openapi.twse.com.tw/v1/company/newlisting,twse_company_newlisting,official_recent_listing_events,partial_event_row_not_full_master,,1091012,"TWSE recent listing endpoint; dated rows accepted, coverage remains incomplete.",
6706,惠特,TWSE,listing,2019-12-19,2026-07-03,https://openapi.twse.com.tw/v1/company/newlisting,twse_company_newlisting,official_recent_listing_events,partial_event_row_not_full_master,,1081219,"TWSE recent listing endpoint; dated rows accepted, coverage remains incomplete.",
1795,美時製藥,TWSE,listing,2019-12-16,2026-07-03,https://openapi.twse.com.tw/v1/company/newlisting,twse_company_newlisting,official_recent_listing_events,partial_event_row_not_full_master,,1081216,"TWSE recent listing endpoint; dated rows accepted, coverage remains incomplete.",
6715,嘉基,TWSE,listing,2019-12-12,2026-07-03,https://openapi.twse.com.tw/v1/company/newlisting,twse_company_newlisting,official_recent_listing_events,partial_event_row_not_full_master,,1081212,"TWSE recent listing endpoint; dated rows accepted, coverage remains incomplete.",
6592,和潤企業,TWSE,listing,2019-12-09,2026-07-03,https://openapi.twse.com.tw/v1/company/newlisting,twse_company_newlisting,official_recent_listing_events,partial_event_row_not_full_master,,1081209,"TWSE recent listing endpoint; dated rows accepted, coverage remains incomplete.",
6698,旭暉應材,TWSE,listing,2019-11-25,2026-07-03,https://openapi.twse.com.tw/v1/company/newlisting,twse_company_newlisting,official_recent_listing_events,partial_event_row_not_full_master,,1081125,"TWSE recent listing endpoint; dated rows accepted, coverage remains incomplete.",
6491,晶碩,TWSE,listing,2019-10-07,2026-07-03,https://openapi.twse.com.tw/v1/company/newlisting,twse_company_newlisting,official_recent_listing_events,partial_event_row_not_full_master,,1081007,"TWSE recent listing endpoint; dated rows accepted, coverage remains incomplete.",
4571,鈞興-KY,TWSE,listing,2019-09-17,2026-07-03,https://openapi.twse.com.tw/v1/company/newlisting,twse_company_newlisting,official_recent_listing_events,partial_event_row_not_full_master,,1080917,"TWSE recent listing endpoint; dated rows accepted, coverage remains incomplete.",
2233,宇隆,TWSE,listing,2019-09-17,2026-07-03,https://openapi.twse.com.tw/v1/company/newlisting,twse_company_newlisting,official_recent_listing_events,partial_event_row_not_full_master,,1080917,"TWSE recent listing endpoint; dated rows accepted, coverage remains incomplete.",
4572,駐龍,TWSE,listing,2019-09-10,2026-07-03,https://openapi.twse.com.tw/v1/company/newlisting,twse_company_newlisting,official_recent_listing_events,partial_event_row_not_full_master,,1080910,"TWSE recent listing endpoint; dated rows accepted, coverage remains incomplete.",
4576,大銀微系統,TWSE,listing,2019-09-04,2026-07-03,https://openapi.twse.com.tw/v1/company/newlisting,twse_company_newlisting,official_recent_listing_events,partial_event_row_not_full_master,,1080904,"TWSE recent listing endpoint; dated rows accepted, coverage remains incomplete.",
6672,騰輝電子-KY,TWSE,listing,2019-04-17,2026-07-03,https://openapi.twse.com.tw/v1/company/newlisting,twse_company_newlisting,official_recent_listing_events,partial_event_row_not_full_master,,1080417,"TWSE recent listing endpoint; dated rows accepted, coverage remains incomplete.",
3563,牧德,TWSE,listing,2019-04-02,2026-07-03,https://openapi.twse.com.tw/v1/company/newlisting,twse_company_newlisting,official_recent_listing_events,partial_event_row_not_full_master,,1080402,"TWSE recent listing endpoint; dated rows accepted, coverage remains incomplete.",
6669,緯穎,TWSE,listing,2019-03-27,2026-07-03,https://openapi.twse.com.tw/v1/company/newlisting,twse_company_newlisting,official_recent_listing_events,partial_event_row_not_full_master,,1080327,"TWSE recent listing endpoint; dated rows accepted, coverage remains incomplete.",
8462,柏文,TWSE,listing,2019-03-15,2026-07-03,https://openapi.twse.com.tw/v1/company/newlisting,twse_company_newlisting,official_recent_listing_events,partial_event_row_not_full_master,,1080315,"TWSE recent listing endpoint; dated rows accepted, coverage remains incomplete.",
4564,元翎,TWSE,listing,2019-03-07,2026-07-03,https://openapi.twse.com.tw/v1/company/newlisting,twse_company_newlisting,official_recent_listing_events,partial_event_row_not_full_master,,1080307,"TWSE recent listing endpoint; dated rows accepted, coverage remains incomplete.",
8104,錸寶科技,TWSE,listing,2019-01-17,2026-07-03,https://openapi.twse.com.tw/v1/company/newlisting,twse_company_newlisting,official_recent_listing_events,partial_event_row_not_full_master,,1080117,"TWSE recent listing endpoint; dated rows accepted, coverage remains incomplete.",
4967,十銓,TWSE,listing,2019-01-14,2026-07-03,https://openapi.twse.com.tw/v1/company/newlisting,twse_company_newlisting,official_recent_listing_events,partial_event_row_not_full_master,,1080114,"TWSE recent listing endpoint; dated rows accepted, coverage remains incomplete.",
6670,復盛應用,TWSE,listing,2018-12-18,2026-07-03,https://openapi.twse.com.tw/v1/company/newlisting,twse_company_newlisting,official_recent_listing_events,partial_event_row_not_full_master,,1071218,"TWSE recent listing endpoint; dated rows accepted, coverage remains incomplete.",
6668,中揚光,TWSE,listing,2018-12-12,2026-07-03,https://openapi.twse.com.tw/v1/company/newlisting,twse_company_newlisting,official_recent_listing_events,partial_event_row_not_full_master,,1071212,"TWSE recent listing endpoint; dated rows accepted, coverage remains incomplete.",
6558,興能高,TWSE,listing,2018-12-05,2026-07-03,https://openapi.twse.com.tw/v1/company/newlisting,twse_company_newlisting,official_recent_listing_events,partial_event_row_not_full_master,,1071205,"TWSE recent listing endpoint; dated rows accepted, coverage remains incomplete.",
4766,南寶,TWSE,listing,2018-11-28,2026-07-03,https://openapi.twse.com.tw/v1/company/newlisting,twse_company_newlisting,official_recent_listing_events,partial_event_row_not_full_master,,1071128,"TWSE recent listing endpoint; dated rows accepted, coverage remains incomplete.",
6666,羅麗芬-KY,TWSE,listing,2018-11-19,2026-07-03,https://openapi.twse.com.tw/v1/company/newlisting,twse_company_newlisting,official_recent_listing_events,partial_event_row_not_full_master,,1071119,"TWSE recent listing endpoint; dated rows accepted, coverage remains incomplete.",
5876,上海商銀,TWSE,listing,2018-10-19,2026-07-03,https://openapi.twse.com.tw/v1/company/newlisting,twse_company_newlisting,official_recent_listing_events,partial_event_row_not_full_master,,1071019,"TWSE recent listing endpoint; dated rows accepted, coverage remains incomplete.",
4961,天鈺,TWSE,listing,2018-10-17,2026-07-03,https://openapi.twse.com.tw/v1/company/newlisting,twse_company_newlisting,official_recent_listing_events,partial_event_row_not_full_master,,1071017,"TWSE recent listing endpoint; dated rows accepted, coverage remains incomplete.",
3712,永崴,TWSE,listing,2018-10-01,2026-07-03,https://openapi.twse.com.tw/v1/company/newlisting,twse_company_newlisting,official_recent_listing_events,partial_event_row_not_full_master,,1071001,"TWSE recent listing endpoint; dated rows accepted, coverage remains incomplete.",
8367,建新國際,TWSE,listing,2018-09-12,2026-07-03,https://openapi.twse.com.tw/v1/company/newlisting,twse_company_newlisting,official_recent_listing_events,partial_event_row_not_full_master,,1070912,"TWSE recent listing endpoint; dated rows accepted, coverage remains incomplete.",
3530,晶相光,TWSE,listing,2018-07-16,2026-07-03,https://openapi.twse.com.tw/v1/company/newlisting,twse_company_newlisting,official_recent_listing_events,partial_event_row_not_full_master,,1070716,"TWSE recent listing endpoint; dated rows accepted, coverage remains incomplete.",
8028,昇陽半,TWSE,listing,2018-07-10,2026-07-03,https://openapi.twse.com.tw/v1/company/newlisting,twse_company_newlisting,official_recent_listing_events,partial_event_row_not_full_master,,1070710,"TWSE recent listing endpoint; dated rows accepted, coverage remains incomplete.",
6288,聯嘉光電,TWSE,listing,2018-05-09,2026-07-03,https://openapi.twse.com.tw/v1/company/newlisting,twse_company_newlisting,official_recent_listing_events,partial_event_row_not_full_master,,1070509,"TWSE recent listing endpoint; dated rows accepted, coverage remains incomplete.",
3711,日月光投控,TWSE,listing,2018-04-30,2026-07-03,https://openapi.twse.com.tw/v1/company/newlisting,twse_company_newlisting,official_recent_listing_events,partial_event_row_not_full_master,,1070430,"TWSE recent listing endpoint; dated rows accepted, coverage remains incomplete.",
6416,瑞祺電通,TWSE,listing,2018-04-16,2026-07-03,https://openapi.twse.com.tw/v1/company/newlisting,twse_company_newlisting,official_recent_listing_events,partial_event_row_not_full_master,,1070416,"TWSE recent listing endpoint; dated rows accepted, coverage remains incomplete.",
2630,亞洲航空,TWSE,listing,2018-02-22,2026-07-03,https://openapi.twse.com.tw/v1/company/newlisting,twse_company_newlisting,official_recent_listing_events,partial_event_row_not_full_master,,1070222,"TWSE recent listing endpoint; dated rows accepted, coverage remains incomplete.",
6625,必應,TWSE,listing,2018-02-07,2026-07-03,https://openapi.twse.com.tw/v1/company/newlisting,twse_company_newlisting,official_recent_listing_events,partial_event_row_not_full_master,,1070207,"TWSE recent listing endpoint; dated rows accepted, coverage remains incomplete.",
4566,時碩工業,TWSE,listing,2018-02-05,2026-07-03,https://openapi.twse.com.tw/v1/company/newlisting,twse_company_newlisting,official_recent_listing_events,partial_event_row_not_full_master,,1070205,"TWSE recent listing endpoint; dated rows accepted, coverage remains incomplete.",
1760,寶齡富錦,TWSE,listing,2018-01-23,2026-07-03,https://openapi.twse.com.tw/v1/company/newlisting,twse_company_newlisting,official_recent_listing_events,partial_event_row_not_full_master,,1070123,"TWSE recent listing endpoint; dated rows accepted, coverage remains incomplete.",
4764,雙鍵,TWSE,listing,2018-01-04,2026-07-03,https://openapi.twse.com.tw/v1/company/newlisting,twse_company_newlisting,official_recent_listing_events,partial_event_row_not_full_master,,1070104,"TWSE recent listing endpoint; dated rows accepted, coverage remains incomplete.",
6591,動力-KY,TWSE,listing,2017-12-28,2026-07-03,https://openapi.twse.com.tw/v1/company/newlisting,twse_company_newlisting,official_recent_listing_events,partial_event_row_not_full_master,,1061228,"TWSE recent listing endpoint; dated rows accepted, coverage remains incomplete.",
8478,東哥遊艇,TWSE,listing,2017-12-11,2026-07-03,https://openapi.twse.com.tw/v1/company/newlisting,twse_company_newlisting,official_recent_listing_events,partial_event_row_not_full_master,,1061211,"TWSE recent listing endpoint; dated rows accepted, coverage remains incomplete.",
4155,訊映,TWSE,listing,2017-12-05,2026-07-03,https://openapi.twse.com.tw/v1/company/newlisting,twse_company_newlisting,official_recent_listing_events,partial_event_row_not_full_master,,1061205,"TWSE recent listing endpoint; dated rows accepted, coverage remains incomplete.",
8499,鼎炫-KY,TWSE,listing,2017-11-24,2026-07-03,https://openapi.twse.com.tw/v1/company/newlisting,twse_company_newlisting,official_recent_listing_events,partial_event_row_not_full_master,,1061124,"TWSE recent listing endpoint; dated rows accepted, coverage remains incomplete.",
6573,虹揚-KY,TWSE,listing,2017-09-26,2026-07-03,https://openapi.twse.com.tw/v1/company/newlisting,twse_company_newlisting,official_recent_listing_events,partial_event_row_not_full_master,,1060926,"TWSE recent listing endpoint; dated rows accepted, coverage remains incomplete.",
4739,康普材料,TWSE,listing,2017-09-08,2026-07-03,https://openapi.twse.com.tw/v1/company/newlisting,twse_company_newlisting,official_recent_listing_events,partial_event_row_not_full_master,,1060908,"TWSE recent listing endpoint; dated rows accepted, coverage remains incomplete.",
6579,研揚科技,TWSE,listing,2017-08-21,2026-07-03,https://openapi.twse.com.tw/v1/company/newlisting,twse_company_newlisting,official_recent_listing_events,partial_event_row_not_full_master,,1060821,"TWSE recent listing endpoint; dated rows accepted, coverage remains incomplete.",
4562,穎漢科技,TWSE,listing,2017-08-21,2026-07-03,https://openapi.twse.com.tw/v1/company/newlisting,twse_company_newlisting,official_recent_listing_events,partial_event_row_not_full_master,,1060821,"TWSE recent listing endpoint; dated rows accepted, coverage remains incomplete.",
6582,申豐,TWSE,listing,2017-06-14,2026-07-03,https://openapi.twse.com.tw/v1/company/newlisting,twse_company_newlisting,official_recent_listing_events,partial_event_row_not_full_master,,1060614,"TWSE recent listing endpoint; dated rows accepted, coverage remains incomplete.",
4148,全宇生技-KY,TWSE,listing,2017-06-08,2026-07-03,https://openapi.twse.com.tw/v1/company/newlisting,twse_company_newlisting,official_recent_listing_events,partial_event_row_not_full_master,,1060608,"TWSE recent listing endpoint; dated rows accepted, coverage remains incomplete.",
4560,強信-KY,TWSE,listing,2017-05-26,2026-07-03,https://openapi.twse.com.tw/v1/company/newlisting,twse_company_newlisting,official_recent_listing_events,partial_event_row_not_full_master,,1060526,"TWSE recent listing endpoint; dated rows accepted, coverage remains incomplete.",
