family,market,date,status,filtered_rows,http_status,response_bytes,source_url,response_sha256,retrieval_time_utc,error
taifex_foreign_oi,TAIFEX,2023-08-18,failed,0,200,480426,https://www.taifex.com.tw/cht/3/futContractsDate,71f072d7e55944c5fd3058270f3008d8e2c9109fce257b6e1a1de51979dd4c55,2026-07-11T08:58:07+00:00,parse_ImportError
taifex_foreign_oi,TAIFEX,2023-08-22,failed,0,429,5751,https://www.taifex.com.tw/cht/3/futContractsDate,1a378e41b5160605fd65ce93181c8672a24ce2789f02757b75c1dcb7c9384f86,2026-07-11T08:58:07+00:00,parse_ImportError
taifex_foreign_oi,TAIFEX,2023-08-23,failed,0,429,5751,https://www.taifex.com.tw/cht/3/futContractsDate,b5b5e45b3c7940872ef08b9544207b4e9363dd915b1add7cc45e80d165b6efa6,2026-07-11T08:58:07+00:00,parse_ImportError
taifex_foreign_oi,TAIFEX,2023-08-24,failed,0,429,5751,https://www.taifex.com.tw/cht/3/futContractsDate,9ece20e43a1309cca810863fdd934777a82648da34a85b0ad004d13ec6460268,2026-07-11T08:58:07+00:00,parse_ImportError
taifex_foreign_oi,TAIFEX,2023-08-25,failed,0,429,5751,https://www.taifex.com.tw/cht/3/futContractsDate,b6ed2b5f5d9b2cbf1681c70391646c094e8dac077bae9dd7ae0e46f8d9d9de1a,2026-07-11T08:58:07+00:00,parse_ImportError
taifex_foreign_oi,TAIFEX,2023-08-29,failed,0,429,5751,https://www.taifex.com.tw/cht/3/futContractsDate,c58b957e7fea3b013c3141f9b1e3a1650b72dd65eabf2c37cdd30c600d529070,2026-07-11T08:58:08+00:00,parse_ImportError
taifex_foreign_oi,TAIFEX,2023-08-30,failed,0,429,5751,https://www.taifex.com.tw/cht/3/futContractsDate,fdcbacad6fbe35686f813ed353f43dad90df22b234b96b02efe9bcb10027ab6c,2026-07-11T08:58:08+00:00,parse_ImportError
taifex_foreign_oi,TAIFEX,2023-08-28,failed,0,429,5751,https://www.taifex.com.tw/cht/3/futContractsDate,971a4160a1a221c9f0c6b3a0d149d753e08982726ebc1867b32a015a6d516387,2026-07-11T08:58:08+00:00,parse_ImportError
taifex_foreign_oi,TAIFEX,2023-08-31,failed,0,429,5751,https://www.taifex.com.tw/cht/3/futContractsDate,3f8f4e4b1c6631351d0bf4d5d3c4332a544c3338ddeac578dcc99fe20df41051,2026-07-11T08:58:08+00:00,parse_ImportError
taifex_foreign_oi,TAIFEX,2023-09-01,failed,0,429,5751,https://www.taifex.com.tw/cht/3/futContractsDate,3fbdd26fe8adcdfda6a2487319ca7137ec6ec5f6218edee0386f8c89a66054be,2026-07-11T08:58:09+00:00,parse_ImportError
taifex_foreign_oi,TAIFEX,2023-09-04,failed,0,429,5751,https://www.taifex.com.tw/cht/3/futContractsDate,83a74289b86eb1a6fe246ec48faa43bc94c0ce88bff01a110e7579d7adee056d,2026-07-11T08:58:09+00:00,parse_ImportError
taifex_foreign_oi,TAIFEX,2023-09-05,failed,0,429,5751,https://www.taifex.com.tw/cht/3/futContractsDate,c6ed97897b1e404fc0320c40ea3250f808ad0cae3da6e54d8ab6d02799df1ce8,2026-07-11T08:58:09+00:00,parse_ImportError
taifex_foreign_oi,TAIFEX,2023-09-06,failed,0,429,5751,https://www.taifex.com.tw/cht/3/futContractsDate,1d3a52f980c6114fbbb9ba026fe1645748f439850fd872334389c83f26438fb7,2026-07-11T08:58:09+00:00,parse_ImportError
taifex_foreign_oi,TAIFEX,2023-09-07,failed,0,429,5751,https://www.taifex.com.tw/cht/3/futContractsDate,5b9bdc57ab7ab236b76f5244704269136616632356f5ec12c51e1e56fc341bdf,2026-07-11T08:58:10+00:00,parse_ImportError
taifex_foreign_oi,TAIFEX,2023-09-08,failed,0,429,5751,https://www.taifex.com.tw/cht/3/futContractsDate,b8671945349a95c2ff9e93a14cea8eed6ad334a99d57daaea2bf33ec157df47b,2026-07-11T08:58:10+00:00,parse_ImportError
taifex_foreign_oi,TAIFEX,2023-09-11,failed,0,429,5751,https://www.taifex.com.tw/cht/3/futContractsDate,e43e0d282df0796e4efe1c0af6a5610248c08a64fd01649bb26c8ea3b84f8263,2026-07-11T08:58:10+00:00,parse_ImportError
taifex_foreign_oi,TAIFEX,2023-09-12,failed,0,429,5751,https://www.taifex.com.tw/cht/3/futContractsDate,55159511d249b5ec2aa588b94da3220c56d532c9ffbd7f1c2ef5947cc5e63ff6,2026-07-11T08:58:10+00:00,parse_ImportError
taifex_foreign_oi,TAIFEX,2023-09-13,failed,0,429,5751,https://www.taifex.com.tw/cht/3/futContractsDate,d61841967aead16439995172948c6d9f67e6fa4c350af7f57e0587424baddd91,2026-07-11T08:58:10+00:00,parse_ImportError
taifex_foreign_oi,TAIFEX,2023-09-14,failed,0,429,5751,https://www.taifex.com.tw/cht/3/futContractsDate,434e34fb9149d5939a0ce905783c2af757250a1d3a761fd0689830e580520625,2026-07-11T08:58:10+00:00,parse_ImportError
taifex_foreign_oi,TAIFEX,2023-09-15,failed,0,429,5751,https://www.taifex.com.tw/cht/3/futContractsDate,27169cfe492a22817e62ff7e4c32c01436055767f2170d5fcf95812a29777d15,2026-07-11T08:58:10+00:00,parse_ImportError
taifex_foreign_oi,TAIFEX,2023-09-18,failed,0,429,5751,https://www.taifex.com.tw/cht/3/futContractsDate,f03a6e2d67fd6239bb78cbfa17c9738f2c8ff49399e2a0dfee590fd27d3d5f58,2026-07-11T08:58:11+00:00,parse_ImportError
taifex_foreign_oi,TAIFEX,2023-09-19,failed,0,429,5751,https://www.taifex.com.tw/cht/3/futContractsDate,72a7e9d61d80998c467b43faf217214517cbaeb8a0241409d99c0e055580baba,2026-07-11T08:58:11+00:00,parse_ImportError
taifex_foreign_oi,TAIFEX,2023-09-20,failed,0,429,5751,https://www.taifex.com.tw/cht/3/futContractsDate,53c26f75349595c8a27d067c5232e184fce12150a1d273d92295a2d1405bb621,2026-07-11T08:58:11+00:00,parse_ImportError
taifex_foreign_oi,TAIFEX,2023-09-21,failed,0,429,5751,https://www.taifex.com.tw/cht/3/futContractsDate,3990fc6827f65a73420fa0d800907ee766c60d24435704299cba11b6a856c0b3,2026-07-11T08:58:11+00:00,parse_ImportError
taifex_foreign_oi,TAIFEX,2023-09-25,failed,0,429,5751,https://www.taifex.com.tw/cht/3/futContractsDate,7401c1a4ceb54a704eeb80198a72954c0a44eba857787b8f220eb9bfe674b793,2026-07-11T08:58:12+00:00,parse_ImportError
taifex_foreign_oi,TAIFEX,2023-09-26,failed,0,429,5751,https://www.taifex.com.tw/cht/3/futContractsDate,d94fdc9527d6d590dc614d0acc568f7f26ac360186e9b559aa3a2ce8eda7a406,2026-07-11T08:58:12+00:00,parse_ImportError
taifex_foreign_oi,TAIFEX,2023-09-22,failed,0,429,5751,https://www.taifex.com.tw/cht/3/futContractsDate,068e7a6e2cb23db4c280dbd56d53125f604217cea61c5cebd271b10ca06fc00c,2026-07-11T08:58:12+00:00,parse_ImportError
taifex_foreign_oi,TAIFEX,2023-09-28,failed,0,429,5751,https://www.taifex.com.tw/cht/3/futContractsDate,ec26d3c047862a65a7c8c98cbb7090d355b826680ea4370aafedcd58261f4fad,2026-07-11T08:58:12+00:00,parse_ImportError
taifex_foreign_oi,TAIFEX,2023-09-29,failed,0,429,5751,https://www.taifex.com.tw/cht/3/futContractsDate,bf895ba959413d06eed82db3e2d0c9c07f14cbccc2bf61cd924b85d13c7c44e2,2026-07-11T08:58:12+00:00,parse_ImportError
taifex_foreign_oi,TAIFEX,2023-09-27,failed,0,429,5751,https://www.taifex.com.tw/cht/3/futContractsDate,e17a9dcdb6a2f07653bde7ec90f01208ac25a203e991ff980f676524829a4756,2026-07-11T08:58:12+00:00,parse_ImportError
taifex_foreign_oi,TAIFEX,2023-10-02,failed,0,429,5751,https://www.taifex.com.tw/cht/3/futContractsDate,efa37778c0f4643e9cd74584c62f4eacff96a2fbc595f45570e9af6addac59ac,2026-07-11T08:58:12+00:00,parse_ImportError
taifex_foreign_oi,TAIFEX,2023-10-03,failed,0,429,5751,https://www.taifex.com.tw/cht/3/futContractsDate,78d86169ef1085fd20660e242527f718d00b34117f18474c0a17b030b165f431,2026-07-11T08:58:13+00:00,parse_ImportError
taifex_foreign_oi,TAIFEX,2023-10-04,failed,0,429,5751,https://www.taifex.com.tw/cht/3/futContractsDate,bc7b5fa7f20a767cb025fbe2e80e4acf3daf43ce104b402d05f114d8b9c1ed12,2026-07-11T08:58:13+00:00,parse_ImportError
taifex_foreign_oi,TAIFEX,2023-10-05,failed,0,429,5751,https://www.taifex.com.tw/cht/3/futContractsDate,3651506c715aeff2a01acb258d5ba35ae54871037b9572e012720a14b9bbafcb,2026-07-11T08:58:13+00:00,parse_ImportError
taifex_foreign_oi,TAIFEX,2023-10-06,failed,0,429,5751,https://www.taifex.com.tw/cht/3/futContractsDate,7bf12b3f9cd19771e769077ab3ae532770658d5d5b8b696f856c70f79006a243,2026-07-11T08:58:14+00:00,parse_ImportError
taifex_foreign_oi,TAIFEX,2023-10-09,failed,0,429,5751,https://www.taifex.com.tw/cht/3/futContractsDate,d4172a955d56af719da3a9d66da9d4100debb26a9bdf1bedb536af690909e48d,2026-07-11T08:58:14+00:00,parse_ImportError
taifex_foreign_oi,TAIFEX,2023-10-10,failed,0,429,5751,https://www.taifex.com.tw/cht/3/futContractsDate,fd2cf953a2e3f247df72c6d70fba3dafe5b9507e620f50fe77fd432b84a2a9c6,2026-07-11T08:58:14+00:00,parse_ImportError
taifex_foreign_oi,TAIFEX,2023-10-11,failed,0,429,5751,https://www.taifex.com.tw/cht/3/futContractsDate,69fbe49ba8ac1b2be45b13566478d105beaf74316aa58aa1a807baa54bb00f65,2026-07-11T08:58:14+00:00,parse_ImportError
taifex_foreign_oi,TAIFEX,2023-10-12,failed,0,429,5751,https://www.taifex.com.tw/cht/3/futContractsDate,775ec1d7f7c71837d89a901432e092df1efb830f7c216f64b33c08536f9da0fb,2026-07-11T08:58:14+00:00,parse_ImportError
taifex_foreign_oi,TAIFEX,2023-10-13,failed,0,429,5751,https://www.taifex.com.tw/cht/3/futContractsDate,158af3b3c657ec4959bdb93a2b92fbef4ac9adc63260ceeb13a63a3b54982664,2026-07-11T08:58:15+00:00,parse_ImportError
taifex_foreign_oi,TAIFEX,2023-10-16,failed,0,429,5751,https://www.taifex.com.tw/cht/3/futContractsDate,23a04e0783ca19409f3e1c628a7af3f3b469d5ff2eab65b7ce6a1c808dd27a1f,2026-07-11T08:58:15+00:00,parse_ImportError
taifex_foreign_oi,TAIFEX,2023-10-17,failed,0,429,5751,https://www.taifex.com.tw/cht/3/futContractsDate,86e181bf4488c9afb8b9c462d66cc02054f4de17734ed328191081a6167925b5,2026-07-11T08:58:15+00:00,parse_ImportError
taifex_foreign_oi,TAIFEX,2023-10-19,failed,0,429,5751,https://www.taifex.com.tw/cht/3/futContractsDate,569de20bb756d16d538844cdaa0484621653919e157fe1a11b781b7abcacad0d,2026-07-11T08:58:15+00:00,parse_ImportError
taifex_foreign_oi,TAIFEX,2023-10-20,failed,0,429,5751,https://www.taifex.com.tw/cht/3/futContractsDate,af01bc0eabba0c5c79b1bc22544886c6c7dbc45e04247a2fc830ae940e768955,2026-07-11T08:58:15+00:00,parse_ImportError
taifex_foreign_oi,TAIFEX,2023-10-18,failed,0,429,5751,https://www.taifex.com.tw/cht/3/futContractsDate,6415a463fdd54d15d3fd43ccfa0713b762e549590f6917e297442a5f7dbf4d30,2026-07-11T08:58:15+00:00,parse_ImportError
taifex_foreign_oi,TAIFEX,2023-10-23,failed,0,429,5751,https://www.taifex.com.tw/cht/3/futContractsDate,cdeef00f3733c42aff1f7228f19747a0f1908ca245309bec7650914583f0f0b5,2026-07-11T08:58:16+00:00,parse_ImportError
taifex_foreign_oi,TAIFEX,2023-10-24,failed,0,429,5751,https://www.taifex.com.tw/cht/3/futContractsDate,fb17a095f86e60a0633b7f889a21136b6547fe5aae51e12d746a18c1e0b422ab,2026-07-11T08:58:16+00:00,parse_ImportError
taifex_foreign_oi,TAIFEX,2023-10-25,failed,0,429,5751,https://www.taifex.com.tw/cht/3/futContractsDate,7c7ec85e7ffe800f354156af3e3982b0960f0ffa5147258dca6ec8f9e0bce026,2026-07-11T08:58:16+00:00,parse_ImportError
taifex_foreign_oi,TAIFEX,2023-10-26,failed,0,429,5751,https://www.taifex.com.tw/cht/3/futContractsDate,f35a90e9c5ba69d1127d3474fe61bb73c06074e587b6f87c179ec916db9c5cca,2026-07-11T08:58:16+00:00,parse_ImportError
taifex_foreign_oi,TAIFEX,2023-10-27,failed,0,429,5751,https://www.taifex.com.tw/cht/3/futContractsDate,20c8f0cce5ff981a467f0cb995b385d00dfc5bf67d7f46dddaac597a768e575b,2026-07-11T08:58:17+00:00,parse_ImportError
taifex_foreign_oi,TAIFEX,2023-10-30,failed,0,429,5751,https://www.taifex.com.tw/cht/3/futContractsDate,d8ed385479ccb9a3ba1a223f54388e0970ad3d1cfa45659e528f9cd60fef1e76,2026-07-11T08:58:17+00:00,parse_ImportError
taifex_foreign_oi,TAIFEX,2023-10-31,failed,0,429,5751,https://www.taifex.com.tw/cht/3/futContractsDate,ebfdc4deb173b733337356e1fe327ce0c9b00e88dbb2b91b6fe5283481133b8d,2026-07-11T08:58:17+00:00,parse_ImportError
taifex_foreign_oi,TAIFEX,2023-11-01,failed,0,429,5751,https://www.taifex.com.tw/cht/3/futContractsDate,54c900916ae171b7e3a4fb2c16e6d6de2a22de47c3e9fc19afe39ce6c663286c,2026-07-11T08:58:17+00:00,parse_ImportError
taifex_foreign_oi,TAIFEX,2023-11-02,failed,0,429,5751,https://www.taifex.com.tw/cht/3/futContractsDate,0aa3d6ff22f50d5ecaf1ce454f3cf1add48b6aba9032a03c23e4642bea2633d6,2026-07-11T08:58:17+00:00,parse_ImportError
taifex_foreign_oi,TAIFEX,2023-11-03,failed,0,429,5751,https://www.taifex.com.tw/cht/3/futContractsDate,b8211eb244dc0774d5b9e56552e84c3124b148bc2ee7fca76c949fa2bd5f0a40,2026-07-11T08:58:18+00:00,parse_ImportError
taifex_foreign_oi,TAIFEX,2023-11-06,failed,0,429,5751,https://www.taifex.com.tw/cht/3/futContractsDate,526040710beece3f3e7db18aa5740a679a8ee9177d5d7a81555bc716d9fbb856,2026-07-11T08:58:18+00:00,parse_ImportError
taifex_foreign_oi,TAIFEX,2023-11-07,failed,0,429,5751,https://www.taifex.com.tw/cht/3/futContractsDate,5bd6cf2ddfcbae83a1fe09f33168213a31d1f8e400b34d5475e84376902cffc0,2026-07-11T08:58:18+00:00,parse_ImportError
taifex_foreign_oi,TAIFEX,2023-11-08,failed,0,429,5751,https://www.taifex.com.tw/cht/3/futContractsDate,f5e18f1ce6c906a37790f5541da29d01f48d9ce1b7d7686cb08302b4c5c5966e,2026-07-11T08:58:18+00:00,parse_ImportError
taifex_foreign_oi,TAIFEX,2023-11-09,failed,0,429,5751,https://www.taifex.com.tw/cht/3/futContractsDate,642327410cff0bc0a98ccbd78077a12d0a2121056c375d5496def97862ff7f0b,2026-07-11T08:58:18+00:00,parse_ImportError
taifex_foreign_oi,TAIFEX,2023-11-10,failed,0,429,5751,https://www.taifex.com.tw/cht/3/futContractsDate,06322499b5c3c7886f20ccd5e372941e06c02dbedd03b9a3a6ce4912cde28a41,2026-07-11T08:58:18+00:00,parse_ImportError
taifex_foreign_oi,TAIFEX,2023-11-13,failed,0,429,5751,https://www.taifex.com.tw/cht/3/futContractsDate,56dd242c742b4999a9094e69144bca39910f5e797ea801a0fbf9ccd94d1e0928,2026-07-11T08:58:18+00:00,parse_ImportError
taifex_foreign_oi,TAIFEX,2023-11-14,failed,0,429,5751,https://www.taifex.com.tw/cht/3/futContractsDate,dd5b63d121a2396353d4676a2ffa74624b050d4c2fb6cb4671a8ae9e0e1ebb6a,2026-07-11T08:58:19+00:00,parse_ImportError
taifex_foreign_oi,TAIFEX,2023-11-15,failed,0,429,5751,https://www.taifex.com.tw/cht/3/futContractsDate,9787afc538b06bf2a4aabd661e0b794a67f251d171257da16e7e089a29e31980,2026-07-11T08:58:19+00:00,parse_ImportError
taifex_foreign_oi,TAIFEX,2023-11-16,failed,0,429,5751,https://www.taifex.com.tw/cht/3/futContractsDate,6bbe530d13d93fabcae9679366f3554dd7a72365cdf9c0273d42d1d877b99ee2,2026-07-11T08:58:19+00:00,parse_ImportError
taifex_foreign_oi,TAIFEX,2023-11-17,failed,0,429,5751,https://www.taifex.com.tw/cht/3/futContractsDate,eda522eba40d040397cb717013bb13015d9d546632fe746b6f2fbc4cb7aa32e0,2026-07-11T08:58:19+00:00,parse_ImportError
taifex_foreign_oi,TAIFEX,2023-11-20,failed,0,429,5751,https://www.taifex.com.tw/cht/3/futContractsDate,60c1aa063e4e53ffc9985644104e034d4e3092043032c6f34b0ec84e0999afe4,2026-07-11T08:58:19+00:00,parse_ImportError
taifex_foreign_oi,TAIFEX,2023-11-21,failed,0,429,5751,https://www.taifex.com.tw/cht/3/futContractsDate,ff63923b0621cf7e5d6b0366082e6995afff92c1bbd452cdee6213d981fb351f,2026-07-11T08:58:20+00:00,parse_ImportError
taifex_foreign_oi,TAIFEX,2023-11-22,failed,0,429,5751,https://www.taifex.com.tw/cht/3/futContractsDate,90f70107dd12e02213c51218efdbe1963fdbab068c21aaaa175a8cef3106601f,2026-07-11T08:58:20+00:00,parse_ImportError
taifex_foreign_oi,TAIFEX,2023-11-23,failed,0,429,5751,https://www.taifex.com.tw/cht/3/futContractsDate,0144ba098cea460675e3ac9f75bd256bff200b3ed5477f5f51ee8cde99a00d6e,2026-07-11T08:58:20+00:00,parse_ImportError
taifex_foreign_oi,TAIFEX,2023-11-27,failed,0,429,5751,https://www.taifex.com.tw/cht/3/futContractsDate,c8a6ef2755db2efc383b9dd9cf763d62adce0f520e584724da5faf0f8ee53eca,2026-07-11T08:58:20+00:00,parse_ImportError
taifex_foreign_oi,TAIFEX,2023-11-28,failed,0,429,5751,https://www.taifex.com.tw/cht/3/futContractsDate,840438c31501a5a208450ab0e5a06fac443667f9f5d3d591674200c067d93323,2026-07-11T08:58:20+00:00,parse_ImportError
taifex_foreign_oi,TAIFEX,2023-11-24,failed,0,429,5751,https://www.taifex.com.tw/cht/3/futContractsDate,e0d30d7f6cc8bc27d4be9f7c29b0d9fd97095ae283c6c71e3b8c690a38855d56,2026-07-11T08:58:20+00:00,parse_ImportError
taifex_foreign_oi,TAIFEX,2023-11-29,failed,0,429,5751,https://www.taifex.com.tw/cht/3/futContractsDate,3f8da0b59e79572fc170dbfcd737fe5f39c222312421a3a61d200c962c73de90,2026-07-11T08:58:21+00:00,parse_ImportError
taifex_foreign_oi,TAIFEX,2023-11-30,failed,0,429,5751,https://www.taifex.com.tw/cht/3/futContractsDate,0e3453af0815a4e9e77261d3e0856216f26f146e8226b79a31c2871023f12b79,2026-07-11T08:58:21+00:00,parse_ImportError
taifex_foreign_oi,TAIFEX,2023-12-01,failed,0,429,5751,https://www.taifex.com.tw/cht/3/futContractsDate,2b91d586812a870f39a93d2a4d25aa71d57b95dbdf4da34dd78554bb8a0668bb,2026-07-11T08:58:21+00:00,parse_ImportError
taifex_foreign_oi,TAIFEX,2023-12-04,failed,0,429,5751,https://www.taifex.com.tw/cht/3/futContractsDate,4fdfc241d50350e588db2dbc4d2ec52fd899ccce1bdec086d3a02b75b90f7af7,2026-07-11T08:58:21+00:00,parse_ImportError
taifex_foreign_oi,TAIFEX,2023-12-05,failed,0,429,5751,https://www.taifex.com.tw/cht/3/futContractsDate,4901ca80fb8b4f19e49e79e4b9362319140e955bfa724d4b26ef0e8ae2429b88,2026-07-11T08:58:22+00:00,parse_ImportError
taifex_foreign_oi,TAIFEX,2023-12-06,failed,0,429,5751,https://www.taifex.com.tw/cht/3/futContractsDate,7c15ba801adbe13d95635e6e1221b2f3bf73346c3ae3056befe72b95e6b70c75,2026-07-11T08:58:22+00:00,parse_ImportError
taifex_foreign_oi,TAIFEX,2023-12-07,failed,0,429,5751,https://www.taifex.com.tw/cht/3/futContractsDate,b93dee3da18a15cd013e23d1c12295bab701d3601067142fcf87027a283406f0,2026-07-11T08:58:22+00:00,parse_ImportError
