ticker,blocked_field,blocked_reason,attempted_sources,next_bounded_step,future_data_violation_count,formal_model_changed,trade_decision_changed,active_in_trade_decision,report_changed,portfolio_replay_executed,ready_for_strategy_replay,ready_for_formal,not_live_rule,forward_returns_live_rule_usage
2468,capital_reduction_split_merger_share_conversion,capital_change_event_route_not_materialized_in_t187ap39_40_dividend_package,twse_t187ap39_L_dividend_distribution|twse_t187ap40_L_dividend_resolution|tpex_t187ap39_O_dividend_distribution|tpex_t187ap40_O_dividend_resolution,separate_official_capital_change_route_unlock_required_before_formal_total_return_ledger,0,False,False,False,False,False,False,False,True,False
2603,exact_exdate_payment_date_market_available_timestamp,t187ap39_40_routes_provide_dividend_distribution_resolution_candidates_but_do_not_materialize_exact_historical_exdate_payment_date_timestamp_for_total_return_posting,twse_t187ap39_L_dividend_distribution|twse_t187ap40_L_dividend_resolution|tpex_t187ap39_O_dividend_distribution|tpex_t187ap40_O_dividend_resolution,unlock_official_historical_exright_detail_or_material_information_detail_route_for_selected_ticker_event_dates,0,False,False,False,False,False,False,False,True,False
2603,capital_reduction_split_merger_share_conversion,capital_change_event_route_not_materialized_in_t187ap39_40_dividend_package,twse_t187ap39_L_dividend_distribution|twse_t187ap40_L_dividend_resolution|tpex_t187ap39_O_dividend_distribution|tpex_t187ap40_O_dividend_resolution,separate_official_capital_change_route_unlock_required_before_formal_total_return_ledger,0,False,False,False,False,False,False,False,True,False
2615,exact_exdate_payment_date_market_available_timestamp,t187ap39_40_routes_provide_dividend_distribution_resolution_candidates_but_do_not_materialize_exact_historical_exdate_payment_date_timestamp_for_total_return_posting,twse_t187ap39_L_dividend_distribution|twse_t187ap40_L_dividend_resolution|tpex_t187ap39_O_dividend_distribution|tpex_t187ap40_O_dividend_resolution,unlock_official_historical_exright_detail_or_material_information_detail_route_for_selected_ticker_event_dates,0,False,False,False,False,False,False,False,True,False
2615,capital_reduction_split_merger_share_conversion,capital_change_event_route_not_materialized_in_t187ap39_40_dividend_package,twse_t187ap39_L_dividend_distribution|twse_t187ap40_L_dividend_resolution|tpex_t187ap39_O_dividend_distribution|tpex_t187ap40_O_dividend_resolution,separate_official_capital_change_route_unlock_required_before_formal_total_return_ledger,0,False,False,False,False,False,False,False,True,False
2636,exact_exdate_payment_date_market_available_timestamp,t187ap39_40_routes_provide_dividend_distribution_resolution_candidates_but_do_not_materialize_exact_historical_exdate_payment_date_timestamp_for_total_return_posting,twse_t187ap39_L_dividend_distribution|twse_t187ap40_L_dividend_resolution|tpex_t187ap39_O_dividend_distribution|tpex_t187ap40_O_dividend_resolution,unlock_official_historical_exright_detail_or_material_information_detail_route_for_selected_ticker_event_dates,0,False,False,False,False,False,False,False,True,False
2636,capital_reduction_split_merger_share_conversion,capital_change_event_route_not_materialized_in_t187ap39_40_dividend_package,twse_t187ap39_L_dividend_distribution|twse_t187ap40_L_dividend_resolution|tpex_t187ap39_O_dividend_distribution|tpex_t187ap40_O_dividend_resolution,separate_official_capital_change_route_unlock_required_before_formal_total_return_ledger,0,False,False,False,False,False,False,False,True,False
3008,exact_exdate_payment_date_market_available_timestamp,t187ap39_40_routes_provide_dividend_distribution_resolution_candidates_but_do_not_materialize_exact_historical_exdate_payment_date_timestamp_for_total_return_posting,twse_t187ap39_L_dividend_distribution|twse_t187ap40_L_dividend_resolution|tpex_t187ap39_O_dividend_distribution|tpex_t187ap40_O_dividend_resolution,unlock_official_historical_exright_detail_or_material_information_detail_route_for_selected_ticker_event_dates,0,False,False,False,False,False,False,False,True,False
3008,capital_reduction_split_merger_share_conversion,capital_change_event_route_not_materialized_in_t187ap39_40_dividend_package,twse_t187ap39_L_dividend_distribution|twse_t187ap40_L_dividend_resolution|tpex_t187ap39_O_dividend_distribution|tpex_t187ap40_O_dividend_resolution,separate_official_capital_change_route_unlock_required_before_formal_total_return_ledger,0,False,False,False,False,False,False,False,True,False
3037,exact_exdate_payment_date_market_available_timestamp,t187ap39_40_routes_provide_dividend_distribution_resolution_candidates_but_do_not_materialize_exact_historical_exdate_payment_date_timestamp_for_total_return_posting,twse_t187ap39_L_dividend_distribution|twse_t187ap40_L_dividend_resolution|tpex_t187ap39_O_dividend_distribution|tpex_t187ap40_O_dividend_resolution,unlock_official_historical_exright_detail_or_material_information_detail_route_for_selected_ticker_event_dates,0,False,False,False,False,False,False,False,True,False
3037,capital_reduction_split_merger_share_conversion,capital_change_event_route_not_materialized_in_t187ap39_40_dividend_package,twse_t187ap39_L_dividend_distribution|twse_t187ap40_L_dividend_resolution|tpex_t187ap39_O_dividend_distribution|tpex_t187ap40_O_dividend_resolution,separate_official_capital_change_route_unlock_required_before_formal_total_return_ledger,0,False,False,False,False,False,False,False,True,False
3090,exact_exdate_payment_date_market_available_timestamp,t187ap39_40_routes_provide_dividend_distribution_resolution_candidates_but_do_not_materialize_exact_historical_exdate_payment_date_timestamp_for_total_return_posting,twse_t187ap39_L_dividend_distribution|twse_t187ap40_L_dividend_resolution|tpex_t187ap39_O_dividend_distribution|tpex_t187ap40_O_dividend_resolution,unlock_official_historical_exright_detail_or_material_information_detail_route_for_selected_ticker_event_dates,0,False,False,False,False,False,False,False,True,False
3090,capital_reduction_split_merger_share_conversion,capital_change_event_route_not_materialized_in_t187ap39_40_dividend_package,twse_t187ap39_L_dividend_distribution|twse_t187ap40_L_dividend_resolution|tpex_t187ap39_O_dividend_distribution|tpex_t187ap40_O_dividend_resolution,separate_official_capital_change_route_unlock_required_before_formal_total_return_ledger,0,False,False,False,False,False,False,False,True,False
3105,exact_exdate_payment_date_market_available_timestamp,t187ap39_40_routes_provide_dividend_distribution_resolution_candidates_but_do_not_materialize_exact_historical_exdate_payment_date_timestamp_for_total_return_posting,twse_t187ap39_L_dividend_distribution|twse_t187ap40_L_dividend_resolution|tpex_t187ap39_O_dividend_distribution|tpex_t187ap40_O_dividend_resolution,unlock_official_historical_exright_detail_or_material_information_detail_route_for_selected_ticker_event_dates,0,False,False,False,False,False,False,False,True,False
3105,capital_reduction_split_merger_share_conversion,capital_change_event_route_not_materialized_in_t187ap39_40_dividend_package,twse_t187ap39_L_dividend_distribution|twse_t187ap40_L_dividend_resolution|tpex_t187ap39_O_dividend_distribution|tpex_t187ap40_O_dividend_resolution,separate_official_capital_change_route_unlock_required_before_formal_total_return_ledger,0,False,False,False,False,False,False,False,True,False
3163,exact_exdate_payment_date_market_available_timestamp,t187ap39_40_routes_provide_dividend_distribution_resolution_candidates_but_do_not_materialize_exact_historical_exdate_payment_date_timestamp_for_total_return_posting,twse_t187ap39_L_dividend_distribution|twse_t187ap40_L_dividend_resolution|tpex_t187ap39_O_dividend_distribution|tpex_t187ap40_O_dividend_resolution,unlock_official_historical_exright_detail_or_material_information_detail_route_for_selected_ticker_event_dates,0,False,False,False,False,False,False,False,True,False
3163,capital_reduction_split_merger_share_conversion,capital_change_event_route_not_materialized_in_t187ap39_40_dividend_package,twse_t187ap39_L_dividend_distribution|twse_t187ap40_L_dividend_resolution|tpex_t187ap39_O_dividend_distribution|tpex_t187ap40_O_dividend_resolution,separate_official_capital_change_route_unlock_required_before_formal_total_return_ledger,0,False,False,False,False,False,False,False,True,False
3260,exact_exdate_payment_date_market_available_timestamp,t187ap39_40_routes_provide_dividend_distribution_resolution_candidates_but_do_not_materialize_exact_historical_exdate_payment_date_timestamp_for_total_return_posting,twse_t187ap39_L_dividend_distribution|twse_t187ap40_L_dividend_resolution|tpex_t187ap39_O_dividend_distribution|tpex_t187ap40_O_dividend_resolution,unlock_official_historical_exright_detail_or_material_information_detail_route_for_selected_ticker_event_dates,0,False,False,False,False,False,False,False,True,False
3260,capital_reduction_split_merger_share_conversion,capital_change_event_route_not_materialized_in_t187ap39_40_dividend_package,twse_t187ap39_L_dividend_distribution|twse_t187ap40_L_dividend_resolution|tpex_t187ap39_O_dividend_distribution|tpex_t187ap40_O_dividend_resolution,separate_official_capital_change_route_unlock_required_before_formal_total_return_ledger,0,False,False,False,False,False,False,False,True,False
3324,exact_exdate_payment_date_market_available_timestamp,t187ap39_40_routes_provide_dividend_distribution_resolution_candidates_but_do_not_materialize_exact_historical_exdate_payment_date_timestamp_for_total_return_posting,twse_t187ap39_L_dividend_distribution|twse_t187ap40_L_dividend_resolution|tpex_t187ap39_O_dividend_distribution|tpex_t187ap40_O_dividend_resolution,unlock_official_historical_exright_detail_or_material_information_detail_route_for_selected_ticker_event_dates,0,False,False,False,False,False,False,False,True,False
3324,capital_reduction_split_merger_share_conversion,capital_change_event_route_not_materialized_in_t187ap39_40_dividend_package,twse_t187ap39_L_dividend_distribution|twse_t187ap40_L_dividend_resolution|tpex_t187ap39_O_dividend_distribution|tpex_t187ap40_O_dividend_resolution,separate_official_capital_change_route_unlock_required_before_formal_total_return_ledger,0,False,False,False,False,False,False,False,True,False
3346,exact_exdate_payment_date_market_available_timestamp,t187ap39_40_routes_provide_dividend_distribution_resolution_candidates_but_do_not_materialize_exact_historical_exdate_payment_date_timestamp_for_total_return_posting,twse_t187ap39_L_dividend_distribution|twse_t187ap40_L_dividend_resolution|tpex_t187ap39_O_dividend_distribution|tpex_t187ap40_O_dividend_resolution,unlock_official_historical_exright_detail_or_material_information_detail_route_for_selected_ticker_event_dates,0,False,False,False,False,False,False,False,True,False
3346,capital_reduction_split_merger_share_conversion,capital_change_event_route_not_materialized_in_t187ap39_40_dividend_package,twse_t187ap39_L_dividend_distribution|twse_t187ap40_L_dividend_resolution|tpex_t187ap39_O_dividend_distribution|tpex_t187ap40_O_dividend_resolution,separate_official_capital_change_route_unlock_required_before_formal_total_return_ledger,0,False,False,False,False,False,False,False,True,False
3661,exact_exdate_payment_date_market_available_timestamp,t187ap39_40_routes_provide_dividend_distribution_resolution_candidates_but_do_not_materialize_exact_historical_exdate_payment_date_timestamp_for_total_return_posting,twse_t187ap39_L_dividend_distribution|twse_t187ap40_L_dividend_resolution|tpex_t187ap39_O_dividend_distribution|tpex_t187ap40_O_dividend_resolution,unlock_official_historical_exright_detail_or_material_information_detail_route_for_selected_ticker_event_dates,0,False,False,False,False,False,False,False,True,False
3661,capital_reduction_split_merger_share_conversion,capital_change_event_route_not_materialized_in_t187ap39_40_dividend_package,twse_t187ap39_L_dividend_distribution|twse_t187ap40_L_dividend_resolution|tpex_t187ap39_O_dividend_distribution|tpex_t187ap40_O_dividend_resolution,separate_official_capital_change_route_unlock_required_before_formal_total_return_ledger,0,False,False,False,False,False,False,False,True,False
4971,exact_exdate_payment_date_market_available_timestamp,t187ap39_40_routes_provide_dividend_distribution_resolution_candidates_but_do_not_materialize_exact_historical_exdate_payment_date_timestamp_for_total_return_posting,twse_t187ap39_L_dividend_distribution|twse_t187ap40_L_dividend_resolution|tpex_t187ap39_O_dividend_distribution|tpex_t187ap40_O_dividend_resolution,unlock_official_historical_exright_detail_or_material_information_detail_route_for_selected_ticker_event_dates,0,False,False,False,False,False,False,False,True,False
4971,capital_reduction_split_merger_share_conversion,capital_change_event_route_not_materialized_in_t187ap39_40_dividend_package,twse_t187ap39_L_dividend_distribution|twse_t187ap40_L_dividend_resolution|tpex_t187ap39_O_dividend_distribution|tpex_t187ap40_O_dividend_resolution,separate_official_capital_change_route_unlock_required_before_formal_total_return_ledger,0,False,False,False,False,False,False,False,True,False
6121,exact_exdate_payment_date_market_available_timestamp,t187ap39_40_routes_provide_dividend_distribution_resolution_candidates_but_do_not_materialize_exact_historical_exdate_payment_date_timestamp_for_total_return_posting,twse_t187ap39_L_dividend_distribution|twse_t187ap40_L_dividend_resolution|tpex_t187ap39_O_dividend_distribution|tpex_t187ap40_O_dividend_resolution,unlock_official_historical_exright_detail_or_material_information_detail_route_for_selected_ticker_event_dates,0,False,False,False,False,False,False,False,True,False
6121,capital_reduction_split_merger_share_conversion,capital_change_event_route_not_materialized_in_t187ap39_40_dividend_package,twse_t187ap39_L_dividend_distribution|twse_t187ap40_L_dividend_resolution|tpex_t187ap39_O_dividend_distribution|tpex_t187ap40_O_dividend_resolution,separate_official_capital_change_route_unlock_required_before_formal_total_return_ledger,0,False,False,False,False,False,False,False,True,False
6143,exact_exdate_payment_date_market_available_timestamp,t187ap39_40_routes_provide_dividend_distribution_resolution_candidates_but_do_not_materialize_exact_historical_exdate_payment_date_timestamp_for_total_return_posting,twse_t187ap39_L_dividend_distribution|twse_t187ap40_L_dividend_resolution|tpex_t187ap39_O_dividend_distribution|tpex_t187ap40_O_dividend_resolution,unlock_official_historical_exright_detail_or_material_information_detail_route_for_selected_ticker_event_dates,0,False,False,False,False,False,False,False,True,False
6143,capital_reduction_split_merger_share_conversion,capital_change_event_route_not_materialized_in_t187ap39_40_dividend_package,twse_t187ap39_L_dividend_distribution|twse_t187ap40_L_dividend_resolution|tpex_t187ap39_O_dividend_distribution|tpex_t187ap40_O_dividend_resolution,separate_official_capital_change_route_unlock_required_before_formal_total_return_ledger,0,False,False,False,False,False,False,False,True,False
6150,exact_exdate_payment_date_market_available_timestamp,t187ap39_40_routes_provide_dividend_distribution_resolution_candidates_but_do_not_materialize_exact_historical_exdate_payment_date_timestamp_for_total_return_posting,twse_t187ap39_L_dividend_distribution|twse_t187ap40_L_dividend_resolution|tpex_t187ap39_O_dividend_distribution|tpex_t187ap40_O_dividend_resolution,unlock_official_historical_exright_detail_or_material_information_detail_route_for_selected_ticker_event_dates,0,False,False,False,False,False,False,False,True,False
6150,capital_reduction_split_merger_share_conversion,capital_change_event_route_not_materialized_in_t187ap39_40_dividend_package,twse_t187ap39_L_dividend_distribution|twse_t187ap40_L_dividend_resolution|tpex_t187ap39_O_dividend_distribution|tpex_t187ap40_O_dividend_resolution,separate_official_capital_change_route_unlock_required_before_formal_total_return_ledger,0,False,False,False,False,False,False,False,True,False
6573,exact_exdate_payment_date_market_available_timestamp,t187ap39_40_routes_provide_dividend_distribution_resolution_candidates_but_do_not_materialize_exact_historical_exdate_payment_date_timestamp_for_total_return_posting,twse_t187ap39_L_dividend_distribution|twse_t187ap40_L_dividend_resolution|tpex_t187ap39_O_dividend_distribution|tpex_t187ap40_O_dividend_resolution,unlock_official_historical_exright_detail_or_material_information_detail_route_for_selected_ticker_event_dates,0,False,False,False,False,False,False,False,True,False
6573,capital_reduction_split_merger_share_conversion,capital_change_event_route_not_materialized_in_t187ap39_40_dividend_package,twse_t187ap39_L_dividend_distribution|twse_t187ap40_L_dividend_resolution|tpex_t187ap39_O_dividend_distribution|tpex_t187ap40_O_dividend_resolution,separate_official_capital_change_route_unlock_required_before_formal_total_return_ledger,0,False,False,False,False,False,False,False,True,False
6796,corporate_action_or_cash_distribution_events,no_selected_ticker_rows_returned_by_official_t187ap39_40_routes,twse_t187ap39_L_dividend_distribution|twse_t187ap40_L_dividend_resolution|tpex_t187ap39_O_dividend_distribution|tpex_t187ap40_O_dividend_resolution,official_exdate_or_mops_material_info_route_by_ticker_period_if_core_requires_ticker_specific_proof,0,False,False,False,False,False,False,False,True,False
6796,exact_exdate_payment_date_market_available_timestamp,t187ap39_40_routes_provide_dividend_distribution_resolution_candidates_but_do_not_materialize_exact_historical_exdate_payment_date_timestamp_for_total_return_posting,twse_t187ap39_L_dividend_distribution|twse_t187ap40_L_dividend_resolution|tpex_t187ap39_O_dividend_distribution|tpex_t187ap40_O_dividend_resolution,unlock_official_historical_exright_detail_or_material_information_detail_route_for_selected_ticker_event_dates,0,False,False,False,False,False,False,False,True,False
6796,capital_reduction_split_merger_share_conversion,capital_change_event_route_not_materialized_in_t187ap39_40_dividend_package,twse_t187ap39_L_dividend_distribution|twse_t187ap40_L_dividend_resolution|tpex_t187ap39_O_dividend_distribution|tpex_t187ap40_O_dividend_resolution,separate_official_capital_change_route_unlock_required_before_formal_total_return_ledger,0,False,False,False,False,False,False,False,True,False
8021,exact_exdate_payment_date_market_available_timestamp,t187ap39_40_routes_provide_dividend_distribution_resolution_candidates_but_do_not_materialize_exact_historical_exdate_payment_date_timestamp_for_total_return_posting,twse_t187ap39_L_dividend_distribution|twse_t187ap40_L_dividend_resolution|tpex_t187ap39_O_dividend_distribution|tpex_t187ap40_O_dividend_resolution,unlock_official_historical_exright_detail_or_material_information_detail_route_for_selected_ticker_event_dates,0,False,False,False,False,False,False,False,True,False
8021,capital_reduction_split_merger_share_conversion,capital_change_event_route_not_materialized_in_t187ap39_40_dividend_package,twse_t187ap39_L_dividend_distribution|twse_t187ap40_L_dividend_resolution|tpex_t187ap39_O_dividend_distribution|tpex_t187ap40_O_dividend_resolution,separate_official_capital_change_route_unlock_required_before_formal_total_return_ledger,0,False,False,False,False,False,False,False,True,False
8163,exact_exdate_payment_date_market_available_timestamp,t187ap39_40_routes_provide_dividend_distribution_resolution_candidates_but_do_not_materialize_exact_historical_exdate_payment_date_timestamp_for_total_return_posting,twse_t187ap39_L_dividend_distribution|twse_t187ap40_L_dividend_resolution|tpex_t187ap39_O_dividend_distribution|tpex_t187ap40_O_dividend_resolution,unlock_official_historical_exright_detail_or_material_information_detail_route_for_selected_ticker_event_dates,0,False,False,False,False,False,False,False,True,False
8163,capital_reduction_split_merger_share_conversion,capital_change_event_route_not_materialized_in_t187ap39_40_dividend_package,twse_t187ap39_L_dividend_distribution|twse_t187ap40_L_dividend_resolution|tpex_t187ap39_O_dividend_distribution|tpex_t187ap40_O_dividend_resolution,separate_official_capital_change_route_unlock_required_before_formal_total_return_ledger,0,False,False,False,False,False,False,False,True,False
8433,exact_exdate_payment_date_market_available_timestamp,t187ap39_40_routes_provide_dividend_distribution_resolution_candidates_but_do_not_materialize_exact_historical_exdate_payment_date_timestamp_for_total_return_posting,twse_t187ap39_L_dividend_distribution|twse_t187ap40_L_dividend_resolution|tpex_t187ap39_O_dividend_distribution|tpex_t187ap40_O_dividend_resolution,unlock_official_historical_exright_detail_or_material_information_detail_route_for_selected_ticker_event_dates,0,False,False,False,False,False,False,False,True,False
8433,capital_reduction_split_merger_share_conversion,capital_change_event_route_not_materialized_in_t187ap39_40_dividend_package,twse_t187ap39_L_dividend_distribution|twse_t187ap40_L_dividend_resolution|tpex_t187ap39_O_dividend_distribution|tpex_t187ap40_O_dividend_resolution,separate_official_capital_change_route_unlock_required_before_formal_total_return_ledger,0,False,False,False,False,False,False,False,True,False
8478,exact_exdate_payment_date_market_available_timestamp,t187ap39_40_routes_provide_dividend_distribution_resolution_candidates_but_do_not_materialize_exact_historical_exdate_payment_date_timestamp_for_total_return_posting,twse_t187ap39_L_dividend_distribution|twse_t187ap40_L_dividend_resolution|tpex_t187ap39_O_dividend_distribution|tpex_t187ap40_O_dividend_resolution,unlock_official_historical_exright_detail_or_material_information_detail_route_for_selected_ticker_event_dates,0,False,False,False,False,False,False,False,True,False
8478,capital_reduction_split_merger_share_conversion,capital_change_event_route_not_materialized_in_t187ap39_40_dividend_package,twse_t187ap39_L_dividend_distribution|twse_t187ap40_L_dividend_resolution|tpex_t187ap39_O_dividend_distribution|tpex_t187ap40_O_dividend_resolution,separate_official_capital_change_route_unlock_required_before_formal_total_return_ledger,0,False,False,False,False,False,False,False,True,False
