package,relative_path,size_mb,file_count,source_class,governance_disposition,raw_source_size_mb,large_shard_size_mb,cache_compatible_size_mb,largest_file,largest_file_size_mb,recommendation,delete_allowed,notes
radar_dynamic_pool1_quarterly_fundamentals_route_unlock_20260703,outputs/radar_dynamic_pool1_quarterly_fundamentals_route_unlock_20260703,7.288,33,proxy_partial_or_blocked_evidence,diagnostic_keep_optional,7.092,0.0,0.0,outputs/radar_dynamic_pool1_quarterly_fundamentals_route_unlock_20260703/raw_sources/t163sb04_sii_113q04_response.html,1.553,保留 package summary 與 readiness；依檔案型態分流 raw/archive 與 normalized rows。,false,"{""intermediate_or_unknown"": {""count"": 1, ""size_mb"": 0.02}, ""normalized_or_attempt_ledger"": {""count"": 5, ""size_mb"": 0.168}, ""raw_source_archive"": {""count"": 18, ""size_mb"": 7.092}, ""source_manifest_or_governance_ledger"": {""count"": 9, ""size_mb"": 0.007}}"
radar_tw50_0050_endpoint_post_probe_phase5_201411_202312_20260629,outputs/radar_tw50_0050_endpoint_post_probe_phase5_201411_202312_20260629,5.616,143,failed_or_superseded_route_attempt_evidence,archive_or_compress_candidates,5.529,0.0,0.0,outputs/radar_tw50_0050_endpoint_post_probe_phase5_201411_202312_20260629/raw_sources/chunk_direct_chunk_4aca78edd44be4d18829.js.js,0.999,保留 summary/manifest/attempt logs；raw wrappers、HTML、PDF、browser artifact 可壓縮封存。,false,"{""intermediate_or_unknown"": {""count"": 2, ""size_mb"": 0.022}, ""normalized_or_attempt_ledger"": {""count"": 10, ""size_mb"": 0.057}, ""raw_source_archive"": {""count"": 126, ""size_mb"": 5.529}, ""source_manifest_or_governance_ledger"": {""count"": 5, ""size_mb"": 0.007}}"
radar_dynamic_pool1_listing_delisting_suspension_master_20260703,outputs/radar_dynamic_pool1_listing_delisting_suspension_master_20260703,4.958,29,formal_or_source_backed_normalized_candidate,keep_required_for_backtest,3.533,0.0,0.0,outputs/radar_dynamic_pool1_listing_delisting_suspension_master_20260703/raw_sources/twse_current_company_profile.json,1.259,保留 normalized rows/shards、manifest、readiness、future-data audit；raw source 可另列壓縮候選。,false,"{""intermediate_or_unknown"": {""count"": 1, ""size_mb"": 0.032}, ""normalized_or_attempt_ledger"": {""count"": 6, ""size_mb"": 1.376}, ""raw_source_archive"": {""count"": 12, ""size_mb"": 3.533}, ""source_manifest_or_governance_ledger"": {""count"": 10, ""size_mb"": 0.016}}"
radar_dynamic_pool1_listing_master_completion_20260703,outputs/radar_dynamic_pool1_listing_master_completion_20260703,4.782,444,formal_or_source_backed_normalized_candidate,keep_required_for_backtest,1.385,0.0,0.0,outputs/radar_dynamic_pool1_listing_master_completion_20260703/accepted_suspension_event_rows.csv,1.786,保留 normalized rows/shards、manifest、readiness、future-data audit；raw source 可另列壓縮候選。,false,"{""intermediate_or_unknown"": {""count"": 1, ""size_mb"": 0.039}, ""normalized_or_attempt_ledger"": {""count"": 8, ""size_mb"": 3.308}, ""raw_source_archive"": {""count"": 425, ""size_mb"": 1.385}, ""source_manifest_or_governance_ledger"": {""count"": 10, ""size_mb"": 0.051}}"
radar_dynamic_pool1_sector_mainline_pit_source_package_20260703,outputs/radar_dynamic_pool1_sector_mainline_pit_source_package_20260703,3.574,113,diagnostic_only_evidence,diagnostic_keep_optional,2.433,0.0,0.0,outputs/radar_dynamic_pool1_sector_mainline_pit_source_package_20260703/raw_sources/tpex_https_www_tpex_org_tw_www_zh_tw_afterTrading_dailyQuotes_date_2026_07_02_response_json.txt,1.441,保留 evidence ledger、manifest、audit；raw PDF/HTML 可壓縮封存，不可刪除尚未備份資料。,false,"{""intermediate_or_unknown"": {""count"": 2, ""size_mb"": 0.052}, ""normalized_or_attempt_ledger"": {""count"": 5, ""size_mb"": 1.058}, ""raw_source_archive"": {""count"": 96, ""size_mb"": 2.433}, ""source_manifest_or_governance_ledger"": {""count"": 10, ""size_mb"": 0.031}}"
radar_dynamic_pool1_tpex_suspension_transition_event_ledger_20260703,outputs/radar_dynamic_pool1_tpex_suspension_transition_event_ledger_20260703,1.564,15,formal_or_source_backed_normalized_candidate,keep_required_for_backtest,0.0,0.0,0.0,outputs/radar_dynamic_pool1_tpex_suspension_transition_event_ledger_20260703/transition_event_candidates.csv,0.743,保留 normalized rows/shards、manifest、readiness、future-data audit；raw source 可另列壓縮候選。,false,"{""intermediate_or_unknown"": {""count"": 1, ""size_mb"": 0.024}, ""normalized_or_attempt_ledger"": {""count"": 6, ""size_mb"": 1.533}, ""source_manifest_or_governance_ledger"": {""count"": 8, ""size_mb"": 0.007}}"
radar_0050_pit_missing_price_coverage_4tickers_20260629,outputs/radar_0050_pit_missing_price_coverage_4tickers_20260629,1.351,215,proxy_partial_or_blocked_evidence,diagnostic_keep_optional,0.459,0.0,0.121,outputs/radar_0050_pit_missing_price_coverage_4tickers_20260629/price_candidate_rows.csv,0.67,保留 package summary 與 readiness；依檔案型態分流 raw/archive 與 normalized rows。,false,"{""cache_compatible_candidate"": {""count"": 5, ""size_mb"": 0.121}, ""intermediate_or_unknown"": {""count"": 1, ""size_mb"": 0.022}, ""normalized_or_attempt_ledger"": {""count"": 5, ""size_mb"": 0.744}, ""raw_source_archive"": {""count"": 197, ""size_mb"": 0.459}, ""source_manifest_or_governance_ledger"": {""count"": 7, ""size_mb"": 0.005}}"
radar_dynamic_pool1_mops_mainline_evidence_ledger_20260704,outputs/radar_dynamic_pool1_mops_mainline_evidence_ledger_20260704,1.119,24,diagnostic_only_evidence,diagnostic_keep_optional,1.036,0.0,0.0,outputs/radar_dynamic_pool1_mops_mainline_evidence_ledger_20260704/raw_sources/openapi_twse_com_tw_v1_opendata_t187ap46_L_19.json,0.556,保留 evidence ledger、manifest、audit；raw PDF/HTML 可壓縮封存，不可刪除尚未備份資料。,false,"{""intermediate_or_unknown"": {""count"": 1, ""size_mb"": 0.022}, ""normalized_or_attempt_ledger"": {""count"": 7, ""size_mb"": 0.054}, ""raw_source_archive"": {""count"": 6, ""size_mb"": 1.036}, ""source_manifest_or_governance_ledger"": {""count"": 10, ""size_mb"": 0.008}}"
radar_dynamic_pool1_tpex_static_reverse_archive_probe_20260703,outputs/radar_dynamic_pool1_tpex_static_reverse_archive_probe_20260703,0.997,66,diagnostic_only_evidence,diagnostic_keep_optional,0.859,0.0,0.0,outputs/radar_dynamic_pool1_tpex_static_reverse_archive_probe_20260703/raw_sources/js/tables.js,0.119,保留 evidence ledger、manifest、audit；raw PDF/HTML 可壓縮封存，不可刪除尚未備份資料。,false,"{""intermediate_or_unknown"": {""count"": 1, ""size_mb"": 0.03}, ""normalized_or_attempt_ledger"": {""count"": 8, ""size_mb"": 0.099}, ""raw_source_archive"": {""count"": 49, ""size_mb"": 0.859}, ""source_manifest_or_governance_ledger"": {""count"": 8, ""size_mb"": 0.009}}"
radar_tw50_0050_session_replay_phase6_201411_202312_20260629,outputs/radar_tw50_0050_session_replay_phase6_201411_202312_20260629,0.511,66,failed_or_superseded_route_attempt_evidence,archive_or_compress_candidates,0.446,0.0,0.0,outputs/radar_tw50_0050_session_replay_phase6_201411_202312_20260629/raw_sources/sitca_in2421_initial_get.html,0.111,保留 summary/manifest/attempt logs；raw wrappers、HTML、PDF、browser artifact 可壓縮封存。,false,"{""intermediate_or_unknown"": {""count"": 2, ""size_mb"": 0.018}, ""normalized_or_attempt_ledger"": {""count"": 9, ""size_mb"": 0.039}, ""raw_source_archive"": {""count"": 50, ""size_mb"": 0.446}, ""source_manifest_or_governance_ledger"": {""count"": 5, ""size_mb"": 0.007}}"
radar_dynamic_pool1_tpex_historical_listing_status_master_20260703,outputs/radar_dynamic_pool1_tpex_historical_listing_status_master_20260703,0.107,18,diagnostic_only_evidence,diagnostic_keep_optional,0.0,0.0,0.0,outputs/radar_dynamic_pool1_tpex_historical_listing_status_master_20260703/accepted_current_or_carried_tpex_rows.csv,0.067,保留 evidence ledger、manifest、audit；raw PDF/HTML 可壓縮封存，不可刪除尚未備份資料。,false,"{""intermediate_or_unknown"": {""count"": 1, ""size_mb"": 0.022}, ""normalized_or_attempt_ledger"": {""count"": 7, ""size_mb"": 0.071}, ""source_manifest_or_governance_ledger"": {""count"": 10, ""size_mb"": 0.014}}"
radar_dynamic_pool1_pit_source_acquisition_20260703,outputs/radar_dynamic_pool1_pit_source_acquisition_20260703,0.102,17,failed_or_superseded_route_attempt_evidence,archive_or_compress_candidates,0.0,0.0,0.0,outputs/radar_dynamic_pool1_pit_source_acquisition_20260703/__pycache__/build_dynamic_pool1_source_package.cpython-311.pyc,0.028,保留 summary/manifest/attempt logs；raw wrappers、HTML、PDF、browser artifact 可壓縮封存。,false,"{""intermediate_or_unknown"": {""count"": 2, ""size_mb"": 0.055}, ""normalized_or_attempt_ledger"": {""count"": 5, ""size_mb"": 0.012}, ""source_manifest_or_governance_ledger"": {""count"": 10, ""size_mb"": 0.035}}"
radar_tw50_0050_historical_source_download_201411_202312_20260629,outputs/radar_tw50_0050_historical_source_download_201411_202312_20260629,0.089,18,failed_or_superseded_route_attempt_evidence,archive_or_compress_candidates,0.058,0.0,0.0,outputs/radar_tw50_0050_historical_source_download_201411_202312_20260629/raw_sources/2021Q4_yuanta_domestic_quarterly_holdings_fixed_https_20220523000307.bin,0.014,保留 summary/manifest/attempt logs；raw wrappers、HTML、PDF、browser artifact 可壓縮封存。,false,"{""intermediate_or_unknown"": {""count"": 1, ""size_mb"": 0.011}, ""normalized_or_attempt_ledger"": {""count"": 6, ""size_mb"": 0.015}, ""raw_source_archive"": {""count"": 6, ""size_mb"": 0.058}, ""source_manifest_or_governance_ledger"": {""count"": 5, ""size_mb"": 0.005}}"
radar_2015_2021_sector_mainline_pit_contract_20260703,outputs/radar_2015_2021_sector_mainline_pit_contract_20260703,0.039,18,proxy_partial_or_blocked_evidence,diagnostic_keep_optional,0.0,0.0,0.0,outputs/radar_2015_2021_sector_mainline_pit_contract_20260703/build_sector_mainline_pit_contract.py,0.023,保留 package summary 與 readiness；依檔案型態分流 raw/archive 與 normalized rows。,false,"{""intermediate_or_unknown"": {""count"": 1, ""size_mb"": 0.023}, ""normalized_or_attempt_ledger"": {""count"": 8, ""size_mb"": 0.005}, ""source_manifest_or_governance_ledger"": {""count"": 9, ""size_mb"": 0.011}}"
radar_dynamic_pool1_quarterly_fundamentals_pit_20260703,outputs/radar_dynamic_pool1_quarterly_fundamentals_pit_20260703,0.036,17,proxy_partial_or_blocked_evidence,diagnostic_keep_optional,0.0,0.0,0.0,outputs/radar_dynamic_pool1_quarterly_fundamentals_pit_20260703/build_quarterly_fundamentals_package.py,0.019,保留 package summary 與 readiness；依檔案型態分流 raw/archive 與 normalized rows。,false,"{""intermediate_or_unknown"": {""count"": 1, ""size_mb"": 0.019}, ""normalized_or_attempt_ledger"": {""count"": 5, ""size_mb"": 0.006}, ""source_manifest_or_governance_ledger"": {""count"": 11, ""size_mb"": 0.011}}"
radar_dynamic_pool1_sector_taxonomy_readiness_20260704,outputs/radar_dynamic_pool1_sector_taxonomy_readiness_20260704,0.034,18,diagnostic_only_evidence,diagnostic_keep_optional,0.0,0.0,0.0,outputs/radar_dynamic_pool1_sector_taxonomy_readiness_20260704/build_sector_taxonomy_readiness.py,0.016,保留 evidence ledger、manifest、audit；raw PDF/HTML 可壓縮封存，不可刪除尚未備份資料。,false,"{""intermediate_or_unknown"": {""count"": 1, ""size_mb"": 0.016}, ""normalized_or_attempt_ledger"": {""count"": 7, ""size_mb"": 0.008}, ""source_manifest_or_governance_ledger"": {""count"": 10, ""size_mb"": 0.01}}"
radar_tw50_0050_manual_pit_ledger_phase2_20260629,outputs/radar_tw50_0050_manual_pit_ledger_phase2_20260629,0.021,13,proxy_partial_or_blocked_evidence,diagnostic_keep_optional,0.002,0.0,0.0,outputs/radar_tw50_0050_manual_pit_ledger_phase2_20260629/source_acquisition_plan.csv,0.004,保留 package summary 與 readiness；依檔案型態分流 raw/archive 與 normalized rows。,false,"{""normalized_or_attempt_ledger"": {""count"": 7, ""size_mb"": 0.013}, ""raw_source_archive"": {""count"": 1, ""size_mb"": 0.002}, ""source_manifest_or_governance_ledger"": {""count"": 5, ""size_mb"": 0.006}}"
radar_tw50_pit_source_acquisition_201411_202312_20260629,outputs/radar_tw50_pit_source_acquisition_201411_202312_20260629,0.012,11,proxy_partial_or_blocked_evidence,diagnostic_keep_optional,0.002,0.0,0.0,outputs/radar_tw50_pit_source_acquisition_201411_202312_20260629/raw_source_archive_manifest.csv,0.002,保留 package summary 與 readiness；依檔案型態分流 raw/archive 與 normalized rows。,false,"{""normalized_or_attempt_ledger"": {""count"": 4, ""size_mb"": 0.003}, ""raw_source_archive"": {""count"": 1, ""size_mb"": 0.002}, ""source_manifest_or_governance_ledger"": {""count"": 6, ""size_mb"": 0.007}}"
