TMEMQ-V2-B02-3081-CPO,batch_02,2,3081,3081.TWO,TPEx,聯亞,CPO/矽光子,光通訊磊晶,watchlist,missing_date_aware_evidence,"dated company filing, dated product/revenue note, dated research note, or archived radar theme definition with source_date <= first snapshot date used",mops_company_filing;annual_report_segment;investor_conference_material;company_product_page_archived;monthly_revenue_note;dated_news_article,queued,,draft,,Needs dated evidence before formal replay. Current static theme_map remains research-only.,2026-06-19T12:47:29+00:00,2026-06-19T12:47:29+00:00
TMEMQ-V2-B02-3163-CPO,batch_02,2,3163,3163.TWO,TPEx,波若威,CPO/矽光子,光通訊/CPO,watchlist,missing_date_aware_evidence,"dated company filing, dated product/revenue note, dated research note, or archived radar theme definition with source_date <= first snapshot date used",mops_company_filing;annual_report_segment;investor_conference_material;company_product_page_archived;monthly_revenue_note;dated_news_article,queued,,draft,,Needs dated evidence before formal replay. Current static theme_map remains research-only.,2026-06-19T12:47:29+00:00,2026-06-19T12:47:29+00:00
TMEMQ-V2-B02-3234-CPO,batch_02,2,3234,3234.TWO,TPEx,光環,CPO/矽光子,光通訊元件,watchlist,missing_date_aware_evidence,"dated company filing, dated product/revenue note, dated research note, or archived radar theme definition with source_date <= first snapshot date used",mops_company_filing;annual_report_segment;investor_conference_material;company_product_page_archived;monthly_revenue_note;dated_news_article,queued,,draft,,Needs dated evidence before formal replay. Current static theme_map remains research-only.,2026-06-19T12:47:29+00:00,2026-06-19T12:47:29+00:00
TMEMQ-V2-B02-3363-CPO,batch_02,2,3363,3363.TWO,TPEx,上詮,CPO/矽光子,光纖元件,watchlist,missing_date_aware_evidence,"dated company filing, dated product/revenue note, dated research note, or archived radar theme definition with source_date <= first snapshot date used",mops_company_filing;annual_report_segment;investor_conference_material;company_product_page_archived;monthly_revenue_note;dated_news_article,queued,,draft,,Needs dated evidence before formal replay. Current static theme_map remains research-only.,2026-06-19T12:47:29+00:00,2026-06-19T12:47:29+00:00
TMEMQ-V2-B02-3450-CPO,batch_02,2,3450,3450.TW,TWSE,聯鈞,CPO/矽光子,光通訊元件,watchlist,missing_date_aware_evidence,"dated company filing, dated product/revenue note, dated research note, or archived radar theme definition with source_date <= first snapshot date used",mops_company_filing;annual_report_segment;investor_conference_material;company_product_page_archived;monthly_revenue_note;dated_news_article,queued,,draft,,Needs dated evidence before formal replay. Current static theme_map remains research-only.,2026-06-19T12:47:29+00:00,2026-06-19T12:47:29+00:00
TMEMQ-V2-B03-4908-CPO,batch_03,2,4908,4908.TWO,TPEx,前鼎,CPO/矽光子,光通訊模組,watchlist,missing_date_aware_evidence,"dated company filing, dated product/revenue note, dated research note, or archived radar theme definition with source_date <= first snapshot date used",mops_company_filing;annual_report_segment;investor_conference_material;company_product_page_archived;monthly_revenue_note;dated_news_article,queued,,draft,,Needs dated evidence before formal replay. Current static theme_map remains research-only.,2026-06-19T12:47:29+00:00,2026-06-19T12:47:29+00:00
TMEMQ-V2-B03-4977-CPO,batch_03,2,4977,4977.TW,TWSE,眾達-KY,CPO/矽光子,光收發模組,watchlist,missing_date_aware_evidence,"dated company filing, dated product/revenue note, dated research note, or archived radar theme definition with source_date <= first snapshot date used",mops_company_filing;annual_report_segment;investor_conference_material;company_product_page_archived;monthly_revenue_note;dated_news_article,queued,,draft,,Needs dated evidence before formal replay. Current static theme_map remains research-only.,2026-06-19T12:47:29+00:00,2026-06-19T12:47:29+00:00
TMEMQ-V2-B03-4979-CPO,batch_03,2,4979,4979.TWO,TPEx,華星光,CPO/矽光子,光通訊模組,watchlist,missing_date_aware_evidence,"dated company filing, dated product/revenue note, dated research note, or archived radar theme definition with source_date <= first snapshot date used",mops_company_filing;annual_report_segment;investor_conference_material;company_product_page_archived;monthly_revenue_note;dated_news_article,queued,,draft,,Needs dated evidence before formal replay. Current static theme_map remains research-only.,2026-06-19T12:47:29+00:00,2026-06-19T12:47:29+00:00
TMEMQ-V2-B03-6442-CPO,batch_03,2,6442,6442.TW,TWSE,光聖,CPO/矽光子,光通訊元件,watchlist,missing_date_aware_evidence,"dated company filing, dated product/revenue note, dated research note, or archived radar theme definition with source_date <= first snapshot date used",mops_company_filing;annual_report_segment;investor_conference_material;company_product_page_archived;monthly_revenue_note;dated_news_article,queued,,draft,,Needs dated evidence before formal replay. Current static theme_map remains research-only.,2026-06-19T12:47:29+00:00,2026-06-19T12:47:29+00:00
TMEMQ-V2-B03-6451-CPO,batch_03,2,6451,6451.TW,TWSE,訊芯-KY,CPO/矽光子,光通訊封裝,watchlist,missing_date_aware_evidence,"dated company filing, dated product/revenue note, dated research note, or archived radar theme definition with source_date <= first snapshot date used",mops_company_filing;annual_report_segment;investor_conference_material;company_product_page_archived;monthly_revenue_note;dated_news_article,queued,,draft,,Needs dated evidence before formal replay. Current static theme_map remains research-only.,2026-06-19T12:47:29+00:00,2026-06-19T12:47:29+00:00
TMEMQ-V2-B03-2301-AISERVER,batch_03,3,2301,2301.TW,TWSE,光寶科,AI伺服器/ODM,伺服器電源/系統零組件,watchlist,missing_date_aware_evidence,"dated company filing, dated product/revenue note, dated research note, or archived radar theme definition with source_date <= first snapshot date used",mops_company_filing;annual_report_segment;investor_conference_material;company_product_page_archived;monthly_revenue_note;dated_news_article,queued,,draft,,Needs dated evidence before formal replay. Current static theme_map remains research-only.,2026-06-19T12:47:29+00:00,2026-06-19T12:47:29+00:00
TMEMQ-V2-B03-2317-AISERVER,batch_03,3,2317,2317.TW,TWSE,鴻海,AI伺服器/ODM,AI 伺服器系統組裝,watchlist,missing_date_aware_evidence,"dated company filing, dated product/revenue note, dated research note, or archived radar theme definition with source_date <= first snapshot date used",mops_company_filing;annual_report_segment;investor_conference_material;company_product_page_archived;monthly_revenue_note;dated_news_article,queued,,draft,,Needs dated evidence before formal replay. Current static theme_map remains research-only.,2026-06-19T12:47:29+00:00,2026-06-19T12:47:29+00:00
TMEMQ-V2-B03-2356-AISERVER,batch_03,3,2356,2356.TW,TWSE,英業達,AI伺服器/ODM,伺服器 ODM,watchlist,missing_date_aware_evidence,"dated company filing, dated product/revenue note, dated research note, or archived radar theme definition with source_date <= first snapshot date used",mops_company_filing;annual_report_segment;investor_conference_material;company_product_page_archived;monthly_revenue_note;dated_news_article,queued,,draft,,Needs dated evidence before formal replay. Current static theme_map remains research-only.,2026-06-19T12:47:29+00:00,2026-06-19T12:47:29+00:00
TMEMQ-V2-B03-2357-AISERVER,batch_03,3,2357,2357.TW,TWSE,華碩,AI伺服器/ODM,伺服器/品牌硬體,watchlist,missing_date_aware_evidence,"dated company filing, dated product/revenue note, dated research note, or archived radar theme definition with source_date <= first snapshot date used",mops_company_filing;annual_report_segment;investor_conference_material;company_product_page_archived;monthly_revenue_note;dated_news_article,queued,,draft,,Needs dated evidence before formal replay. Current static theme_map remains research-only.,2026-06-19T12:47:29+00:00,2026-06-19T12:47:29+00:00
TMEMQ-V2-B03-2376-AISERVER,batch_03,3,2376,2376.TW,TWSE,技嘉,AI伺服器/ODM,伺服器主機板/GPU 板卡,watchlist,missing_date_aware_evidence,"dated company filing, dated product/revenue note, dated research note, or archived radar theme definition with source_date <= first snapshot date used",mops_company_filing;annual_report_segment;investor_conference_material;company_product_page_archived;monthly_revenue_note;dated_news_article,queued,,draft,,Needs dated evidence before formal replay. Current static theme_map remains research-only.,2026-06-19T12:47:29+00:00,2026-06-19T12:47:29+00:00
TMEMQ-V2-B04-2382-AISERVER,batch_04,3,2382,2382.TW,TWSE,廣達,AI伺服器/ODM,AI 伺服器 ODM,watchlist,missing_date_aware_evidence,"dated company filing, dated product/revenue note, dated research note, or archived radar theme definition with source_date <= first snapshot date used",mops_company_filing;annual_report_segment;investor_conference_material;company_product_page_archived;monthly_revenue_note;dated_news_article,queued,,draft,,Needs dated evidence before formal replay. Current static theme_map remains research-only.,2026-06-19T12:47:29+00:00,2026-06-19T12:47:29+00:00
TMEMQ-V2-B04-3231-AISERVER,batch_04,3,3231,3231.TW,TWSE,緯創,AI伺服器/ODM,AI 伺服器 ODM,watchlist,missing_date_aware_evidence,"dated company filing, dated product/revenue note, dated research note, or archived radar theme definition with source_date <= first snapshot date used",mops_company_filing;annual_report_segment;investor_conference_material;company_product_page_archived;monthly_revenue_note;dated_news_article,queued,,draft,,Needs dated evidence before formal replay. Current static theme_map remains research-only.,2026-06-19T12:47:29+00:00,2026-06-19T12:47:29+00:00
TMEMQ-V2-B04-6669-AISERVER,batch_04,3,6669,6669.TW,TWSE,緯穎,AI伺服器/ODM,AI 伺服器整機,watchlist,missing_date_aware_evidence,"dated company filing, dated product/revenue note, dated research note, or archived radar theme definition with source_date <= first snapshot date used",mops_company_filing;annual_report_segment;investor_conference_material;company_product_page_archived;monthly_revenue_note;dated_news_article,queued,,draft,,Needs dated evidence before formal replay. Current static theme_map remains research-only.,2026-06-19T12:47:29+00:00,2026-06-19T12:47:29+00:00
TMEMQ-V2-B04-2308-POWERBBU,batch_04,4,2308,2308.TW,TWSE,台達電,電源/BBU,伺服器電源/電源管理,watchlist,missing_date_aware_evidence,"dated company filing, dated product/revenue note, dated research note, or archived radar theme definition with source_date <= first snapshot date used",mops_company_filing;annual_report_segment;investor_conference_material;company_product_page_archived;monthly_revenue_note;dated_news_article,queued,,draft,,Needs dated evidence before formal replay. Current static theme_map remains research-only.,2026-06-19T12:47:29+00:00,2026-06-19T12:47:29+00:00
TMEMQ-V2-B04-2457-POWERBBU,batch_04,4,2457,2457.TW,TWSE,飛宏,電源/BBU,電源供應器,watchlist,missing_date_aware_evidence,"dated company filing, dated product/revenue note, dated research note, or archived radar theme definition with source_date <= first snapshot date used",mops_company_filing;annual_report_segment;investor_conference_material;company_product_page_archived;monthly_revenue_note;dated_news_article,queued,,draft,,Needs dated evidence before formal replay. Current static theme_map remains research-only.,2026-06-19T12:47:29+00:00,2026-06-19T12:47:29+00:00
TMEMQ-V2-B04-3015-POWERBBU,batch_04,4,3015,3015.TW,TWSE,全漢,電源/BBU,電源供應器,watchlist,missing_date_aware_evidence,"dated company filing, dated product/revenue note, dated research note, or archived radar theme definition with source_date <= first snapshot date used",mops_company_filing;annual_report_segment;investor_conference_material;company_product_page_archived;monthly_revenue_note;dated_news_article,queued,,draft,,Needs dated evidence before formal replay. Current static theme_map remains research-only.,2026-06-19T12:47:29+00:00,2026-06-19T12:47:29+00:00
TMEMQ-V2-B04-3211-POWERBBU,batch_04,4,3211,3211.TWO,TPEx,順達,電源/BBU,電池模組,watchlist,missing_date_aware_evidence,"dated company filing, dated product/revenue note, dated research note, or archived radar theme definition with source_date <= first snapshot date used",mops_company_filing;annual_report_segment;investor_conference_material;company_product_page_archived;monthly_revenue_note;dated_news_article,queued,,draft,,Needs dated evidence before formal replay. Current static theme_map remains research-only.,2026-06-19T12:47:29+00:00,2026-06-19T12:47:29+00:00
TMEMQ-V2-B04-3323-POWERBBU,batch_04,4,3323,3323.TWO,TPEx,加百裕,電源/BBU,電池模組,watchlist,missing_date_aware_evidence,"dated company filing, dated product/revenue note, dated research note, or archived radar theme definition with source_date <= first snapshot date used",mops_company_filing;annual_report_segment;investor_conference_material;company_product_page_archived;monthly_revenue_note;dated_news_article,queued,,draft,,Needs dated evidence before formal replay. Current static theme_map remains research-only.,2026-06-19T12:47:29+00:00,2026-06-19T12:47:29+00:00
TMEMQ-V2-B04-4931-POWERBBU,batch_04,4,4931,4931.TWO,TPEx,新盛力,電源/BBU,電池模組/BBU,watchlist,missing_date_aware_evidence,"dated company filing, dated product/revenue note, dated research note, or archived radar theme definition with source_date <= first snapshot date used",mops_company_filing;annual_report_segment;investor_conference_material;company_product_page_archived;monthly_revenue_note;dated_news_article,queued,,draft,,Needs dated evidence before formal replay. Current static theme_map remains research-only.,2026-06-19T12:47:29+00:00,2026-06-19T12:47:29+00:00
TMEMQ-V2-B04-6412-POWERBBU,batch_04,4,6412,6412.TW,TWSE,群電,電源/BBU,電源供應器,watchlist,missing_date_aware_evidence,"dated company filing, dated product/revenue note, dated research note, or archived radar theme definition with source_date <= first snapshot date used",mops_company_filing;annual_report_segment;investor_conference_material;company_product_page_archived;monthly_revenue_note;dated_news_article,queued,,draft,,Needs dated evidence before formal replay. Current static theme_map remains research-only.,2026-06-19T12:47:29+00:00,2026-06-19T12:47:29+00:00
TMEMQ-V2-B05-2379-ASICIP,batch_05,5,2379,2379.TW,TWSE,瑞昱,ASIC/IP,通訊 IC,watchlist,missing_date_aware_evidence,"dated company filing, dated product/revenue note, dated research note, or archived radar theme definition with source_date <= first snapshot date used",mops_company_filing;annual_report_segment;investor_conference_material;company_product_page_archived;monthly_revenue_note;dated_news_article,queued,,draft,,Needs dated evidence before formal replay. Current static theme_map remains research-only.,2026-06-19T12:47:29+00:00,2026-06-19T12:47:29+00:00
TMEMQ-V2-B05-2454-ASICIP,batch_05,5,2454,2454.TW,TWSE,聯發科,ASIC/IP,IC 設計,watchlist,missing_date_aware_evidence,"dated company filing, dated product/revenue note, dated research note, or archived radar theme definition with source_date <= first snapshot date used",mops_company_filing;annual_report_segment;investor_conference_material;company_product_page_archived;monthly_revenue_note;dated_news_article,queued,,draft,,Needs dated evidence before formal replay. Current static theme_map remains research-only.,2026-06-19T12:47:29+00:00,2026-06-19T12:47:29+00:00
TMEMQ-V2-B05-3035-ASICIP,batch_05,5,3035,3035.TW,TWSE,智原,ASIC/IP,ASIC/IP,watchlist,missing_date_aware_evidence,"dated company filing, dated product/revenue note, dated research note, or archived radar theme definition with source_date <= first snapshot date used",mops_company_filing;annual_report_segment;investor_conference_material;company_product_page_archived;monthly_revenue_note;dated_news_article,queued,,draft,,Needs dated evidence before formal replay. Current static theme_map remains research-only.,2026-06-19T12:47:29+00:00,2026-06-19T12:47:29+00:00
TMEMQ-V2-B05-3443-ASICIP,batch_05,5,3443,3443.TW,TWSE,創意,ASIC/IP,ASIC 設計服務,watchlist,missing_date_aware_evidence,"dated company filing, dated product/revenue note, dated research note, or archived radar theme definition with source_date <= first snapshot date used",mops_company_filing;annual_report_segment;investor_conference_material;company_product_page_archived;monthly_revenue_note;dated_news_article,queued,,draft,,Needs dated evidence before formal replay. Current static theme_map remains research-only.,2026-06-19T12:47:29+00:00,2026-06-19T12:47:29+00:00
TMEMQ-V2-B05-3529-ASICIP,batch_05,5,3529,3529.TWO,TPEx,力旺,ASIC/IP,矽智財,watchlist,missing_date_aware_evidence,"dated company filing, dated product/revenue note, dated research note, or archived radar theme definition with source_date <= first snapshot date used",mops_company_filing;annual_report_segment;investor_conference_material;company_product_page_archived;monthly_revenue_note;dated_news_article,queued,,draft,,Needs dated evidence before formal replay. Current static theme_map remains research-only.,2026-06-19T12:47:29+00:00,2026-06-19T12:47:29+00:00
TMEMQ-V2-B05-3661-ASICIP,batch_05,5,3661,3661.TW,TWSE,世芯-KY,ASIC/IP,ASIC 設計服務,watchlist,missing_date_aware_evidence,"dated company filing, dated product/revenue note, dated research note, or archived radar theme definition with source_date <= first snapshot date used",mops_company_filing;annual_report_segment;investor_conference_material;company_product_page_archived;monthly_revenue_note;dated_news_article,queued,,draft,,Needs dated evidence before formal replay. Current static theme_map remains research-only.,2026-06-19T12:47:29+00:00,2026-06-19T12:47:29+00:00
TMEMQ-V2-B05-5274-ASICIP,batch_05,5,5274,5274.TWO,TPEx,信驊,ASIC/IP,伺服器管理 IC,watchlist,missing_date_aware_evidence,"dated company filing, dated product/revenue note, dated research note, or archived radar theme definition with source_date <= first snapshot date used",mops_company_filing;annual_report_segment;investor_conference_material;company_product_page_archived;monthly_revenue_note;dated_news_article,queued,,draft,,Needs dated evidence before formal replay. Current static theme_map remains research-only.,2026-06-19T12:47:29+00:00,2026-06-19T12:47:29+00:00
TMEMQ-V2-B05-1536-AUTO,batch_05,6,1536,1536.TW,TWSE,和大,車用電子,車用傳動零件,watchlist,missing_date_aware_evidence,"dated company filing, dated product/revenue note, dated research note, or archived radar theme definition with source_date <= first snapshot date used",mops_company_filing;annual_report_segment;investor_conference_material;company_product_page_archived;monthly_revenue_note;dated_news_article,queued,,draft,,Needs dated evidence before formal replay. Current static theme_map remains research-only.,2026-06-19T12:47:29+00:00,2026-06-19T12:47:29+00:00
TMEMQ-V2-B05-2231-AUTO,batch_05,6,2231,2231.TW,TWSE,為升,車用電子,車用電子,watchlist,missing_date_aware_evidence,"dated company filing, dated product/revenue note, dated research note, or archived radar theme definition with source_date <= first snapshot date used",mops_company_filing;annual_report_segment;investor_conference_material;company_product_page_archived;monthly_revenue_note;dated_news_article,queued,,draft,,Needs dated evidence before formal replay. Current static theme_map remains research-only.,2026-06-19T12:47:29+00:00,2026-06-19T12:47:29+00:00
TMEMQ-V2-B05-2497-AUTO,batch_05,6,2497,2497.TW,TWSE,怡利電,車用電子,車載電子,watchlist,missing_date_aware_evidence,"dated company filing, dated product/revenue note, dated research note, or archived radar theme definition with source_date <= first snapshot date used",mops_company_filing;annual_report_segment;investor_conference_material;company_product_page_archived;monthly_revenue_note;dated_news_article,queued,,draft,,Needs dated evidence before formal replay. Current static theme_map remains research-only.,2026-06-19T12:47:29+00:00,2026-06-19T12:47:29+00:00
TMEMQ-V2-B06-3552-AUTO,batch_06,6,3552,3552.TWO,TPEx,同致,車用電子,車用感測,watchlist,missing_date_aware_evidence,"dated company filing, dated product/revenue note, dated research note, or archived radar theme definition with source_date <= first snapshot date used",mops_company_filing;annual_report_segment;investor_conference_material;company_product_page_archived;monthly_revenue_note;dated_news_article,queued,,draft,,Needs dated evidence before formal replay. Current static theme_map remains research-only.,2026-06-19T12:47:29+00:00,2026-06-19T12:47:29+00:00
TMEMQ-V2-B06-3665-AUTO,batch_06,6,3665,3665.TW,TWSE,貿聯-KY,車用電子,車用/高速連接線,watchlist,missing_date_aware_evidence,"dated company filing, dated product/revenue note, dated research note, or archived radar theme definition with source_date <= first snapshot date used",mops_company_filing;annual_report_segment;investor_conference_material;company_product_page_archived;monthly_revenue_note;dated_news_article,queued,,draft,,Needs dated evidence before formal replay. Current static theme_map remains research-only.,2026-06-19T12:47:29+00:00,2026-06-19T12:47:29+00:00
TMEMQ-V2-B06-6279-AUTO,batch_06,6,6279,6279.TWO,TPEx,胡連,車用電子,車用連接器,watchlist,missing_date_aware_evidence,"dated company filing, dated product/revenue note, dated research note, or archived radar theme definition with source_date <= first snapshot date used",mops_company_filing;annual_report_segment;investor_conference_material;company_product_page_archived;monthly_revenue_note;dated_news_article,queued,,draft,,Needs dated evidence before formal replay. Current static theme_map remains research-only.,2026-06-19T12:47:29+00:00,2026-06-19T12:47:29+00:00
TMEMQ-V2-B06-1590-ROBOTICS,batch_06,7,1590,1590.TW,TWSE,亞德客-KY,機器人/自動化,氣動元件/自動化,watchlist,missing_date_aware_evidence,"dated company filing, dated product/revenue note, dated research note, or archived radar theme definition with source_date <= first snapshot date used",mops_company_filing;annual_report_segment;investor_conference_material;company_product_page_archived;monthly_revenue_note;dated_news_article,queued,,draft,,Needs dated evidence before formal replay. Current static theme_map remains research-only.,2026-06-19T12:47:29+00:00,2026-06-19T12:47:29+00:00
TMEMQ-V2-B06-2049-ROBOTICS,batch_06,7,2049,2049.TW,TWSE,上銀,機器人/自動化,線性傳動,watchlist,missing_date_aware_evidence,"dated company filing, dated product/revenue note, dated research note, or archived radar theme definition with source_date <= first snapshot date used",mops_company_filing;annual_report_segment;investor_conference_material;company_product_page_archived;monthly_revenue_note;dated_news_article,queued,,draft,,Needs dated evidence before formal replay. Current static theme_map remains research-only.,2026-06-19T12:47:29+00:00,2026-06-19T12:47:29+00:00
TMEMQ-V2-B06-2359-ROBOTICS,batch_06,7,2359,2359.TW,TWSE,所羅門,機器人/自動化,機器視覺/自動化,watchlist,missing_date_aware_evidence,"dated company filing, dated product/revenue note, dated research note, or archived radar theme definition with source_date <= first snapshot date used",mops_company_filing;annual_report_segment;investor_conference_material;company_product_page_archived;monthly_revenue_note;dated_news_article,queued,,draft,,Needs dated evidence before formal replay. Current static theme_map remains research-only.,2026-06-19T12:47:29+00:00,2026-06-19T12:47:29+00:00
