ticker,report_period,field,value,available_date,available_date_quality,source_quality,source_url,source_hash,accepted_for_formal,human_review_required,future_data_violation_count,formal_model_changed,trade_decision_changed,active_in_trade_decision,report_changed,portfolio_replay_executed,ready_for_strategy_replay,ready_for_formal,not_live_rule,forward_returns_live_rule_usage
2493,2025Q3,operating_cash_flow,134035.0,2025-11-14,conservative_statutory_deadline_proxy_diagnostic,official_period_specific_diagnostic_pit_proxy,https://mopsfin.twse.com.tw/compare/data,cd1c77f34ea52b57684bd397d906fb953cc89a9fc0529073b2133a7fe2bd3d97,False,True,0,False,False,False,False,False,False,False,True,False
2493,2025Q4,operating_cash_flow,345045.0,2026-03-31,conservative_statutory_deadline_proxy_diagnostic,official_period_specific_diagnostic_pit_proxy,https://mopsfin.twse.com.tw/compare/data,cd1c77f34ea52b57684bd397d906fb953cc89a9fc0529073b2133a7fe2bd3d97,False,True,0,False,False,False,False,False,False,False,True,False
2493,2026Q1,operating_cash_flow,86325.0,2026-05-15,conservative_statutory_deadline_proxy_diagnostic,official_period_specific_diagnostic_pit_proxy,https://mopsfin.twse.com.tw/compare/data,cd1c77f34ea52b57684bd397d906fb953cc89a9fc0529073b2133a7fe2bd3d97,False,True,0,False,False,False,False,False,False,False,True,False
3149,2023Q1,operating_cash_flow,52404.0,2023-05-15,conservative_statutory_deadline_proxy_diagnostic,official_period_specific_diagnostic_pit_proxy,https://mopsfin.twse.com.tw/compare/data,cd1c77f34ea52b57684bd397d906fb953cc89a9fc0529073b2133a7fe2bd3d97,False,True,0,False,False,False,False,False,False,False,True,False
3149,2023Q2,operating_cash_flow,-28211.0,2023-08-14,conservative_statutory_deadline_proxy_diagnostic,official_period_specific_diagnostic_pit_proxy,https://mopsfin.twse.com.tw/compare/data,cd1c77f34ea52b57684bd397d906fb953cc89a9fc0529073b2133a7fe2bd3d97,False,True,0,False,False,False,False,False,False,False,True,False
3149,2023Q3,operating_cash_flow,33509.0,2023-11-14,conservative_statutory_deadline_proxy_diagnostic,official_period_specific_diagnostic_pit_proxy,https://mopsfin.twse.com.tw/compare/data,cd1c77f34ea52b57684bd397d906fb953cc89a9fc0529073b2133a7fe2bd3d97,False,True,0,False,False,False,False,False,False,False,True,False
3149,2023Q4,operating_cash_flow,-30638.0,2024-03-31,conservative_statutory_deadline_proxy_diagnostic,official_period_specific_diagnostic_pit_proxy,https://mopsfin.twse.com.tw/compare/data,cd1c77f34ea52b57684bd397d906fb953cc89a9fc0529073b2133a7fe2bd3d97,False,True,0,False,False,False,False,False,False,False,True,False
3149,2024Q1,operating_cash_flow,-29451.0,2024-05-15,conservative_statutory_deadline_proxy_diagnostic,official_period_specific_diagnostic_pit_proxy,https://mopsfin.twse.com.tw/compare/data,cd1c77f34ea52b57684bd397d906fb953cc89a9fc0529073b2133a7fe2bd3d97,False,True,0,False,False,False,False,False,False,False,True,False
3149,2024Q2,operating_cash_flow,22406.0,2024-08-14,conservative_statutory_deadline_proxy_diagnostic,official_period_specific_diagnostic_pit_proxy,https://mopsfin.twse.com.tw/compare/data,cd1c77f34ea52b57684bd397d906fb953cc89a9fc0529073b2133a7fe2bd3d97,False,True,0,False,False,False,False,False,False,False,True,False
3149,2024Q3,operating_cash_flow,-32882.0,2024-11-14,conservative_statutory_deadline_proxy_diagnostic,official_period_specific_diagnostic_pit_proxy,https://mopsfin.twse.com.tw/compare/data,cd1c77f34ea52b57684bd397d906fb953cc89a9fc0529073b2133a7fe2bd3d97,False,True,0,False,False,False,False,False,False,False,True,False
3149,2024Q4,operating_cash_flow,52455.0,2025-03-31,conservative_statutory_deadline_proxy_diagnostic,official_period_specific_diagnostic_pit_proxy,https://mopsfin.twse.com.tw/compare/data,cd1c77f34ea52b57684bd397d906fb953cc89a9fc0529073b2133a7fe2bd3d97,False,True,0,False,False,False,False,False,False,False,True,False
3149,2025Q1,operating_cash_flow,-183742.0,2025-05-15,conservative_statutory_deadline_proxy_diagnostic,official_period_specific_diagnostic_pit_proxy,https://mopsfin.twse.com.tw/compare/data,cd1c77f34ea52b57684bd397d906fb953cc89a9fc0529073b2133a7fe2bd3d97,False,True,0,False,False,False,False,False,False,False,True,False
3149,2025Q2,operating_cash_flow,-49818.0,2025-08-14,conservative_statutory_deadline_proxy_diagnostic,official_period_specific_diagnostic_pit_proxy,https://mopsfin.twse.com.tw/compare/data,cd1c77f34ea52b57684bd397d906fb953cc89a9fc0529073b2133a7fe2bd3d97,False,True,0,False,False,False,False,False,False,False,True,False
3149,2025Q3,operating_cash_flow,-98299.0,2025-11-14,conservative_statutory_deadline_proxy_diagnostic,official_period_specific_diagnostic_pit_proxy,https://mopsfin.twse.com.tw/compare/data,cd1c77f34ea52b57684bd397d906fb953cc89a9fc0529073b2133a7fe2bd3d97,False,True,0,False,False,False,False,False,False,False,True,False
3149,2025Q4,operating_cash_flow,-78848.0,2026-03-31,conservative_statutory_deadline_proxy_diagnostic,official_period_specific_diagnostic_pit_proxy,https://mopsfin.twse.com.tw/compare/data,cd1c77f34ea52b57684bd397d906fb953cc89a9fc0529073b2133a7fe2bd3d97,False,True,0,False,False,False,False,False,False,False,True,False
3149,2026Q1,operating_cash_flow,-166186.0,2026-05-15,conservative_statutory_deadline_proxy_diagnostic,official_period_specific_diagnostic_pit_proxy,https://mopsfin.twse.com.tw/compare/data,cd1c77f34ea52b57684bd397d906fb953cc89a9fc0529073b2133a7fe2bd3d97,False,True,0,False,False,False,False,False,False,False,True,False
4989,2023Q1,operating_cash_flow,-251706.0,2023-05-15,conservative_statutory_deadline_proxy_diagnostic,official_period_specific_diagnostic_pit_proxy,https://mopsfin.twse.com.tw/compare/data,cd1c77f34ea52b57684bd397d906fb953cc89a9fc0529073b2133a7fe2bd3d97,False,True,0,False,False,False,False,False,False,False,True,False
4989,2023Q2,operating_cash_flow,89415.0,2023-08-14,conservative_statutory_deadline_proxy_diagnostic,official_period_specific_diagnostic_pit_proxy,https://mopsfin.twse.com.tw/compare/data,cd1c77f34ea52b57684bd397d906fb953cc89a9fc0529073b2133a7fe2bd3d97,False,True,0,False,False,False,False,False,False,False,True,False
4989,2023Q3,operating_cash_flow,-38932.0,2023-11-14,conservative_statutory_deadline_proxy_diagnostic,official_period_specific_diagnostic_pit_proxy,https://mopsfin.twse.com.tw/compare/data,cd1c77f34ea52b57684bd397d906fb953cc89a9fc0529073b2133a7fe2bd3d97,False,True,0,False,False,False,False,False,False,False,True,False
4989,2023Q4,operating_cash_flow,142581.0,2024-03-31,conservative_statutory_deadline_proxy_diagnostic,official_period_specific_diagnostic_pit_proxy,https://mopsfin.twse.com.tw/compare/data,cd1c77f34ea52b57684bd397d906fb953cc89a9fc0529073b2133a7fe2bd3d97,False,True,0,False,False,False,False,False,False,False,True,False
4989,2024Q1,operating_cash_flow,-87356.0,2024-05-15,conservative_statutory_deadline_proxy_diagnostic,official_period_specific_diagnostic_pit_proxy,https://mopsfin.twse.com.tw/compare/data,cd1c77f34ea52b57684bd397d906fb953cc89a9fc0529073b2133a7fe2bd3d97,False,True,0,False,False,False,False,False,False,False,True,False
4989,2024Q2,operating_cash_flow,-165613.0,2024-08-14,conservative_statutory_deadline_proxy_diagnostic,official_period_specific_diagnostic_pit_proxy,https://mopsfin.twse.com.tw/compare/data,cd1c77f34ea52b57684bd397d906fb953cc89a9fc0529073b2133a7fe2bd3d97,False,True,0,False,False,False,False,False,False,False,True,False
4989,2024Q3,operating_cash_flow,-139603.0,2024-11-14,conservative_statutory_deadline_proxy_diagnostic,official_period_specific_diagnostic_pit_proxy,https://mopsfin.twse.com.tw/compare/data,cd1c77f34ea52b57684bd397d906fb953cc89a9fc0529073b2133a7fe2bd3d97,False,True,0,False,False,False,False,False,False,False,True,False
4989,2024Q4,operating_cash_flow,198440.0,2025-03-31,conservative_statutory_deadline_proxy_diagnostic,official_period_specific_diagnostic_pit_proxy,https://mopsfin.twse.com.tw/compare/data,cd1c77f34ea52b57684bd397d906fb953cc89a9fc0529073b2133a7fe2bd3d97,False,True,0,False,False,False,False,False,False,False,True,False
4989,2025Q1,operating_cash_flow,-65969.0,2025-05-15,conservative_statutory_deadline_proxy_diagnostic,official_period_specific_diagnostic_pit_proxy,https://mopsfin.twse.com.tw/compare/data,cd1c77f34ea52b57684bd397d906fb953cc89a9fc0529073b2133a7fe2bd3d97,False,True,0,False,False,False,False,False,False,False,True,False
4989,2025Q2,operating_cash_flow,-69703.0,2025-08-14,conservative_statutory_deadline_proxy_diagnostic,official_period_specific_diagnostic_pit_proxy,https://mopsfin.twse.com.tw/compare/data,cd1c77f34ea52b57684bd397d906fb953cc89a9fc0529073b2133a7fe2bd3d97,False,True,0,False,False,False,False,False,False,False,True,False
4989,2025Q3,operating_cash_flow,-134274.0,2025-11-14,conservative_statutory_deadline_proxy_diagnostic,official_period_specific_diagnostic_pit_proxy,https://mopsfin.twse.com.tw/compare/data,cd1c77f34ea52b57684bd397d906fb953cc89a9fc0529073b2133a7fe2bd3d97,False,True,0,False,False,False,False,False,False,False,True,False
4989,2025Q4,operating_cash_flow,-125135.0,2026-03-31,conservative_statutory_deadline_proxy_diagnostic,official_period_specific_diagnostic_pit_proxy,https://mopsfin.twse.com.tw/compare/data,cd1c77f34ea52b57684bd397d906fb953cc89a9fc0529073b2133a7fe2bd3d97,False,True,0,False,False,False,False,False,False,False,True,False
4989,2026Q1,operating_cash_flow,-126517.0,2026-05-15,conservative_statutory_deadline_proxy_diagnostic,official_period_specific_diagnostic_pit_proxy,https://mopsfin.twse.com.tw/compare/data,cd1c77f34ea52b57684bd397d906fb953cc89a9fc0529073b2133a7fe2bd3d97,False,True,0,False,False,False,False,False,False,False,True,False
5475,2023Q1,operating_cash_flow,-96180.0,2023-05-15,conservative_statutory_deadline_proxy_diagnostic,official_period_specific_diagnostic_pit_proxy,https://mopsfin.twse.com.tw/compare/data,cd1c77f34ea52b57684bd397d906fb953cc89a9fc0529073b2133a7fe2bd3d97,False,True,0,False,False,False,False,False,False,False,True,False
5475,2023Q2,operating_cash_flow,-66096.0,2023-08-14,conservative_statutory_deadline_proxy_diagnostic,official_period_specific_diagnostic_pit_proxy,https://mopsfin.twse.com.tw/compare/data,cd1c77f34ea52b57684bd397d906fb953cc89a9fc0529073b2133a7fe2bd3d97,False,True,0,False,False,False,False,False,False,False,True,False
5475,2023Q3,operating_cash_flow,-59481.0,2023-11-14,conservative_statutory_deadline_proxy_diagnostic,official_period_specific_diagnostic_pit_proxy,https://mopsfin.twse.com.tw/compare/data,cd1c77f34ea52b57684bd397d906fb953cc89a9fc0529073b2133a7fe2bd3d97,False,True,0,False,False,False,False,False,False,False,True,False
5475,2023Q4,operating_cash_flow,-35227.0,2024-03-31,conservative_statutory_deadline_proxy_diagnostic,official_period_specific_diagnostic_pit_proxy,https://mopsfin.twse.com.tw/compare/data,cd1c77f34ea52b57684bd397d906fb953cc89a9fc0529073b2133a7fe2bd3d97,False,True,0,False,False,False,False,False,False,False,True,False
5475,2024Q1,operating_cash_flow,-40487.0,2024-05-15,conservative_statutory_deadline_proxy_diagnostic,official_period_specific_diagnostic_pit_proxy,https://mopsfin.twse.com.tw/compare/data,cd1c77f34ea52b57684bd397d906fb953cc89a9fc0529073b2133a7fe2bd3d97,False,True,0,False,False,False,False,False,False,False,True,False
5475,2024Q2,operating_cash_flow,-49842.0,2024-08-14,conservative_statutory_deadline_proxy_diagnostic,official_period_specific_diagnostic_pit_proxy,https://mopsfin.twse.com.tw/compare/data,cd1c77f34ea52b57684bd397d906fb953cc89a9fc0529073b2133a7fe2bd3d97,False,True,0,False,False,False,False,False,False,False,True,False
5475,2024Q3,operating_cash_flow,-7238.0,2024-11-14,conservative_statutory_deadline_proxy_diagnostic,official_period_specific_diagnostic_pit_proxy,https://mopsfin.twse.com.tw/compare/data,cd1c77f34ea52b57684bd397d906fb953cc89a9fc0529073b2133a7fe2bd3d97,False,True,0,False,False,False,False,False,False,False,True,False
5475,2024Q4,operating_cash_flow,-45349.0,2025-03-31,conservative_statutory_deadline_proxy_diagnostic,official_period_specific_diagnostic_pit_proxy,https://mopsfin.twse.com.tw/compare/data,cd1c77f34ea52b57684bd397d906fb953cc89a9fc0529073b2133a7fe2bd3d97,False,True,0,False,False,False,False,False,False,False,True,False
5475,2025Q1,operating_cash_flow,-43771.0,2025-05-15,conservative_statutory_deadline_proxy_diagnostic,official_period_specific_diagnostic_pit_proxy,https://mopsfin.twse.com.tw/compare/data,cd1c77f34ea52b57684bd397d906fb953cc89a9fc0529073b2133a7fe2bd3d97,False,True,0,False,False,False,False,False,False,False,True,False
5475,2025Q2,operating_cash_flow,28484.0,2025-08-14,conservative_statutory_deadline_proxy_diagnostic,official_period_specific_diagnostic_pit_proxy,https://mopsfin.twse.com.tw/compare/data,cd1c77f34ea52b57684bd397d906fb953cc89a9fc0529073b2133a7fe2bd3d97,False,True,0,False,False,False,False,False,False,False,True,False
5475,2025Q3,operating_cash_flow,-12565.0,2025-11-14,conservative_statutory_deadline_proxy_diagnostic,official_period_specific_diagnostic_pit_proxy,https://mopsfin.twse.com.tw/compare/data,cd1c77f34ea52b57684bd397d906fb953cc89a9fc0529073b2133a7fe2bd3d97,False,True,0,False,False,False,False,False,False,False,True,False
5475,2025Q4,operating_cash_flow,-34199.0,2026-03-31,conservative_statutory_deadline_proxy_diagnostic,official_period_specific_diagnostic_pit_proxy,https://mopsfin.twse.com.tw/compare/data,cd1c77f34ea52b57684bd397d906fb953cc89a9fc0529073b2133a7fe2bd3d97,False,True,0,False,False,False,False,False,False,False,True,False
5475,2026Q1,operating_cash_flow,-24810.0,2026-05-15,conservative_statutory_deadline_proxy_diagnostic,official_period_specific_diagnostic_pit_proxy,https://mopsfin.twse.com.tw/compare/data,cd1c77f34ea52b57684bd397d906fb953cc89a9fc0529073b2133a7fe2bd3d97,False,True,0,False,False,False,False,False,False,False,True,False
6907,2025Q1,operating_cash_flow,30343.0,2025-05-15,conservative_statutory_deadline_proxy_diagnostic,official_period_specific_diagnostic_pit_proxy,https://mopsfin.twse.com.tw/compare/data,cd1c77f34ea52b57684bd397d906fb953cc89a9fc0529073b2133a7fe2bd3d97,False,True,0,False,False,False,False,False,False,False,True,False
6907,2025Q2,operating_cash_flow,174429.0,2025-08-14,conservative_statutory_deadline_proxy_diagnostic,official_period_specific_diagnostic_pit_proxy,https://mopsfin.twse.com.tw/compare/data,cd1c77f34ea52b57684bd397d906fb953cc89a9fc0529073b2133a7fe2bd3d97,False,True,0,False,False,False,False,False,False,False,True,False
6907,2025Q3,operating_cash_flow,-8057.0,2025-11-14,conservative_statutory_deadline_proxy_diagnostic,official_period_specific_diagnostic_pit_proxy,https://mopsfin.twse.com.tw/compare/data,cd1c77f34ea52b57684bd397d906fb953cc89a9fc0529073b2133a7fe2bd3d97,False,True,0,False,False,False,False,False,False,False,True,False
6907,2025Q4,operating_cash_flow,-1387.0,2026-03-31,conservative_statutory_deadline_proxy_diagnostic,official_period_specific_diagnostic_pit_proxy,https://mopsfin.twse.com.tw/compare/data,cd1c77f34ea52b57684bd397d906fb953cc89a9fc0529073b2133a7fe2bd3d97,False,True,0,False,False,False,False,False,False,False,True,False
6907,2026Q1,operating_cash_flow,275494.0,2026-05-15,conservative_statutory_deadline_proxy_diagnostic,official_period_specific_diagnostic_pit_proxy,https://mopsfin.twse.com.tw/compare/data,cd1c77f34ea52b57684bd397d906fb953cc89a9fc0529073b2133a7fe2bd3d97,False,True,0,False,False,False,False,False,False,False,True,False
6919,2023Q2,operating_cash_flow,-234594.0,2023-08-14,conservative_statutory_deadline_proxy_diagnostic,official_period_specific_diagnostic_pit_proxy,https://mopsfin.twse.com.tw/compare/data,cd1c77f34ea52b57684bd397d906fb953cc89a9fc0529073b2133a7fe2bd3d97,False,True,0,False,False,False,False,False,False,False,True,False
6919,2023Q4,operating_cash_flow,-189341.0,2024-03-31,conservative_statutory_deadline_proxy_diagnostic,official_period_specific_diagnostic_pit_proxy,https://mopsfin.twse.com.tw/compare/data,cd1c77f34ea52b57684bd397d906fb953cc89a9fc0529073b2133a7fe2bd3d97,False,True,0,False,False,False,False,False,False,False,True,False
6919,2024Q1,operating_cash_flow,-160225.0,2024-05-15,conservative_statutory_deadline_proxy_diagnostic,official_period_specific_diagnostic_pit_proxy,https://mopsfin.twse.com.tw/compare/data,cd1c77f34ea52b57684bd397d906fb953cc89a9fc0529073b2133a7fe2bd3d97,False,True,0,False,False,False,False,False,False,False,True,False
6919,2024Q2,operating_cash_flow,-200605.0,2024-08-14,conservative_statutory_deadline_proxy_diagnostic,official_period_specific_diagnostic_pit_proxy,https://mopsfin.twse.com.tw/compare/data,cd1c77f34ea52b57684bd397d906fb953cc89a9fc0529073b2133a7fe2bd3d97,False,True,0,False,False,False,False,False,False,False,True,False
6919,2024Q3,operating_cash_flow,-119474.0,2024-11-14,conservative_statutory_deadline_proxy_diagnostic,official_period_specific_diagnostic_pit_proxy,https://mopsfin.twse.com.tw/compare/data,cd1c77f34ea52b57684bd397d906fb953cc89a9fc0529073b2133a7fe2bd3d97,False,True,0,False,False,False,False,False,False,False,True,False
6919,2024Q4,operating_cash_flow,-42005.0,2025-03-31,conservative_statutory_deadline_proxy_diagnostic,official_period_specific_diagnostic_pit_proxy,https://mopsfin.twse.com.tw/compare/data,cd1c77f34ea52b57684bd397d906fb953cc89a9fc0529073b2133a7fe2bd3d97,False,True,0,False,False,False,False,False,False,False,True,False
6919,2025Q1,operating_cash_flow,-118071.0,2025-05-15,conservative_statutory_deadline_proxy_diagnostic,official_period_specific_diagnostic_pit_proxy,https://mopsfin.twse.com.tw/compare/data,cd1c77f34ea52b57684bd397d906fb953cc89a9fc0529073b2133a7fe2bd3d97,False,True,0,False,False,False,False,False,False,False,True,False
6919,2025Q2,operating_cash_flow,-178613.0,2025-08-14,conservative_statutory_deadline_proxy_diagnostic,official_period_specific_diagnostic_pit_proxy,https://mopsfin.twse.com.tw/compare/data,cd1c77f34ea52b57684bd397d906fb953cc89a9fc0529073b2133a7fe2bd3d97,False,True,0,False,False,False,False,False,False,False,True,False
6919,2025Q3,operating_cash_flow,-68222.0,2025-11-14,conservative_statutory_deadline_proxy_diagnostic,official_period_specific_diagnostic_pit_proxy,https://mopsfin.twse.com.tw/compare/data,cd1c77f34ea52b57684bd397d906fb953cc89a9fc0529073b2133a7fe2bd3d97,False,True,0,False,False,False,False,False,False,False,True,False
6919,2025Q4,operating_cash_flow,-60995.0,2026-03-31,conservative_statutory_deadline_proxy_diagnostic,official_period_specific_diagnostic_pit_proxy,https://mopsfin.twse.com.tw/compare/data,cd1c77f34ea52b57684bd397d906fb953cc89a9fc0529073b2133a7fe2bd3d97,False,True,0,False,False,False,False,False,False,False,True,False
6919,2026Q1,operating_cash_flow,-22671.0,2026-05-15,conservative_statutory_deadline_proxy_diagnostic,official_period_specific_diagnostic_pit_proxy,https://mopsfin.twse.com.tw/compare/data,cd1c77f34ea52b57684bd397d906fb953cc89a9fc0529073b2133a7fe2bd3d97,False,True,0,False,False,False,False,False,False,False,True,False
7799,2024Q2,operating_cash_flow,-111558.0,2024-08-14,conservative_statutory_deadline_proxy_diagnostic,official_period_specific_diagnostic_pit_proxy,https://mopsfin.twse.com.tw/compare/data,cd1c77f34ea52b57684bd397d906fb953cc89a9fc0529073b2133a7fe2bd3d97,False,True,0,False,False,False,False,False,False,False,True,False
7799,2024Q4,operating_cash_flow,-148412.0,2025-03-31,conservative_statutory_deadline_proxy_diagnostic,official_period_specific_diagnostic_pit_proxy,https://mopsfin.twse.com.tw/compare/data,cd1c77f34ea52b57684bd397d906fb953cc89a9fc0529073b2133a7fe2bd3d97,False,True,0,False,False,False,False,False,False,False,True,False
7799,2025Q1,operating_cash_flow,-81594.0,2025-05-15,conservative_statutory_deadline_proxy_diagnostic,official_period_specific_diagnostic_pit_proxy,https://mopsfin.twse.com.tw/compare/data,cd1c77f34ea52b57684bd397d906fb953cc89a9fc0529073b2133a7fe2bd3d97,False,True,0,False,False,False,False,False,False,False,True,False
7799,2025Q2,operating_cash_flow,-157102.0,2025-08-14,conservative_statutory_deadline_proxy_diagnostic,official_period_specific_diagnostic_pit_proxy,https://mopsfin.twse.com.tw/compare/data,cd1c77f34ea52b57684bd397d906fb953cc89a9fc0529073b2133a7fe2bd3d97,False,True,0,False,False,False,False,False,False,False,True,False
7799,2025Q3,operating_cash_flow,-98474.0,2025-11-14,conservative_statutory_deadline_proxy_diagnostic,official_period_specific_diagnostic_pit_proxy,https://mopsfin.twse.com.tw/compare/data,cd1c77f34ea52b57684bd397d906fb953cc89a9fc0529073b2133a7fe2bd3d97,False,True,0,False,False,False,False,False,False,False,True,False
7799,2025Q4,operating_cash_flow,-147231.0,2026-03-31,conservative_statutory_deadline_proxy_diagnostic,official_period_specific_diagnostic_pit_proxy,https://mopsfin.twse.com.tw/compare/data,cd1c77f34ea52b57684bd397d906fb953cc89a9fc0529073b2133a7fe2bd3d97,False,True,0,False,False,False,False,False,False,False,True,False
7799,2026Q1,operating_cash_flow,-114896.0,2026-05-15,conservative_statutory_deadline_proxy_diagnostic,official_period_specific_diagnostic_pit_proxy,https://mopsfin.twse.com.tw/compare/data,cd1c77f34ea52b57684bd397d906fb953cc89a9fc0529073b2133a7fe2bd3d97,False,True,0,False,False,False,False,False,False,False,True,False
7828,2025Q2,operating_cash_flow,11349.0,2025-08-14,conservative_statutory_deadline_proxy_diagnostic,official_period_specific_diagnostic_pit_proxy,https://mopsfin.twse.com.tw/compare/data,cd1c77f34ea52b57684bd397d906fb953cc89a9fc0529073b2133a7fe2bd3d97,False,True,0,False,False,False,False,False,False,False,True,False
7828,2025Q3,operating_cash_flow,-28721.0,2025-11-14,conservative_statutory_deadline_proxy_diagnostic,official_period_specific_diagnostic_pit_proxy,https://mopsfin.twse.com.tw/compare/data,cd1c77f34ea52b57684bd397d906fb953cc89a9fc0529073b2133a7fe2bd3d97,False,True,0,False,False,False,False,False,False,False,True,False
7828,2025Q4,operating_cash_flow,-64673.0,2026-03-31,conservative_statutory_deadline_proxy_diagnostic,official_period_specific_diagnostic_pit_proxy,https://mopsfin.twse.com.tw/compare/data,cd1c77f34ea52b57684bd397d906fb953cc89a9fc0529073b2133a7fe2bd3d97,False,True,0,False,False,False,False,False,False,False,True,False
7828,2026Q1,operating_cash_flow,-30359.0,2026-05-15,conservative_statutory_deadline_proxy_diagnostic,official_period_specific_diagnostic_pit_proxy,https://mopsfin.twse.com.tw/compare/data,cd1c77f34ea52b57684bd397d906fb953cc89a9fc0529073b2133a7fe2bd3d97,False,True,0,False,False,False,False,False,False,False,True,False
2493,2023Q1,investing_cash_flow,-90463.0,2023-05-15,conservative_statutory_deadline_proxy_diagnostic,official_period_specific_diagnostic_pit_proxy,https://mopsfin.twse.com.tw/compare/data,b98f794dc3de9b15fed3761b3de662ce498aa74786543c49c6026a41b8607690,False,True,0,False,False,False,False,False,False,False,True,False
2493,2023Q2,investing_cash_flow,-38122.0,2023-08-14,conservative_statutory_deadline_proxy_diagnostic,official_period_specific_diagnostic_pit_proxy,https://mopsfin.twse.com.tw/compare/data,b98f794dc3de9b15fed3761b3de662ce498aa74786543c49c6026a41b8607690,False,True,0,False,False,False,False,False,False,False,True,False
2493,2023Q3,investing_cash_flow,3204.0,2023-11-14,conservative_statutory_deadline_proxy_diagnostic,official_period_specific_diagnostic_pit_proxy,https://mopsfin.twse.com.tw/compare/data,b98f794dc3de9b15fed3761b3de662ce498aa74786543c49c6026a41b8607690,False,True,0,False,False,False,False,False,False,False,True,False
2493,2023Q4,investing_cash_flow,-468686.0,2024-03-31,conservative_statutory_deadline_proxy_diagnostic,official_period_specific_diagnostic_pit_proxy,https://mopsfin.twse.com.tw/compare/data,b98f794dc3de9b15fed3761b3de662ce498aa74786543c49c6026a41b8607690,False,True,0,False,False,False,False,False,False,False,True,False
2493,2024Q1,investing_cash_flow,-34052.0,2024-05-15,conservative_statutory_deadline_proxy_diagnostic,official_period_specific_diagnostic_pit_proxy,https://mopsfin.twse.com.tw/compare/data,b98f794dc3de9b15fed3761b3de662ce498aa74786543c49c6026a41b8607690,False,True,0,False,False,False,False,False,False,False,True,False
